,"Менеджер: Вязовский Иван
Email: ivan@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,пакет,"Материал: фольгированный материал
Размер: 30*42+10cm
Примечание от фабрики: "," Дизайн: выкрас, одноцветная печать",500,"3,710","362,06",40-45,"3,843","375,10",30-35,"55 000,00",27 дней (фото / видео 15 дней),
,,,,1000,"1,961","191,40",40-45,"2,095","204,43",30-35,,,
 ,пауэрбанк-грелка,"Материал: пластик
Размер: 102*59*24мм
Примечание от фабрики: минимальный тираж 100 штук
время работы 3-4 часа", Дизайн: одноцветная печать,100,"6,888","672,29",30-35,"7,485","730,52",27 дней,"4 000,00",15 дней (фото / видео 3 дней),
,пауэрбанк-грелка,"Материал: пластик
Размер: 7*7*6Cm
Примечание от фабрики: 
время работы 3-4 часа"," Дизайн: одноцветная печать, отсутсвие фабричного лого",100,"16,847","1644,27",30-35,"17,432","1701,39",27 дней,"9 000,00",15 дней (фото / видео 3 дней),
,пауэрбанк-грелка,"Материал: пластик
Размер: 7*7*6Cm
Примечание от фабрики: 
время работы 3-4 часа"," Дизайн: одноцветная печать, наличие фабричного лого",100,"6,171","602,32",30-35,"6,757","659,44",27 дней,"9 000,00",15 дней (фото / видео 3 дней),
,варежки,"Материал: полиэфирное волокно
Размер: 25 * 10,5  см 
Цвет: темносерый, серый

", Дизайн: бирка тканевая,200,"5,580","544,92",35-40,"6,100","595,48",25-30,"6 369,95",22 дней (фото / видео 10-12 дней),
,варежки,"Материал: полиэстер + PU
Примечание от фабрики: 
минимальный тираж 500 пар", Дизайн: жаккардовая бирка,500,"13,862","1352,94",55-60,"14,192","1385,09",45-50,"14 000,00",22 дней (фото / видео 10-12 дней),
