,"Менеджер: Эмина Арина Ильинична
Email: arinae@megamind.ru
Телефон: +7 (918) 370-96-97
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Массажер для победителей и призеров,"Материал: ABS
Размер: 17,4*14 см
Упаковка: индивидуальная коробка
Примечание от фабрики: 
Скорость вращения: 1800~3200 оборотов
Регулировка передачи: 6 уровней
Тип разъёма: DC
Время работы: около 6 часов
Напряжение зарядки: 5V
Вес продукта: около 0.6 кг
Выбор цветов: красный, черный, зеленый, серый
Массажные насадки:
    - Круглая насадка X1
    - Плоская насадка X1
    - Шаровидная насадка X1
    - Насадка U-образной формы X1", Дизайн: нанесение лого. Вид нанесения- шелкография ,300,"15,3","1372,8",35-30,"19,0","1709,4",25-30,12 000,4,14-16,
,,,,500,"13,6","1225,8",,"17,4","1562,4",,,,,
 ,Футболка для участников (лого ФБ),"Материал: полиэстер
Размеры: S-5XL
Упаковка: индивидуальный пакет
Примечание от фабрики: 
минимальный тираж 500 шт
цена примерная, точная стоимость после изготовления образца"," Дизайн: сублимационная печать, полная запечатка",500,"13,5","1216,1",32-37,"14,1","1270,2",22-27,4 100,3,13-15,
,,"Материал: модал
Размеры: S-5XL
Упаковка: индивидуальный пакет
Примечание от фабрики: 
минимальный тираж 500 шт
цена примерная, точная стоимость после изготовления образца"," Дизайн: сублимационная печать, полная запечатка",500,"11,9","1071,3",32-37,"12,5","1125,4",22-27,3 100,3,13-15,
 ,Сумка для обуви,"Материал: нейлон 
Размер: 31*30 см
Упаковка: индивидуальный паккет 
Примечание от фабрики: ", Дизайн: нанесение лого.  вид нансения- шелкография   ,300,"2,7","240,8",32-37,"2,9","263,3",22-27,6 500,5,15-17,
 ,Полотенце,"Материал: микрофибра 
Размер: 75*150 см
Упаковка: индивидуальный пакет 
Примечание от фабрики: "," Дизайн: выкрас в пантон, нанесение лого ",300,"13,1","1175,5",35-40,"15,0","1349,1",52-30,9 000,5,15-17,
 ,Спортивная бутылка для воды,"Материал: нержавеющая сталь 304/201
Размер: 350 мл, 68*68*170 мм
Упаковка: индивидуальная белая коробка
Примечание от фабрики: 
*минимальный тираж для заказа - 1000 шт в связи в непростым дизайном и методом нанесения"," Дизайн: нанесение дизайна методом аэрозольного распыления и 3д печатью по макету, цвета близкие к пантону ",1000,"6,9","624,5",60-65,"7,9","711,6",50-55,8 000,7,17-19,
 ,"Пакет подарочный. Причем они могут быть как бумажные, так и пластиковые. Предложить несколько вариантов.","Материал: картон 300 г/м2
Размер: 30*40*8 см
Упаковка: OPP пакет
Примечание от фабрики: 
*минимальный тираж для заказа - 500 шт. Цена примерная - точную сцену фабрика сможет дать при предоставлении макета с полным тз (материал, метод нанесение, плотность, укрепление дна и ручек, размеры)"," Дизайн: полная запечатка с двух сторон по макету, материал и ручки на выбор ",500,"2,3","202,3",35-40,"2,7","239,3",25-30,8 000,5,15-17,
 ,Массажный валик,"Материал: EVA
Размер: 33*13,5 см
Упаковка: индивидуальная прозрачная пленка
Примечание от фабрики: ", Дизайн: нанесение логотипа шелкография 1 цвет ,150,"11,9","1069,7",35-40,"15,6","1406,3",25-30,8 800,7,17-19,
