,"Менеджер: Эмина Арина Ильинична
Email: arinae@megamind.ru
Телефон: +7 (918) 370-96-97
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Игрушка 1,"Материал: плюш (на выбор из раскладки фабрики), мягкий наполнитель внутри 
Размер: до 20 см в высоту
Упаковка: OPP пакет
Примечание от фабрики: точная цена после макета и образца
*Игрушка многослойная, зашит доп.слой в задней части рта",Дизайн: производство полностью по макету ,1000,"8,2","697,4",95-100,"9,6","815,2",85-90,23 000,25,35-37,
,,,,3000,"7,2","607,8",,"8,5","719,0",,,,,
,,,,5000,"6,7","565,5",,"7,9","673,5",,,,,
,,,,10000,"6,2","524,8",,"7,4","629,6",,,,,
 ,Игрушка 2,"Материал: силикон 
Размер: до 20 см в высоту
Упаковка: OPP пакет
Примечание от фабрики: точная цена после макета и образца
*наполнитель может быть разный: блестки, шарики и тд
*цена дана на основании формы по референсу, необходим расчет формы по макету ",Дизайн: производство полностью по макету ,1000,"7,6","644,7",95-100,"9,0","762,5",85-90,21 000,25,35-37,
,,,,3000,"6,6","558,0",,"7,9","669,3",,,,,
,,,,5000,"6,1","517,3",,"7,4","625,3",,,,,
,,,,10000,"5,6","478,0",,"6,9","582,8",,,,,
 ,Игрушка 3,"Материал: плюш (на выбор из раскладки фабрики)
Размер: до 20 см в высоту
Упаковка: OPP пакет
Примечание от фабрики: точная цена после макета и образца
*внутри - антистресс, снаружи - двухслойная одежда",Дизайн: производство полностью по макету ,1000,"8,2","697,4",95-100,"9,6","815,2",85-90,23 000,25,35-37,
,,,,3000,"7,4","632,6",,"8,8","743,9",,,,,
,,,,5000,"6,9","589,7",,"8,2","697,7",,,,,
,,,,10000,"6,5","548,3",,"7,7","653,0",,,,,
 ,Игрушка 4,"Материал: плюш, пластик
Размер: до 20 см в высоту
Упаковка: OPP пакет
Примечание от фабрики: точная цена после макета и образца
*мордочка из пластика, но покрыта ворсом, которая переходит с головы на туловище
*необходимо открытие формы на мордочку. Сейчас стоимость пластиковой мордочки учтена в стоимости за шт, но необходим точный расчет по макету ",Дизайн: производство полностью по макету ,1000,"11,0","934,3",95-100,"12,4","1052,2",85-90,25 500,25,35-37,
,,,,3000,"10,1","856,4",,"11,4","967,7",,,,,
,,,,5000,"9,5","806,9",,"10,8","914,9",,,,,
,,,,10000,"8,7","735,5",,"9,9","840,2",,,,,
