,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка МОРЕ,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Футболка,"Материал: 100% хлопок
Размер: оверсайз
Упаковка: OPP пакетик
Примечание от фабрики: тираж можно разбить на размеры, на цену это не влияет", Дизайн: по макету,50000,"9,3","856,0",115-120,"713,3",,,"19 800,00","Фото/видео: 16-17 календ.дней
Доставка: 12-14 календ.дней",
,,,,60000,9,828,115-120,"690,0",,,,,
,,,,70000,"8,74",804,120-125,"670,0",,,,,
,,,,80000,"8,5","783,0",125-130,"652,5",,,,,
,,,,90000,"8,4","775,0",130-135,"645,8",,,,,
,,,,100000,"8,3","763,0",130-135,"635,8",,,,,
,,,,110000,"8,1","749,0",140-145,"624,2",,,,,
,,,,120000,"8,1","743,0",145-150,"619,2",,,,,
 ,Толстовка,"Материал: хлопок
Размер: оверсайз
Упаковка: OPP пакетик
Примечание от фабрики: тираж можно разбить на размеры, на цену это не влияет", Дизайн: по макету,10000,"21,9","2017,0",115-120,"1680,8",,,"32 450,00","Фото/видео: 16-17 календ.дней
Доставка: 12-14 календ.дней",
,,,,15000,"21,8","2003,0",115-120,"1669,2",,,,,
,,,,20000,"21,5","1981,0",120-125,"1650,8",,,,,
,,,,25000,"21,4","1967,0",125-130,"1639,2",,,,,
,,,,30000,"21,1","1943,0",130-135,"1619,2",,,,,
,,,,35000,"21,1","1940,0",135-140,"1616,7",,,,,
,,,,40000,"20,9","1920,0",145-150,"1600,0",,,,,
