,"Менеджер: Киселева Екатерина
Email: katya.e@megamind.ru
Телефон: +7 (921) 970-63-24
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
,Павербанк,"Материал корпуса: пластик
Размер: 154 х 74 х 33 мм
Мощность зарядки: 10 Вт
Примечание от фабрики: 30000 mAh", Дизайн: сток,50,"15,5","1425,3",27-33 дня,"17,8","1631,8",17-22 дня,9 500,12-14 дней,
,,,,,,,,,,,,,
,Павербанк,"Материал корпуса: пластик
Размер: 126 х 73 х 27 мм
Мощность зарядки: 18 Вт 
Примечание от фабрики: 20000 mAh", Дизайн: сток,50,"29,7","2731,8",39-44 дня,"31,3","2879,7",29-34 дня,11 500,15-17  дней,
,,,,,,,,,,,,,
,Павербанк,"Материал корпуса: пластик
Размер: 105 х 68 х 46.5 мм
Мощность зарядки: 20 Вт 
Примечание от фабрики: 30000 mAh", Дизайн: сток,50,"30,4","2795,3",39-44 дня,"34,2","3139,3",29-34 дня,11 500,17-19  дней,
,,,,,,,,,,,,,
,Переходник,"Материал: нейлон, медь, алюминиевый сплав
Размер: 1.2 метра
Упаковка: прозрачный пакет 
Примечание от фабрики: могут упаковать в красивую красно-золотую упаковку (см. доп. фото)
О товаре: аналог Baseus", Дизайн: сток,50,"4,7","428,5",27-32 дня,"5,7","522,3",17-22 дня,6 700,12-14 дней,
,,,,,,,,,,,,,
 ,Переходник,"Материал: пс + абс пластик
Размер: 1,2 м
Упаковка: фирменная упаковка 
О товаре: оригинальный Baseus", Дизайн: сток,50,"14,4","1318,3",28-33 дня,"15,1","1382,8",18-22 дня,8 000,13-15 дней,
