,"Менеджер: Борисова Александра
Email: sashab@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Стенд для ноутбука,"Материал: алюминиевый сплав+углеродистая сталь
Размер: 27.4x22.6x5cm
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: логотип Т-банка при помощи лазера,100,"21,9","1968,4",35-40,"27,1","2439,6",25-30,"6 766,73",7,17-19,
,,,,,,,,,,,,,,
 ,Стенд для ноутбука,"Материал: алюминий
Размер: 24*22,8*5cm
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: логотип Т-банка при помощи лазера,100,"23,6","2125,7",40-45,"27,7","2491,2",30-35,"6 143,20",7,17-19,
,,,,,,,,,,,,,,
 ,Стенд для ноутбука,"Материал: алюминий
Размер: 24*22,8*5cm
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: логотип Т-банка при помощи лазера,100,"29,1","2621,2",40-45,"32,6","2936,7",30-35,"6 209,05",7,17-19,
,,,,,,,,,,,,,,
 ,Стенд для ноутбука,"Материал: алюминий
Размер: 30*7.5*6.5см
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: логотип Т-банка при помощи лазера,100,"39,8","3583,0",40-45,"43,6","3919,6",30-35,"8 795,50",5,15-17,
,,,,,,,,,,,,,,
 ,Стенд для ноутбука,"Материал: алюминий
Размер: 27.5*24*5cm
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: логотип Т-банка при помощи лазера,100,"22,0","1976,7",40-45,"27,8","2498,4",30-35,"10 477,95",5,15-17,
