,"Менеджер: Вязовский Иван
Email: ivan@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,худи,"Материал: футер 3 нитка, 300 гр, хлопок, оверсайз
Размер: s-2xl
Упаковка: инд пакет
Примечание от фабрики: шнур в капюшоне паракордовый, толщиной 7-9 мм
у 125 штуки и 800 штук свои логотипы"," Дизайн: двухсторонняя одноцветная пафф шелкография, кастом горловой бирки и составника",925,"27,429","2331,50",50-55,"29,463","2504,32",40-45,18 000,10,20-22,
 ,футболка,"Материал: хлопок кулирка 250 гр, оверсайз
Размер: S-3XL
Упаковка: инд пакет
Примечание от фабрики: у 340 штук, 500 штук и 450 штук свои логотипы"," Дизайн: двухсторонняя одноцветная пафф шелкография, кастом горловой бирки и составника",1290,"14,305","1215,96",50-55,"15,268","1297,77",40-45,12 000,10,20-22,
 ,футболка,"Материал: хлопок кулирка 250 гр, оверсайз
Размер: S-3XL
Упаковка: инд пакет
Примечание от фабрики: у 340 штук, 500 штук и 450 штук свои логотипы"," Дизайн: с одной стороны эмбоссинг, с другой стороны вышивка, кастом горловой бирки и составника",1290,"15,515","1318,78",50-55,"16,478","1400,59",40-45,12 000,10,20-22,
 ,носки,"Материал: 75% хлопок, 20 полиэстер, 5% эластан
Размер: единый
Упаковка: инд пакет
", Дизайн: вышивка + бирка,250 (на один макет и размер),"7,028","597,34",40-45,"7,215","613,28",30-35,12 000,7,17-19,
 ,носки на молнии,"Материал: 100% хлопок
Размер: единый
Упаковка: инд пакет
", Дизайн: вышивка ,500 (на один макет),"10,684","908,16",40-45,"11,004","935,36",30-35,15 000,7,17-19,
 ,рюкзак,"Материал: нейлон, внутри полиэстер
Размер: 42*30*11 см
Упаковка: инд пакет
"," Дизайн: изменение цвета стропы, подклада, пвх шеврон с логотипом",260 (на один макет),"30,663","2606,36",55-60,"35,556","3022,25",45-50,18 000,10,20-22,
 ,пакет  с резинкой ,"Материал: eva, резинка силикон 
Размер: 45*35см
Упаковка: 
Примечание: цвет резинок сток, нужно смотреть есть ли в наличии нужный цвет ", Дизайн: 1 цвет лого ,1500шт (310шт на один макет),"3,2","268,50",40-45 ,"3,37","286,56",30-35 ,17 956,7,17-19,
 ,бутылка ,"Материал: pc
Размер: 380 мл, 178х108
Упаковка:  коробка сток 
Примечание от фабрики: шнурок на бутылки есть только черный, розовый, белый и серый,  У др фабриик есть шнурок, но нужно смотреть будут ли нужные цвета в наличии ", Дизайн: лого лазер на боковых стенках бутылки,1200,"13,57","1153,38",42-47,"14,77","1255,11",32-35,8 410,7,17-19,
 ,сумка для бутылки  с карабином ,"Материал: полиэстер 
Размер: 
Упаковка:  пакет 
Примечание от фабрики: ", Дизайн:  цвета от фабрики ,1770,"9,31","791,77",85-90,"10,21","868,07",75-80,9 938,10,20-22,
 ,чехол для ноутбука ,"Материал: полиэстер 
Размер: 31*23.5cm
Упаковка:  пакет 
Примечание от фабрики: ", Дизайн:  черный чезол с биркой (3 разные бирки на этот тираж),300,"10,29","924,59",45-50,"11,41","1019,96",35-40,9 121,7,17-19,
 ,чехол для ноутбука ,"Материал: полиэстер 
Размер: 38*28cm
Упаковка:  пакет 
Примечание от фабрики: материал как у  верхнего чехла"," Дизайн:  на тираж можно сделать три цвета, по цветам фабрики, + бирка ",300,"11,17","999,19",45-50,"12,29","1094,56",35-40,9 121,7,17-19,
 ,бутылка ,"Материал: стекло, чехол - силикон 
Размер: 500мл
Упаковка:  коробка 
Примечание от фабрики:", Дизайн:  три разныз лого на данный тираж (шелкография ),1200,"6,36","540,30",30-35 ,"8,08","686,54",20-25 ,6 651,3-5,10-12,
