,"Менеджер: Котелевская Анна
Email: annakot@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Зеркало,"Материал: акрил, стекло
Размер: 7,5 см
Упаковка: сток пакетик 
Примечание от фабрики: 
у фабрики есть позиция в стоке;
необходима проработка образца; стоимость может быть уточнена после изготовления образца",Дизайн: лого клиента на бирке + подбор акрила под цветовую палитру,500,"1,9","180,2",40-45,"2,1","194,8",30-35,9 400,7,17-19,
,,,Дизайн: лого клиента на бирке + выкрас акрила в градиент,,"2,9","266,6",45-50,"3,0","281,2",35-40,,,,
 ,Зеркало,"Материал: акрил, стекло
Размер: 7,5 см
Упаковка: сток пакетик 
Примечание от фабрики: 
у фабрики нет позиции в стоке, разработка с нуля (форма может быть любой);
необходима проработка образца; стоимость может быть уточнена после изготовления образца",Дизайн: лого клиента + подбор акрила под цветовую палитру,150,"6,8","631,4",45-50,"6,9","645,6",35-40,13 900,7,10-12,
,,,,300,"6,1","569,6",,"6,3","583,8",,,,,
,,,,500,"5,2","483,2",,"5,4","497,4",,,,,
,,,Дизайн: лого клиента на бирке + выкрас акрила в градиент,150,"7,0","649,5",50-55,"7,1","664,1",40-45,,,,
,,,,300,"6,3","585,9",,"6,5","600,4",,,,,
,,,,500,"5,2","483,2",,"5,4","497,4",,,,,
