,"Менеджер: Литяк Светлана
Email: svetlana@megamind.ru
Телефон: +7 (918) 964-19-55
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,iPad mini 5,"Материал: TPU
Размер: 21.5 × 15.1 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,154,"7,5","635,9",42-47,"7,6","642,8",32-37,5 100,5,15-17,
,iPad Air 2,"Материал: TPU
Размер: 24 × 18.5 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,43,"9,8","836,0",42-47,"10,1","857,2",32-37,5 400,5,15-17,
,iPad Air 3,"Материал: TPU
Размер: 25.5 × 19 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,345,"9,2","783,4",42-47,"9,5","805,8",32-37,5 300,5,15-17,
,iPad 3,"Материал: TPU
Размер: 24.1 × 18.6 × 0.94 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,11,"11,3","964,5",42-47,"11,4","972,3",32-37,5 400,5,15-17,
,iPad 4,"Материал: TPU
Размер: 24.1 × 18.6 × 0.94 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,1,"31,7","2691,8",42-47,"29,6","2517,7",32-37,5 400,5,15-17,
,iPad 5,"Материал: TPU
Размер: 24 × 18.5 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,175,"9,4","802,6",42-47,"9,7","827,4",32-37,5 400,5,15-17,
,iPad 6,"Материал: TPU
Размер: 24 × 18.5 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,177,"9,4","802,5",42-47,"9,7","827,3",32-37,5 400,5,15-17,
,iPad 7,"Материал: TPU
Размер: 25.5 × 19 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,334,"9,0","762,8",42-47,"9,2","780,8",32-37,5 300,5,15-17,
,iPad 8,"Материал: TPU
Размер: 25.5 × 19 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,169,"9,0","768,3",42-47,"9,2","785,8",32-37,5 300,5,15-17,
,iPad 9,"Материал: TPU
Размер: 25.5 × 19 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,181,"9,0","767,6",42-47,"9,2","785,1",32-37,5 300,5,15-17,
,"iPad Pro 12,9 (3rd Gen)","Материал: TPU
Размер: 28.5 × 23 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,48,"12,4","1058,2",42-47,"12,9","1092,5",32-37,5 700,5,15-17,
,"iPad Pro 12,9 (4th Gen)","Материал: TPU
Размер: 28.5 × 23 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,264,"12,1","1025,8",42-47,"12,5","1063,6",32-37,5 700,5,15-17,
,"iPad Pro 12,9 (5th Gen)","Материал: TPU
Размер: 28.5 × 23 × 1.3 см
Упаковка: OPP-пакет
Примечание от фабрики: требуется подтверждение наличия всех моделей перед заказом. Из-за небольшого тиража необходимо делать только на стоковых моделях чехлов.", Дизайн: шелкография,44,"12,5","1061,8",42-47,"12,9","1095,8",32-37,5 700,5,15-17,
