,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Умная скакалка,"Материал: пластик ABS+PC
Цвет: белый, черный
Упаковка: кастомная коробка
Размер: 173,8*26,8*26,88 мм 
Примечание от фабрики: работает от приложения, есть Bluetooth"," Дизайн: шелкография на скакалке 1 цвет, кастомная коробка",300,"12,4","1086,0",45-50,,,,8 400,7,17-19,
,,,,500,"11,7","1024,0",50-55,,,,,,,
,Кофемолка,"Материал: алюминий, нержавеющая сталь
Цвет: серебристый, темно-серый, синий
Упаковка: кастомная коробка                        
Размер: 5*16,8*15см
Примечание от фабрики: Необходимо оформление ДС+СС (ориентировочная стоимость 100тыс.руб.)"," Дизайн: гравировка лого на кофемолке, кастомная коробка",300,"47,7","4123,0",65-70,,,,23 900,9,19-21,
,,,,500,"46,2","3997,0",65-70,,,,,,,
,Многофункциональный ежедневник,"Материал: PU
Цвет: черный
Упаковка: кастомная коробка с ложементом                            
Размер: 225*178mm
Примечание от фабрики: 10 000mAh , 100 листов, функция беспроводной зарядки
Есть разные виды обложки"," Дизайн: тиснение / УФ печать логотипа или паттерна на ежедневнике, кастомная коробка",300,"38,7","3374,0",60-65,,,,16 800,10,20-22,
,,,,500,"38,1","3322,0",65-70,,,,,,,
 ,Умная бутылка,"Материал: нержавеющая сталь
Цвет: черный
Упаковка: заводская коробка                            
Размер: 22*6см
Примечание от фабрики: работает от приложения, контролирует кол-во потребляемой жидкости, присылает уведомление на телефон с напоминанием попить воды, отображает температуру воды", Дизайн: гравировка лого,300,"43,6","3742,0",40-45,,,,11 000,5,15-17,
,,,,500,"43,3","3714,0",45-50,,,,,,,
,Умный блокнот,"Материал: ПВХ обложка, выскотехнологичная бумага
Размер: А5
Упаковка: Кастомная коробка
Примечание от фабрики: Для сканирования документов и синхронизации страниц с телефоном необходимо скачать приложение (есть в App Store и Google store), в приложении нет русского языка, есть английский  ", Дизайн: Шелкография логотипа клиента один цвет,300,"15,41","1 263,78 ₽",50-55,,,,10 400,7,17-19,
,,,,500,"11,9","985,31 ₽",50-55,,,,,,,
 ,Кошелек с беспроводной зарядкой,"Материал: PU
Цвет: Индивидуально
Упаковка:  Кастомная коробка                           
Размер:  205*105*32 mm
Примечание от фабрики: 5000mah, поддержка беспроводной зарядки"," Дизайн: Настройка цвета, нанесение логотипа тиснением",300,"45,1","3 720,52 ₽",50-55,,,,24 700,14,24-26,
,,,,500,"43,2","3 568,68 ₽",50-55,,,,,,,
 ,Портативный чайник,"Материал: нержавеющая сталь                                                                                                                                                                                             
Упаковка: заводская упаковка                                                               
Объём: 500 мл; 
Примечание от фабрики: Отображает текущую температуру напитка и имеет режимы нагрева", Дизайн: шелкография лого,300,"32,0","2809,0",45-50,,,,8 200,7,17-19,
,,,,500,"31,7","2782,0",50-55,,,,,,,
,Лампа для кемпинга,"Материал: пластик                                                                                                                                                                                             
Упаковка: заводская упаковка                                                               
Размер: 65*65*182мм", Дизайн: лазерная гравировка лого,300,"33,2","2 860,00 ₽",45-50,,,,7 500,7,17-19,
,,,,500,"32,9","2 833,00 ₽",50-55,,,,,,,
 ,Автомобильный очиститель воздуха,"Материал: металл, пластик
Цвет: Черный, серый, коричневый, красный, белый
Упаковка:  Кастомная коробка                           
Размер:  160*65мм", Дизайн: Нанесение логотипа гравировкой или шелкографией ,300,"34,5","2 845,32 ₽",50-55,,,,18 700,14,24-26,
,,,,500,"32,5","2 678,63 ₽",50-55,,,,,,,
 ,Протативный пылесос для автомобиля,"Материал: АБС пластик
Цвет: Черный, серый, красный, оранжевый
Упаковка:  Кастомная коробка                           
Размер:  118*62мм
Примечание от фабрики: Необходимо оформление ДС+СС (ориентировочная стоимость 100тыс.руб.)", Дизайн: Нанесение логотипа гравировкой или шелкографией ,300,"34,5","1 835,26 ₽",65-70,,,,16 500,14,24-26,
,,,,500,"32,5","1 634,83 ₽",65-70,,,,,,,
