,"Менеджер: Киселева Екатерина
Email: katya.e@megamind.ru
Телефон: +7 (921) 970-63-24
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Бутылки 1,"Материал: нержавейка 304
Размер: 22 х 7.5 см, 500 мл
Упаковка: белая сток коробка
", Дизайн: сток,227,"10,6",1158,32-37,"11,6",1269,22-27,6 700,2,12-14,
,,,,,,,,,,,,,,
 ,Бутылки 2,"Материал: однослойная нержавейка
Размер: 21.8 х 7 см, 500 мл
Упаковка: сток
", Дизайн: сток,227,"8,1","901,3",30-35,"9,2","1024,5",20-25,6 200,2,12-14,
,,,,,,,,,,,,,,
 ,Бутылки 3,"Материал: нержавейка 201
Объем: 500 мл
Упаковка: сток
", Дизайн: сток,227,"8,4","934,3",30-35,"9,6","1074,2",20-25,6 300,2,12-14,
,,,,,,,,,,,,,,
,,," Дизайн: сток
",1000,"8,3","900,2",35-40,"9,5","1036,2",25-30,,,,
,,," Дизайн: нанесение лого лазерной гравировкой
",1000,"8,5","922,1",,"9,7","1058,1",,10 500,2,12-14,
 ,Бутылки 4,"Материал: нержавейка 304
Объем: 500 мл
Упаковка: сток
", Дизайн: сток,227,"10,1","1110,5",30-35,"11,2","1241,1",20-25,6 500,2,12-14,
,,,,,,,,,,,,,,
,,," Дизайн: сток
",1000,"10,2","1093,6",55-60,"11,4","1226,8",45-50,,,,
,,," Дизайн: нанесение лого лазерной гравировкой
",1000,"10,7","1145,6",,"11,9","1285,2",,10 500,5,15-17,
 ,Ручки слим,"Материал: металл
Размер: 130 х 7,6 мм
Упаковка: сток", Дизайн: пантон 185С + лого 1+0 лазерной гравировкой,3010,"0,6",62,37-42 ,"0,7","67,2",27-32,9 500,8,18-20,
,,,,,,,,,,,,,,
 ,Кружка,"Материал: керамика
Размер: 360 мл, 9.6 х 7.3 х 7.6 см
Упаковка: индивидуальная коробка
Примечание от фабрики: глянцевый эффект", Дизайн: выкрас в пантон 185С + печать лого на дне,3000,"5,7","606,8",60-65,"7,2","764,2",50-55,15 550,7,17-19,
,,,,,,,,,,,,,,
 ,Картхолдер ,"Материал: кожзам 
Размер: 6,4х9,4 см
Упаковка: индивидуальная коробка
Примечание от фабрики: из наличия ", Дизайн: из наличия ,554,"2,3","241,7",28-33,"2,4","253,6",18-23,2 100,2,12-15,
