,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка АВИА отдельно,,,Доставка АВИА вместе,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Футболка,"Материал: хлопок, 170-180 гр
Размер: можно выбрать 2-4 размера
Упаковка: прозрачный пакет
", Дизайн: шелкография в один цвет,220,"7,9","689,1",30-35,"7,7","664,3",30-35,5 400,7,17-19,
 ,Шоппер,"Материал: хлопок
Размер: 30х40 см
Цвет: натуральный белый 
Упаковка: прозрачный пакет
"," Дизайн: шелкография, черный цвет, нанесение на одной строне",200,"2,5","220,0",30-35,"2,3","202,9",30-35,7 100,7,17-19,
,Шоппер,"Материал: хлопок
Размер: 30х40 см
Цвет: натуральный белый 
Упаковка: прозрачный пакет
"," Дизайн: шелкография, синий цвет, нанесение на одной строне (неточное совпадение цвета)",200,"2,6","227,5",30-35,"2,4","210,3",30-35,8 300,7,17-19,
,Шоппер,"Материал: хлопок
Размер: 30х40 см
Цвет: натуральный белый 
Упаковка: прозрачный пакет
"," Дизайн: шелкография, синий цвет, нанесение на одной строне (неточное совпадение цвета)",200,"2,9","254,8",30-35,"2,7","237,7",30-35,13 300,7,17-19,
 ,Ежедневник А5,"Материал: искусственная кожа
Размер: А5, 80 листов
Цвет: белый, синий, зеленый
Упаковка: прозрачный пакет
"," Дизайн: тиснение логотипа, 1 место нанесения",200,"3,4","310,4",30-35,"3,3","300,2",30-35,5 300,7,17-19,
,,," Дизайн: тиснение логотипа, 2 места нанесения (согласно макету)",30,"4,5","486,6",30-35,"5,4","476,4",30-35,13 800,7,17-19,
 ,Ежедневник А6,"Материал: искусственная кожа
Размер: А6, 80 листов
Цвет: белый, синий, зеленый
Упаковка: прозрачный пакет
", Дизайн: тиснение логотипа,200,"1,9","171,5",30-35,"1,8","162,6",30-35,4 900,7,17-19,
,Ежедневник А6,"Материал: искусственная кожа
Размер: А6, 80 листов
Цвет: белый, синий, зеленый
Упаковка: прозрачный пакет
"," Дизайн: тиснение логотипа, 2 места нанесения)",200,"2,1","182,7",30-35,"2,0","173,8",30-35,13 600,7,17-19,
 ,Блокнот на кольцах,"Материал: бумага, картон
Размер: А5, 80 листов
Упаковка: прозрачный пакет
", Дизайн: цифровая печать обложки,200,"3,9","342,9",30-35,"3,8","333,8",30-35,10 300,7,17-19,
 ,Ланьярд,"Материал: полиэстер
Размер: 90х1,5 см
Упаковка: без индивидуальной упаковки
Примечание от фабрики: 2 карабина", Дизайн: сублимация с двух сторон,220,"1,4","122,4",30-35,"1,0","88,7",30-35,4 600,7,17-19,
 ,"Футболка
Стираный эффект","Материал: хлопок, 230 гр
Размер: можно выбрать 2 размера
Цвет: черный, кирпично-красный, хаки, черный кофе, розово-красный, светло-фиолетовый, деним серый
Упаковка: прозрачный пакет
"," Дизайн: вышивка в один цвет, размер до 10х20 см",220,"11,7","1008,7",30-35,"11,4","981,0",30-35,5 500,7,17-19,
 ,"Футболка
Стираный эффект","Материал: хлопок, 230 гр
Размер: можно выбрать 2-3 размера
Цвет: черный, кирпично-красный, хаки, черный кофе, розово-красный, светло-фиолетовый, деним серый
Упаковка: прозрачный пакет
"," Дизайн: вышивка в один цвет, размер до 10х20 см + печать на рукаве в один цвет, одно место нанесения",220,"12,2","1058,4",30-35,"12,0","1030,8",30-35,5 500,7,17-19,
