,"Менеджер: Андрианова Анастасия
Email: anastasiaandrianova@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Брелок,"Материал: кожзам + пружинка 
Размер: 6,9*4,6 см 
Упаковка: пакетик 
Примечание от фабрики: ", Дизайн: запечатка кожзама ,1000,"3,3","282,6",50-55,"3,5","293,2",40-45,12 000,10,20-22,
,,,,2000,"3,1","261,9",50-55,"3,2","272,5",40-45,,,,
,,,,3000,"3,0","256,6",60-65,"3,1","267,2",50-55,,,,
,,,,5000,"3,0","251,4",60-65,"3,1","262,0",50-55,,,,
 ,Антистерсс двойной ,"Материал: пластик 
Размер: 8*3 см
Упаковка:  инд. пакет 
Примечание от фабрики: изменение цвета ремешка от 10 000 шт
фабричные цвета: желтый, черный, белый, зеленый, голубой, розовый, оранжевый ", Дизайн: запечатка кружочков ,2000,"2,7","232,1",40-45,"2,9","245,7",30-35,6 000,7,17-19,
,,,,3000,"2,6","224,4",,"2,8","237,9",,,,,
,,,,5000,"2,6","219,2",50-55,"2,7","232,7",40-45,,,,
 ,Антистерсс тройной ,"Материал: пластик 
Размер: 10,5*5,5 см
Упаковка:  инд. пакет 
Примечание от фабрики: изменение цвета ремешка от 10 000 шт
фабричные цвета: желтый, черный, белый, зеленый, голубой, розовый, оранжевый ", Дизайн: запечатка кружочков ,2000,"3,2","268,9",40-45,"3,4","284,3",30-35,6 000,7,17-19,
,,,,3000,"3,1","261,2",,"3,3","276,6",,,,,
,,,,5000,"3,0","256,0",50-55,"3,2","271,4",40-45,,,,
