,"Менеджер: Литяк Светлана
Email: svetlana@megamind.ru
Телефон: +7 (918) 964-19-55
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Биван,"Материал: оксфорд 210D
Размер: 200 х 70 см (сдутый), 140 х 70 (надутый)
Упаковка: мешочек
Примечание от фабрики: небходимо подтверждение стоимости после проработки образца ", Дизайн: сток,2000,"11,9","1008,6",32-37,"14,7","1251,0",22-27,"сток: 4340
запечатка / выкрас: 7830","сток: 2-3
запечатка / выкрас: 7-10","сток: 12-15
запечатка / выкрас: 17-20",
,,, Дизайн: запечатка паттерном,,"15,6","1324,6",45-50,"18,4","1566,9",35-40,,,,
,,, Дизайн: выкрас в пантон,,"12,2","1035,0",,"15,0","1277,3",,,,,
,,, Дизайн: сток,3000,"11,5","979,5",32-37,"14,4","1221,9",22-27,,,,
,,, Дизайн: запечатка паттерном,,"15,2","1295,5",45-50,"18,1","1537,8",35-40,,,,
,,, Дизайн: выкрас в пантон,,"11,8","1005,8",,"14,7","1248,2",,,,,
,,"Материал: оксфорд 210D
Размер: 240 х 70 см (сдутый), 190 х 70 (надутый)
Упаковка: мешочек*
Примечание от фабрики: небходимо подтверждение стоимости после проработки образца

*брендирование мешочка: при запечатки бивана паттерном - без оплаты, в других случаях +25 руб. ", Дизайн: сток,2000,"13,4","1140,3",32-37,"16,3","1382,6",22-27,,,,
,,, Дизайн: запечатка паттерном,,"17,4","1482,6",45-50,"20,3","1724,9",35-40,,,,
,,, Дизайн: выкрас в пантон,,"13,7","1166,6",,"16,6","1409,0",,,,,
,,, Дизайн: сток,3000,"13,1","1111,2",32-37,"15,9","1353,5",22-27,,,,
,,, Дизайн: запечатка паттерном,,"17,1","1453,4",45-50,"20,0","1695,8",35-40,,,,
,,, Дизайн: выкрас в пантон,,"13,4","1137,5",,"16,2","1379,8",,,,,
