,"Менеджер: Киселева Екатерина
Email: katya.e@megamind.ru
Телефон: +7 (921) 970-63-24
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Проектор звездного неба 1,"Материал: ABS + PP
Размер: 70 х 72 х 242 мм
Упаковка: цветная коробка
Примечание от фабрики: версия с пультом и инструкцией на китайском и английском. Версию можно поменять (без пульта, инструкция на 16 языках или полностью на английском), цена будет скорректирована.
Характеристики:
- Доступные версии: Сенсорная / Пульт / Bluetooth    
- Аккумулятор: 2400 мАч  
- Время зарядки: 3–4 ч  ", Дизайн: лого на проекции по макету клиента ,2000,"13,7","1257,0",50-55,"15,1","1389,7",35-40,21 500,7,17-19,
,,,,,,,,,,,,,,
 ,Проектор звездного неба 2,"Материал: ABS
Размер: 12.5 х 12.5 х 14 см
Упаковка: цветная коробка
Характеристики:
- Питание: USB-кабель (5V) или 3 батарейки типа AA  
- Освещение: LED-лампы  
- Режимы работы:  
  - Статическая проекция звезд  
  - Вращающийся режим  
  - Разные цветовые комбинации  ", Дизайн: лого на проекции по макету клиента ,3000,"5,2","487,6",55-60,"6,3","592,7",40-45,25 350,11,21-23,
,,,,,,,,,,,,,,
 ,Проектор звездного неба 3,"Материал: ABS
Размер: 120 х 140 мм
Упаковка: цветная коробка
Характеристики:
- Питание: USB-кабель (5V) или 3 батарейки типа AA  
- Освещение: LED-лампы  
- Режимы работы:  
  - Кнопка A – переключение цветов (разные комбинации светодиодов)  
  - Кнопка B – вращение проекции  
  - Кнопка C – включение/выключение подсветки  ", Дизайн: лого на проекции по макету клиента ,3000,"6,6","614,8",55-60,8,755,40-45,22 400,11,21-23,
,,,,,,,,,,,,,,
 ,Проектор звездного неба 4,"Материал: ABS
Размер: 16,5 см х 14 см х 23,5 см 
Упаковка: сток коробка
Технические характеристики:
Интерфейс питания: TYPE-C
Напряжение: DC 5V
Ток: 2A
Источник света: LED (холодный белый)
Площадь проекции: 716 м² на 23 м
Управление: физические кнопки
Примечание от фабрики: необходимо производство образца, стоимость может быть уточнена", Дизайн: лого на проекции по макету клиента ,1200,"40,8","3673,3",55-60,"44,9","4043,5",45-50,22 200,15,25-27,
,,,,,,,,,,,,,,
 ,Проектор звездного неба 5,"Материал: ABS + PC
Размер: 14,5 х 12,7 х 12 см 
Упаковка: сток
Технические характеристики:
Напряжение: 5V
Мощность: 5W
Источник света: LED
Площадь проекции: зависит от расстояния
Способ питания: Type-C
Примечание от фабрики:  необходимо производство образца, стоимость может быть уточнена", Дизайн: лого на проекции по макету клиента ,1200,"34,0","3056,5",55-60,"36,5","3285,2",45-50,22 200,15,25-27,
