,"Менеджер: Хартова Диана Игоревна
Email: diana@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка под наш контракт,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,"Столовые приборы

C ножом","Материал: нержавеющая сталь 304
Комплектация: ложка скругленная + вилка + нож (нож под открытие формы)
Размер: 15 см
Цвет: серебро
Упаковка: подарочная коробка (будет расширена под 3 прибора), можно сделать по макету клиента
Примечание от фабрики: открытие формы под нож учтено в стоимости", Дизайн: кастом коробки,10 000,"3,9","353,2",65-70,"3,7","333,1",65-70,45 600,15,25-27,
,,,,28 000,"3,7","329,1",,"3,4","308,1",,,,,
 ,"Столовые приборы

C ножом","Материал: нержавеющая сталь 304
Комплектация: ложка скругленная + вилка + нож (нож под открытие формы)
Размер: 12 см
Цвет: серебро
Упаковка: подарочная коробка (будет расширена под 3 прибора), можно сделать по макету клиента
Примечание от фабрики: открытие формы под нож учтено в стоимости", Дизайн: кастом коробки,10 000,"3,8","345,3",65-70,"3,6","325,6",65-70,45 600,15,25-27,
,,,,28 000,"3,6","321,7",,"3,3","301,0",,,,,
 ,Салфетка,"Материал: твил 230 гр. (можем предложить другие варианты)
Размер: 17-18 см
Упаковка: опп-пакет
Примечание от фабрики:", Дизайн: вышивка логотипа+подбор цвета из раскладки,10 000,"1,2","110,5",60-65,"1,5","137,4",60-65,6 500,10,20-22,
,,,,28 000,"1,1","102,7",,"1,0","92,8",,,,,
 ,Столовые приборы,"Материал: нержавеющая сталь 304
Комплектация: ложка скругленная + вилка
Размер: 15 см
Цвет: серебро
Упаковка: подарочная коробка (будет расширена под 3 прибора), можно сделать по макету клиента
Примечание от фабрики: открытие формы под нож учтено в стоимости", Дизайн: кастом коробки,10 000,"3,4","306,6",65-70,ожидается ,ожидается ,65-70,6 400,15,25-27,
,,,,28 000,"3,2","288,4",,ожидается ,ожидается ,,,,,
 ,Столовые приборы,"Материал: нержавеющая сталь 304
Комплектация: ложка скругленная + вилка
Размер: 12 см
Цвет: серебро
Упаковка: подарочная коробка (будет расширена под 3 прибора), можно сделать по макету клиента
Примечание от фабрики: открытие формы под нож учтено в стоимости", Дизайн: кастом коробки,10 000,"3,3","298,7",65-70,ожидается ,ожидается ,65-70,6 400,15,25-27,
,,,,28 000,"3,1","281,0",,ожидается ,ожидается ,,,,,
 ,Брелок,"Материал: пвх
Размер: примерно 3-5 см
Упаковка: опп-пакет", Дизайн: нет,200 000,"0,2","12,4",35-40,,,,2 000,1,11-13,
,,,,,,,,,,,,,,
 ,Брелок,"Материал: пвх
Размер: примерно 3-5 см
Упаковка: опп-пакет", Дизайн: нет,200 000,"0,2","17,1",35-45,,,,2 000,1,11-13,
,,,,,,,,,,,,,,
 ,Брелок,"Материал: акрил
Размер: примерно 3 см
Упаковка: опп-пакет", Дизайн: полный кастом по макету клиента (печать с одной стороны) цвет близкий к пантону клиента,"200 000

Наценка 1,7","0,3","26,6",44-49,"0,4","30,5",34-39,3 500,5,15-17,
