,"Менеджер: 
Email: 
Телефон: ",,"Литяк Светлана
svetlana@megamind.ru
+7 (918) 964-19-55",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,,Доставка АВИА,,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Чехол для пропуска на шнурке,"Материал: алюминиевый сплав
Размер: 5.8х10.2 см
Шнурок: стоковый, синий цвет"," Дизайн: печать лого, шелкография",100,"2,51","211,1", 21 110,45-50,"2,62","220,14", 22 014,35-40,"3,730",7,17-19,
 ,Бейдж с лентой,"Материал: пластик, полиэстер
Размер: картхолдер 7 х 11 см, лента 90 х 2 см
Упаковка: OPP пакет

","Дизайн:
- запечатка картхолдера с обратной стороны по макету, уф-печать
- запечатка ленты по макету 
- белый ретрактор

",100,"2,23","187,28", 18 728,50-55,"2,40","201,41", 20 141,40-45,"5,500",7,17-19,
 ,Бейдж с ланьярдом,"Материал: кожзам, полиэстер, пластик
Размер: карта 108 х 72 мм, лента 100 х 2 см
Упаковка: OPP пакет"," Дизайн: 
- черная кожа из раскладки фабрики, лента черного цвета 
- полная запечатка обратной стороны карты по макету (уф-печать 2 цвета)
- запечатка ленты с одной сторонв (внешней), сублимационная печать 2 цвета 
- фиолетовая вставка из кожзама на ректрактор

",100,"3,65","306,63", 30 663,45-50,"3,76","316,05", 31 605,35-40,"8,500",7,17-19,
 ,Мультитул,"Материал: нержавеющая сталь.
Размеры: 11.5 х 4 х 1 см. ", Дизайн: лого лазерная гравировка,100,"5,2","445,2", 44 520,35-40,"5,7","496,4", 49 640,25-30,"3,200",3,13-15,
 ,Подставка под ноутбук,"Материал: пластик
Размеры: 27*220 мм
Упаковка: сток пакетик
", Дизайн: сток,100,"2,2","184,1", 18 410,40-45,"2,3","196,6", 19 660,30-35,2 700,10,20-22,
 ,Набор для чистки гаджетов,"Материал: абс пластик
Цвет: синий, розовый, белый, черный, зеленый
Размеры: 9 х 3 х 5 см
Без жидкости", Дизайн: лого 1 цвет,100,"4,6","392,3", 39 230,45-50,"5,1","443,1", 44 310,35-40,"12,850",7,17-19,
 ,Ланьярд для телефона с зарядкой,"Материал: полиэстер, TPU
Размеры: длина - 90 см, толщина 8 мм
Упаковка: OPP пакет


", Дизайн: можно выбрать цвет из раскладки (без логотипа),100,"3,10","260,33", 26 033,50-55,"3,25","273,37", 27 337,40-45,"9,000",7,17-19,
