,"Менеджер: 
Email: 
Телефон: ",,"Прокопова Елена
elena.p@megamind.ru
",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,,Доставка АВИА,,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 , ежедневник датированный ,"Материал: обложка мягкий софтач кожзам, белые листы листы 70гр 
Размер:  а5, 80 листов
Упаковка: пакет 
Примечание от фабрики:  на тираж 125шт  полностью датированный ежедневник не сделать, только первые 2-3 страницы "," Дизайн:  на обложке можно сделать шелкография 1 цвет, тиснение,  тиснение фольгой ",125,"5,86","491,88", 61 485,40-45,"6,83","573,56", 71 695,30-35,"4,000",7,15-17,
,,,,125,"6,15","516,45", 64 556,40-45,7:12,"598,14", 74 768,30-35,"4,000",7,15-17,
,,,,125,"5,86","491,88", 61 485,40-45,"6,83","573,56", 71 695,30-35,"4,000",7,15-17,
,,,,125,"5,86","491,88", 61 485,40-45,"6,83","573,56", 71 695,30-35,"4,000",7,15-17,
,,,,125,"6,15","516,45", 64 556,40-45,"7,12","598,14", 74 768,30-35,"4,000",7,15-17,
,,,,125,"7,03","590,17", 73 771,40-45,8.0,"671,86", 83 983,30-35,"4,000",7,15-17,
,,,,125,"5,86","491,88", 61 485,40-45,"6,83","573,56", 71 695,30-35,"4,000",7,15-17,
,,,,,,,  ,,,,,,,,,
 , ежедневник недатированный ,"Материал: обложка мягкий софтач кожзам, белые листы листы 70гр 
Размер:  а5, 80 листов
Упаковка: пакет 
Примечание от фабрики:  "," Дизайн:  на обложке можно сделать шелкография 1 цвет, тиснение,  тиснение фольгой ",125,"5,27","442,73", 55 341,40-45,"6,24","524,42", 65 553,30-35,"4,000",7,15-17,
,,,,125,"5,56","467,31", 58 414,40-45,"6,54","548,99", 68 624,30-35,"4,000",7,15-17,
,,,,125,"5,27","442,73", 55 341,40-45,"6,24","524,42", 65 553,30-35,"4,000",7,15-17,
,,,,125,"5,27","442,73", 55 341,40-45,"6,24","524,42", 65 553,30-35,"4,000",7,15-17,
,,,,125,"5,56","467,31", 58 414,40-45,"6,54","548,99", 68 624,30-35,"4,000",7,15-17,
,,,,125,"6,44","541,03", 67 629,40-45,"7,41","622,71", 77 839,30-35,"4,000",7,15-17,
,,,,125,"5,68","491,88", 61 485,40-45,"6,83","573,56", 71 695,30-35,"4,000",7,15-17,
