,"Менеджер: Богдан Фёдор
Email: fedorb@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Свеча,"Материал: Стекло
Размер: 80ml
Упаковка: Кастомная цветная коробка по макету клиента
Примечание от фабрики: Цена является ориентировочной и может измениться в зависимости от макета, в стоимость входит заливка свечи"," Дизайн: Выкрас свечи в соответсвии с цветовой палитрой Pantone (полупрозраный или сплошной цвет), кастомная наклейка по макету клиента, кастомная цветная коробка по макету клиента, выбор аромата свечи",1000,"11,4","971,8",60-65,,,,19 000,9,19-21,
,,,,,,,,,,,,,,
 ,Набор из трех свечей,"Материал: Стекло
Размер: 80ml
Упаковка: Кастомная цветная коробка по макету клиента
Примечание от фабрики: Цена является ориентировочной и может измениться в зависимости от макета, в стоимость входит заливка свечи"," Дизайн: Выбор цвета свечей из палитры фабрики, кастомная наклейка по макету клиента, кастомная цветная коробка по макету клиента, выбор аромата свечи",100,"15,9","1297,5",60-65,,,,26 000,9,19-21,
,,,,,,,,,,,,,,
 ,Свеча,"Материал: Стекло
Размер: 120ml
Упаковка: Кастомная цветная коробка по макету клиента
Примечание от фабрики: Цена является ориентировочной и может измениться в зависимости от макета, в стоимость входит заливка свечи"," Дизайн: Выкрас свечи в соответсвии с цветовой палитрой Pantone (полупрозраный или сплошной цвет), кастомная наклейка по макету клиента, кастомная цветная коробка по макету клиента, выбор аромата свечи",1000,"11,4","1371,7",60-65,,,,34 000,14,24-26,
,,,,,,,,,,,,,,
 ,Набор из трех свечей,"Материал: Стекло
Размер: 120ml
Упаковка: Кастомная цветная коробка по макету клиента
Примечание от фабрики: Цена является ориентировочной и может измениться в зависимости от макета, в стоимость входит заливка свечи"," Дизайн: Выбор цвета свечей из палитры фабрики, кастомная наклейка по макету клиента, кастомная цветная коробка по макету клиента, выбор аромата свечи",100,"15,9","1661,1",60-65,,,,41 000,14,24-26,
