,"Менеджер: Соколова Милана
Email: milanas@megamind.ru
Телефон: +8 (925) 621-75-43
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 , Ложка золотая  12см,"Материал:  нержавеющпя сталь 
Размер:  12,2*2,6
Упаковка: индивидуальный пакет 
Примечание от фабрики: ", Дизайн:  без брендирования ,300,"0,7","68,9",35-40 дней ,"0,75","75,13",25-30 дней ,"1481,67 стоковый",12-15 дней ,
,,,,600,"0,62","61,79",,"0,67","66,79",,,,
, Ложка золотая 15см,"Материал:  нержавеющпя сталь 
Размер:  15,5*3,5
Упаковка: индивидуальный пакет 
Примечание от фабрики: ", Дизайн:  без брендирования ,300,"0,9","84,8",35-40 дней ,"0,95","94,84",25-30 дней ,,,
,,,,600,"0,77","77,42",,"0,87","86,79",,,,
, Ложка золотая 15см,"Материал:  нержавеющая сталь, коробочка -пластик  
Размер:  15,5*3,5
Упаковка: пластиковая коробока 
Примечание от фабрики: ", Дизайн:  без брендирования ,300,"2,8","290,0",35-40 дней ,"3,11","323,72",25-30 дней ,"6642,84 лого лазер ",15-17 дней (5 дней фото ),
,,,,600,"2,51","260,98",,"2,85","295,99",,,,
, Ложка золотая 15см,"Материал:  нержавеющая сталь, коробочка -пластик  
Размер:  15,5*3,5
Упаковка: пластиковая коробока 
Примечание от фабрики: ", Дизайн:  лого лазер на ложке ,300,"2,9","296,0",35-40 дней ,"3,17","329,72",25-30 дней ,,,
,,,,600,"2,57","266,99",,"2,9","301,99",,,,
