,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Детский принтер,"Материал: пластик
Размер: 11*8*3,5см
Упаковка: заводская коробка
Примечание от фабрики: необходимо оформление ДС+СС, ориентировочная стоимость 100тыс.руб.", Дизайн: шелкография лого 1 цвет,2272,"9,4","842,0",40-45,,,,10 600,6,16-18,
,Микрофон,"Материал: пластик
Размер: 192*79*79mm 
Упаковка: заводская коробка
Примечание от фабрики: ", Дизайн: гравировка лого,2272,"9,7","882,0",40-45,,,,10 900,8,18-20,
,Наушники,"Материал: пластик
Размер: 22*20см
Упаковка: кастомная коробка
Примечание от фабрики: нет сертификата у фабрики
необходимо оформление ДС, ориентировочная стоимость 15тыс.руб."," Дизайн: шелкография лого 1 цвет, кастом коробки",2272,"6,8","634,0",55-60,,,,8 200,9,19-21,
,Наушники,"Материал: пластик
Размер: 22*20 см
Упаковка: кастомная коробка
Примечание от фабрики: есть сертификат
необходимо оформление ДС, ориентировочная стоимость 15тыс.руб"," Дизайн: шелкография лого 1 цвет, кастом коробки",2272,"9,04","795,15",40-45,,,,8 200,9,19-21,
,Микроскоп,"Материал: пластик
Размер: 12*8*22см
Упаковка: кастомная коробка
Примечание от фабрики: "," Дизайн: тампопечать лого 1 цвет, кастом коробки",2272,"8,8","812,0",55-60,,,,24 200,9,19-21,
,Караоке колонка,"Материал: АБС пластик
Размер: 95**95*90 мм
Упаковка: стандратная заводская упаковка, возможность кастома коробки (+30р)
Примечание от фабрики: "," Дизайн: Наненсение логотипа с одной стороны, возможность нанесения логотипа с двух сторон колонки (+106р) методом шелкографии",2272,"17,1","1 600,09 ₽",55-60,,,,12 500,7,17-19,
,Фотоаппарат,"Материал: ABS пластик
Размер: 8.3*6.1*4.8cm
Упаковка: Картонная коробка
Примечание от фабрики: необходимо оформление ДС+СС, ориентировочная стоимость 100тыс.руб.", Дизайн: Шелкография или гравировка лого 1 цвет,2272,"15,62","1 410,00 ₽",55-60,,,,5 400,9,19-21,
,Ночник,"Материал: ABS пластик
Размер: 12*9,5*15 см
Упаковка: картонная коробка 12*10*15см
Примечание от фабрики: работает от провода или от 3 батареек, батарейки в комплект НЕ входят", Дизайн: Шелкография или гравировка лого 1 цвет,2272,"7,62","699,25 ₽",45-50,,,,23 750,8,18-20,
,Игрушки для ванной,"Материал: пластик, полиэстер
Размер упаковки: 29,5*16,5*8,5см
Упаковка: коробка
Примечание от фабрики: в комплекте удочка, сачок, две рыбки", Дизайн: без брендирования,928,"10,9","1001,0",55-60,,,,6 700,2,12-14,
,,, Дизайн: кастом упаковки,2000,"9,9","911,0",60-65,,,,9 300,5,15-17,
,Бизиборд,"Материал: пластик
Размер: 9х9х9 см
Упаковка: цветная коробка

Оформление сертификатов не включено в стоимость"," Дизайн: тампопечать лого 1 цвет, кастом коробки",928,"5,8","525,1",50-55,,,,15 700,7,17-19,
,Говорящая игрушка,"Материал: пластик
Размер: 9х9,5 см
Упаковка: фабричная коробка
Примечание от фабрики: в наборе 112 карточек, игрушка воспроизводит слова на английском языке
Работает от аккумулятора 100 мач

Оформление сертификатов не включено в стоимость", Дизайн: шелкография в один цвет,928,"5,2","476,5",50-55,,,,10 900,5,15-17,
,Свето-музыкальная игрушка,"Материал: пластик
Размер: 15х11х18 см
Упаковка: фабричная коробка
Примечание от фабрики: настройка логотипа и коробки от 1000 шт

Оформление сертификатов не включено в стоимость", Дизайн: без кастома,928,"6,3","578,4",50-55,,,,3 500,1,11-13,
,,," Дизайн: шелкография в один цвет, настройка коробки",1000,"7,0","646,4",50-55,,,,18 300,7,,
,Кубики,"Материал: дерево
Размер: 20,5х14,5х4 см
Упаковка: цветная коробка

Оформление сертификатов не включено в стоимость"," Дизайн: шелкография, настройка коробки",928,"10,1","931,2",50-55,,,,12 700,5,15-17,
,Книжка с мягкими наклейками,"Материал: полиэстер
Размер: 21х21 см
Примечание от фабрики: настройка от 1200 шт

Оформление сертификатов не включено в стоимость", Дизайн: без кастома,928,"4,4","389,0",50-55,,,,2 800,1,11-13,
,Книжка шуршалка,"Материал: полиэстер
Размер: 12,5х13 см
Примечание от фабрики: настройка от 2 тыс.шт

Оформление сертификатов не включено в стоимость", Дизайн: без кастома,928,"4,2","377,6",50-55,,,,2 600,1,11-13,
,Детский коврик,"Материал: EPE
Размер: 0,9х1,8 м

Оформление сертификатов не включено в стоимость", Дизайн: без кастома,928,"2,9","264,5",50-55,,,,2 900,1,11-13,
,Пазл,"Материал: дерево
Размер: 11х11 см
Упаковка: термоусадочная пленка
Примечание от фабрики: случайная картинка

Оформление сертификатов не включено в стоимость", Дизайн: лазернаягравировка ,928,"0,4","40,3",50-55,,,,6 100,5,15-17,
,"сортер Монтессори, термоусадка, гравировка","Материал: дерево
Размер: 26,5х6х4,5 см
Упаковка: термоусадочная пленка

Оформление сертификатов не включено в стоимость", Дизайн: лазернаягравировка ,928,"3,9","357,5",50-55,,,,15 700,7,17-19,
,Планшет для рисования,"Материал: пластик
Размер: 23х15
Цвет: черный, белый, синий, зеленый, красный
Упаковка: фабричная коробка
Примечание от фабрики: батарейка в комплекте

Оформление сертификатов не включено в стоимость", Дизайн: шелкография в один цвет,928,"3,7","342,8",50-55,,,,15 700,7,17-19,
,Проектор ,"Материал: пластик
Размер: 22х20х10 см
Цвет: желтый, голубой, черный + белый
Упаковка: фабричная коробка
Примечание от фабрики: 
разрешение: 480х272
расстояние проекции: 1,5 м

Оформление сертификатов не включено в стоимость", Дизайн: шелкография в один цвет,2272,"18,9","1686,9",55-60,,,,16 400,10,20-22,
