,"Менеджер: Волкова Екатерина
Email: ekaterinav@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,"Удобные сумки на ремне/через плечо, в аутдорном стиле, с большим количеством карманов 
","Материал: нейлон
Цвета: черный, фиолетовый. оранжевый, зеленый
Размер: 11*2*18 см
Упаковка: индивидуальный пакет
Примечание от фабрики: минимальный тираж для нанесения логотипа 1000 шт ", Дизайн: нанесение логотипа шелкография,1000,"4,1","345,5",40-45,"4,3","361,3",30-35,7 900,7,17-19,
 ,"Удобные сумки на ремне/через плечо, в аутдорном стиле, с большим количеством карманов 
","Сумка с RFID защитой

Материал: нейлон
Размер: 14*5,*20,5 см
Упаковка: индивидуальный пакет
Примечание от фабрики: минимальный тираж для нанесения 500 шт.", Дизайн: нанесение логотипа шелкография,500,"6,7","567,6",55-60,"6,9","586,7",45-50,12 000,7,17-19,
,,,,1000,"6,2","528,6",,"6,4","547,7",,,,,
 ,"Панама на веревке
","Материал: полиэстер
Размер: 62 см - охват головы, 12 см - длина краев
Упаковка: OPP пакет
Примечание от фабрики: 
*мин тираж для нанесения лого - 300 шт 
*точные цены после макета"," Дизайн: 
100 шт - из наличия 
300+ шт - цвет из наличия + нанесение лого (тампопечать 1 цвет)

Цвета : черный, серый, синий, зеленый, коричневый, бежевый - стандартные цвета, необходимо уточнять по наличию перед заказом",100,"10,5","890,7",35-40,"11,0","937,3",25-30,9 000,7,17-19,
,,,,300,"8,1","684,5",40-45,"8,6","731,1",30-35,,,,
,,,,500,"7,6","648,2",40-45,"8,2","694,9",30-35,,,,
,,,,1000,"7,3","618,5",45-50,"7,8","665,1",35-40,,,,
 ,"Удобные многоразовые стаканы/бутылки, складные или в виде  кружки с трубочкой
","Материал: PP 
Размер: 500 мл, 7*21 см (в сложенном виде - 11 см)
Упаковка: OPP пакет
Примечание от фабрики: 
*мин тираж для нанесения лого - 200 шт
*мин тираж для выкраса в пантон - 1000 шт 
*точные цены после макета"," Дизайн: 
100 шт - из наличия 
200+ шт - цвет из наличия + нанесение лого (гравировка на крышке или шелкография 1 цвет на бутылке)

Цвета : серый, фиолетовый, голубой - стандартные цвета, необходимо уточнять по наличию перед заказом",100,"5,2","443,8",35-40,"5,8","494,7",25-30,9 000,7,17-19,
,,,,200,"4,7","398,0",45-50,"5,3","448,9",35-40,,,,
,,,,500,"4,3","368,0",45-50,"4,9","418,9",35-40,,,,
,,,,1000,"4,2","353,9",50-55,"4,8","404,8",40-45,,,,
 ,"Удобные многоразовые стаканы/бутылки, складные или в виде  кружки с трубочкой
","Материал: нержавеющая сталь
Размер: 900 мл, 9*24,5*6,8 см
Упаковка: OPP пакет
Примечание от фабрики: мин тираж для нанесения лого - 100 шт
*точная цена после макета "," Дизайн: 
цвет из наличия (каталог с цветами в доп фото), уф-печать лого 1 цвет",100,"13,2","1124,5",40-45,"15,7","1334,8",30-35,12 000,7,17-19,
,,,,500,"12,8","1086,1",45-50,"15,3","1296,3",35-40,,,,
,,,,1000,"12,6","1071,9",45-50,"15,1","1282,2",35-40,,,,
 ,"""Спортивные солнцезащитные очки
""","Материал оправы: PC (поликарбонат)
Материал линз: AC
Размеры:
Высота линзы: 58 мм
Расстояние между линзами: 15 мм
Длина дужек: 130 мм
Ширина линзы: 62 мм
Общая ширина очков: 143 мм
Вес: примерно 30,0 г
Функции: защита от ультрафиолетовых лучей
Упаковка: индивидуальный пакет
Примечание от фабрики: минимальный тираж для нанесения логотипа 500 шт", Дизайн: гравировка логотипа на дужке,500,"3,6","304,2",40-45,"3,7","315,0",30-35,7 900,5,15-17,
,,,,1000,"2,4","205,5",,"2,5","216,3",,,,,
 ,"Тканевый держатель  для бутылки/стакана на шею
","Материал: сетка
Размер: 20*9*9 см
Упаковка: индивидуальный пакет
Примечание от фабрики: минимальный тираж для нанесения логотипа 1000 шт ", Дизайн: нанесение логотипа термотрансфер,100,"2,2","182,5",35-40,"2,4","201,0",25-30,7 900,5,15-17,
 ,"Тканевый держатель  для бутылки/стакана на шею
","Материал: нейлон
Размер: 29,5*12*10,5 см
Упаковка: индивидуальный пакет
Примечание от фабрики: минимальный тираж для кастома 500 шт.", Дизайн: нанесение логотипа шелкография,500,"6,8","576,9",55-60,"7,5","638,7",45-50,12 000,7,17-19,
,,,,1000,"6,8","575,2",,"7,5","637,0",,,,,
 ,Карабины,"Материал: алюминий, нержавеющая сталь
Размер: 8*5 см
Упаковка: индивидуальный пакет
", Дизайн: гравировка логотипа,500,"1,6","134,7",30-35,"1,7","148,0",20-25,2 800,3,13-15,
,,,,1000,"1,5","130,5",,"1,7","143,8",,,,,
 ,"Держатели  для кепок/ветровок на сумку
","Материал: кожзам
Размер: 185*41 мм
Упаковка: индивидуальный пакетик
Примечание от фабрики: минимальный тираж для нанесения 500 шт ", Дизайн: нанесение логотипа шелкография,500,"1,4","115,5",40-45,"1,4","120,3",30-35,6 900,6,16-18,
,,,,1000,"0,8","67,8",,"0,9","72,6",,,,,
 ,"Держатель  для солнцезащитных очков на шею
","Материал: кожзам
Размер: 7*4,5 см
Упаковка: OPP пакет
Примечание от фабрики: 
*минимальный тираж для нанесения лого - 1000 шт
*точная цена после макета "," Дизайн: 
100/500 шт - из наличия 
1000 шт - цвет из наличия + нанесение лого (шелкография 1 цвет)

Цвета : в доп фото",100,"2,3","196,2",35-40,"2,4","206,3",25-30,6 500,5,15-17,
,,,,500,"2,2","182,6",40-45,"2,3","192,7",30-35,,,,
,,,,1000,"2,0","171,0",40-45,"2,1","181,0",30-35,,,,
 ,"Магнитный картхолдер  на чехол для телефона
","Материал: кожзам
Размер: 6,5*10*1 см
Упаковка: OPP пакет
Примечание от фабрики: 
*минимальный тираж для нанесения лого - 500 шт
*точная цена после макета "," Дизайн: 
100 шт - из наличия 
500+ шт - цвет из наличия + нанесение лого (шелкография 1 цвет)

Цвета : в доп фото",100,"9,2","784,3",40-45,"9,6","812,9",30-35,8 000,10,20-22,
,,,,500,"8,2","696,1",45-50,"8,5","724,7",35-40,,,,
,,,,1000,"8,2","694,4",45-50,"8,5","723,0",35-40,,,,
