,"Менеджер: Садова Алина Дмитриевна
Email: alinas@megamind.ru
Телефон: +7 (920) 663-50-75
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
,3-д игра-наклейки ,"Материал: PET
Примерный размер готового изделия: 23 см*25 см (большой размер)
Упаковка:  OPP-пакетик
Примечания от фабрики: в комплект входит: карточка-основа+стикер с визуалом помещения+2 комплекта маленьких стикеров. Закупка стока от 2 шт, кастомизация от 10.000 шт

", Дизайн: сток,3330,"1,1","95,7",47-52 ,,,,"4 000,00",5,15-17,
,,,,20000,"0,9","84,1",,,,,,,,
,фетровый набор на липучках,"Материал: фетр
Размер: 7,3 см*10,3 см
Упаковка: OPP-пакетик
Примечание от фабрики: др дизайны в доп фото", Дизайн: нанесение лого авиакомпании шелгографией ,3330,"4,7","449,3",40-45,,,,"11 000,00",7,17-19,
,,,,20000,"4,7","444,7",65-70,,,,,,,
,поезда на магнитах,"Материал: дерево, магниты
Примерный размер готового изделия: 13*20*5.5 см
Упаковка: индивидуальная коробка
Комментарий от фабрики: поезда на магнитах с цифрами, животные в начале поезда могут быть разные", Дизайн: сток,3330,"8,7","808,5",52-62 ,,,,"4 700,00",7,17-19,
,,,,20000,"8,6","795,2",65-70,,,,,,,
,Многоразовая водяная раскраска,"Материал: бумага
Размер: 190*150 мм
Упаковка:  заводская упаковка
Рисунок высыхает и снова становится черно-белым.

В комплект входит раскраска и водяной фломастер.

", Дизайн: печать по макету клиента,3330,"4,8","434,4",55-60,,,,"4 500,00",12,22-24,
,,,,20000,"4,5","408,5",,,,,,,,
,Многоразовая водяная раскраска,"Материал: бумага
Размер: 26*18 см
Упаковка:  заводская упаковка
Рисунок высыхает и снова становится черно-белым.

В комплект входит раскраска и водяной фломастер.

", Дизайн: печать по макету клиента,3330,"5,0","459,1",55-60 ,,,,"3 500,00",12,22-24,
,,,,20000,"4,9","444,8",,,,,,,,
,Игра Дубль,"Описание: карточная игра, карта круглая диам. 80 мм, 43 шт.
Картон 2 сторонний 300 гр, рубашка одинаковая, лица разные.
Печать 4+4 + матовый ВД лак
Упаковка: Коробка картонная под карты, печать 4+0, матовая ламинация 1+0, картон 1 сторонний 270 гр. вырубка, склейка на 1 точку.
Комплектовка карт в коробочку, упаковка в термоусадку, далее в гофрокороба

Оформление ДС и СС не включено в стоимость", Дизайн: цифровая печать,3330,"2,9","260,5",55-60,,,,"12 800,00",10,20-22,
,,,,20000,"2,3","210,0",60-65,,,,,,,
,Деревянный пазл,"Материал: дерево
Размер: 11х11 см
Упаковка: термоусадочная пленка
Примечание от фабрики: рандомная картинка, без возможности выбрать

Оформление ДС и СС не включено в стоимость", Дизайн: без кастома,3330,"0,4","39,0",45-50,,,,"2 200,00",1,11-13,
,,,,20000,"0,4","36,2",55-60,,,,,,,
,Головоломка,"Материал: пластик
Размер: 8х8х2,5 см
Упаковка: фабричная коробка

Оформление ДС и СС не включено в стоимость", Дизайн: без кастома,3330,"2,3","206,4",45-50,,,,"2 600,00",1,11-13,
,,,,20000,"2,1","193,1",55-60,,,,,,,
,Крестики-нолики,"Материал: пластик
Размер: 15х15 см
Упаковка: фабричная коробка

Оформление ДС и СС не включено в стоимость", Дизайн: без кастома,3330,"4,1","371,0",45-50,,,,"2 500,00",1,11-13,
,,,,20000,"3,9","347,4",55-60,,,,,,,
,Планшет для рисования,"Материал: пластик
Размер: 16,5х12,2 см
Упаковка: фабричная коробка

Оформление ДС и СС не включено в стоимость", Дизайн: без кастома,3330,"3,3","305,2",45-50,,,,"900,00",1,11-13,
,,,,20000,"3,1","285,8",55-60,,,,,,,
,Сенсорная доска,"Материал: силикон
Размер: 14,7х14,7 см
Упаковка: прозрачный пакет

Оформление ДС и СС не включено в стоимость", Дизайн: без кастома,3330,"4,0","360,2",45-50,,,,"2 600,00",1,11-13,
,,,,20000,"3,7","337,3",55-60,,,,,,,
,Круглый пазл,"Материал: пластик
Размер: 12,6х12,6 см
Упаковка: фабричная коробка

Оформление ДС и СС не включено в стоимость", Дизайн: без кастома,3330,"4,0","360,2",45-50,,,,"2 600,00",1,11-13,
,,,,20000,"3,7","337,3",55-60,,,,,,,
