,"Менеджер: Коник Полина Вадимовна
Email: polinakonik@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Набор стикеров,"Материал: смола
Размер: А6
Упаковка: индивидуальный пакет
Примечание от фабрики: на листе 5-8 стикеров",Дизайн: запечатка подложки + индивидуальный дизайн стикеров,100,"2,6","260,2",32-37 дней,"2,7","268,4",22-27 дней,"3 620,00",15-20 дней,
,,,,300,"1,8","177,5",,"1,9","185,6",,,,
,,,,500,"1,6","160,9",,"1,7","169,1",,,,
,,,,1000,"1,5","145,9",,"1,6","154,1",,,,
 ,Поп-сокет,"Материал: акрил
Размер: 3 см
Упаковка: сток пакет OPP",Дизайн: индивидуальная печать,100,"1,1","110,2",37-42 дней,"1,3","124,8",27-32 дней,"4 500,00",16-20 дней,
,,,,200,"1,0","101,7",,"1,2","116,3",,,,
,,,,300,"1,0","98,8",,"1,2","113,5",,,,
,,,,500,"0,9","85,1",,"1,0","99,8",,,,
 ,Поп-сокет,"Материал: акрил, пфх покрытие
Размер: 3 см 
Упаковка: сток пакет OPP","Дизайн: индивидуальная UV-печать, гладкое покрытие ПФХ",100,"1,0","99,4",37-42 дней,"1,1","111,6",27-32 дней,"4 900,00",15-17 дней,
,,,,200,"0,9","90,9",,"1,0","103,1",,,,
,,,,300,"0,9","88,1",,"1,0","100,3",,,,
,,,,500,"0,8","81,5",,"1,0","93,7",,,,
 ,Поп-сокет,"Материал: пластик 
Размер: 
40 х 27 мм (в открытом виде)
40 х 11 мм (в закрытом виде)
Упаковка:  сток пакет OPP
Примечание от фабрики: поверхность поп сокета плоская",Дизайн: фактурная поверхность с нанесением логотипа,500,"1,2","118,4",40-45 дней,"1,2","122,7",30-35 дней,"4 900,00",17-22 дней,
,,,,1000,"1,2","116,6",,"1,2","120,9",,,,
