,"Менеджер: Эмина Арина Ильинична
Email: arinae@megamind.ru
Телефон: +7 (918) 370-96-97
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Держатель для наушников,"Материал: силикон
Размер: длина - 70 см
Упаковка: OPP пакет
Примечание от фабрики:
*минимальный тираж для нанесения лого - 300 шт 
*в держателях установлены магниты, которые скрепляют концы"," Дизайн: нанесение лого, шелкография 1 цвет (лого должет быть очень маленьким, так как маленькая площадь нанесения); цвет из наличия (нужно уточнять по наличию перед заказом)",300,"0,9","79,2",35-40,"1,1","90,7",25-30,4 500,5,15-17,
,,,,500,"0,9","73,2",35-40,"1,0","84,7",25-30,,,,
,,,,1000,"0,8","69,4",40-45,"1,0","80,5",30-35,,,,
 ,Держатель для наушников 2,"Материал: силикон, сплав металла 
Размер: длина - 80 см, толщина цепочки - 3 мм
Упаковка: OPP пакет
Примечание от фабрики:
*минимальный тираж для нанесения лого - 100 шт 
*есть три варианта по дизайну в зависимости от подвески (смайлик, планета и треугольник - см в доп фото)"," Дизайн: нанесение лого, лазерная гравировка (лого должет быть очень маленьким, так как маленькая площадь нанесения)",100,"4,5","379,2",35-40,"4,6","391,9",25-30,4 500,7,17-19,
,,,,300,"4,1","349,1",35-40,"4,3","361,6",25-30,,,,
,,,,500,"3,9","330,7",40-45,"4,0","343,0",30-35,,,,
,,,,1000,"3,3","283,9",40-45,"3,5","295,9",30-35,,,,
 ,Держатель для наушников 3,"Материал: силикон, полиэстер
Размер: длина - 80 см
Упаковка: OPP пакет
Примечание от фабрики:
*есть два варианта по цвету - красный и черный", Дизайн: только из наличия (фабрика не делает персональный дизайн для этого варианта держателя),100,"4,6","393,2",30-35,"4,8","409,1",20-25,3 000,3,13-15,
,,,,300,"4,0","343,4",30-35,"4,2","359,0",20-25,,,,
,,,,500,"4,0","337,1",35-40,"4,2","352,5",25-30,,,,
,,,,1000,"3,6","301,9",35-40,"3,7","316,8",25-30,,,,
 ,Кейс для наушников,"Материал: полиэстер
Размер: есть размеры для этих моделей наушинков:
- Аirpods 1/2/3/4
- Airpods pro
Упаковка: OPP пакет
Примечание от фабрики:
*есть три варианта по цвету
*мин тираж для нанесения лого - 1000 шт
*цена за образец дана на образец из наличия", Дизайн: из наличия,100,"3,7","316,0",30-35,"3,9","331,9",20-25,3 000,3,13-15,
,,,,300,"3,5","299,3",30-35,"3,7","314,9",20-25,,,,
,,,,500,"3,5","293,5",35-40,"3,6","308,9",25-30,,,,
,,,,1000,"2,9","243,2",35-40,"3,0","258,2",25-30,,,,
,,," Дизайн: нанесение лого на тканевой этикетке

",1000,"3,6","306,4",40-45,"3,8","321,4",30-35,,,,
 ,Кейс для наушников 2,"Материал: полиэстер
Размер: есть размеры для этих моделей наушинков:
- Аirpods 1/2/3/4
- Airpods pro/pro2
Упаковка: OPP пакет
Примечание от фабрики:
*эта фабрика лого не наносит", Дизайн: из наличия,100,"5,7","485,1",30-35,"5,9","501,0",20-25,3 000,3,13-15,
,,,,300,"5,5","465,4",30-35,"5,7","481,0",20-25,,,,
,,,,500,"5,1","433,5",35-40,"5,3","448,9",25-30,,,,
,,,,1000,"4,9","418,7",35-40,"5,1","433,7",25-30,,,,
