,"Менеджер: Казакова Екатерина
Email: kate.k@megamind.ru
Телефон: 
",,,Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК,,"Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку с Китая до Москвы, таможню",,,
Фото,Наименование,Описание,"Тираж, шт",Цена за шт. ($.):,Цена за шт. (руб.):,Срок тиража,Образец ,Срок образца,Доп. фото
,Брелок-кнопка,"Материал: пластик
Размер: 2*3*9см
Подсветка: да
Цвет: в пантон
Логотип: в один цвет","1000

3000

5000

10000

20000","2,34

1,77

1,50

1,28

1,14","215,90

164,07

139,36

119,29

105,95",45-50 кд,"7 264,61",22-24 кд,
,Брелок-кнопка,"Материал: пластик
Размер: 2*3*9см
Есть возможность сделать фигурку простую в исполнении, точная цена после предоставления макета

Изготовление фигурки от 10 000 штук.","10000

20000","2,53

2,25","233,62

207,59",100-105 кд,нет возможности изготовления образца,,
,Брелок-кнопка,"Материал: пластик
Размер: 2*3*9см
Подсветка: да
Цвет: в пантон
Печать на кнопке до пяти цветов

Стоимость обычной коробки с крышкой и ложементом (первое фото справа): 241 руб

Примерная стоимость коробки с выдвижной крышкой и ложементом (второе фото справа): 169 руб

Образец обычной коробки с крышкой: 16 406 руб

Образец коробки с выдвижной крышкой: 21 835 руб",1000,"2,34","215,9",55-60 кд,"7 264,61",22-24 кд,
,Брелок-кнопка на подложке,"Материал: пластик, бумага
Размер кнопки: 2*3*9см
Размер подложки: 12*5 см
Кастомизация: лого 1 цвет на кнопке+черная подложка с логотипом в 1 цвет с одной стороны (как на макете)
Упаковка: опп пакет","1000

3000

5000","2,88

2,03

1,66","259,47

182,70

149,93",55-60 кд,19000,"12-14 кд фото и видео

12-14 кд доставка в Мск",
,Брелок-кнопка,"Материал: пластик
Размер: 2*3*9см
Подсветка: да
Цвет: фон 2 цвета+лого/картинка 1 цвет
Печать на кнопке три цвета
Упаковка: заводская упаковка
Доп упаковка не включена в стоимость

В каждом тираже по три дизайна",1500,"2,75","272,9",55-60 кд,8000,"12-14 кд фото и видео

12-14 кд доставка в Мск",
,,,3000,"2,2","223,3",,,,
,,,6000,"1,8","183,8",,,,
,"Брелок-кнопка

Сербия","Материал: пластик
Размер: 2*3*9см
Подсветка: да
Цвет: фон 2 цвета+лого/картинка 1 цвет
Печать на кнопке три цвета
Упаковка: заводская упаковка
Доп упаковка не включена в стоимость

Доставка в Сербию",225,"5,83","607,6",65-70 кд,,,
,,,450,"4,2","434,7",,,,
,,,900,"3,6","368,8",,,,
,Фурнитура,"Материал: металл
Размер: 30 мм
Цвет: в соответствии с номером пантона
Упаковка: заводская упаковка
",1500,"0,14","13,7","производство:

15 кд",3500,"8-10 кд фото и видео

12-14 кд доставка в Мск",
,,,3000,"0,1","12,0",,,,
,,,6000,"0,1","10,7",,,,
,"Брелок-кнопка

РФ","Материал: пластик
Размер: 2*3*9см
Упаковка: заводская упаковка

Посчитан общий тираж 5000 шт, 5 дизайнов в тираже (по 1000 шт каждого дизайна).

Выкрас, фурнитура, основания и подсветка как на образцах.",4250,"2,15","224,0",50-55 кд,,,
,"Брелок-кнопка

Сербия","Материал: пластик
Размер: 2*3*9см
Упаковка: заводская упаковка

Посчитан общий тираж 5000 шт, 5 дизайнов в тираже (по 1000 шт каждого дизайна).

Выкрас, фурнитура, основания и подсветка как на образцах.",750,"4,30","463,0",50-55 кд,,,
,Подложка+опп пакетик,"Материал: бумага
Размер подложки: 12*5 см
Кастомизация: подложка с логотипом в 1 цвет с одной стороны (как на макете)
Упаковка: опп пакет

Упаковка включена в стоимость.",5000,"0,8","79,3","Пр-во:

22 кд

Упаковка:

5 кд",8000,"7-9 кд фото и видео

12-14 кд доставка в Мск",
,Брелок-кнопка+подложка+опп пакетик,"Материал: пластик
Размер: 2*3*9см
Упаковка: заводская упаковка

Посчитан общий тираж 6000 шт, 3 дизайна в тираже (по 2000 шт каждого дизайна). 
5580 шт с доставкой в РФ, 420 шт с доставкой в Сербию.

Выкрас, фурнитура, основания и подсветка как на образцах.",6000,"1,78","184,5",50-55 кд,,,
,"Брелок-кнопка+подложка+опп пакетик

РФ","Материал: пластик
Размер: 2*3*9см
Упаковка: заводская упаковка

Посчитан общий тираж 6000 шт, 3 дизайна в тираже (по 2000 шт каждого дизайна). 
5580 шт с доставкой в РФ, 420 шт с доставкой в Сербию.

Выкрас, фурнитура, основания и подсветка как на образцах.",5580,"1,45","150,3",50-55 кд,,,
,"Брелок-кнопка+подложка+опп пакетик

Сербия","Материал: пластик
Размер: 2*3*9см
Упаковка: заводская упаковка


Посчитан общий тираж 6000 шт, 3 дизайна в тираже (по 2000 шт каждого дизайна). 
5580 шт с доставкой в РФ, 420 шт с доставкой в Сербию.

Выкрас, фурнитура, основания и подсветка как на образцах.",420,"5,71","639,3",50-55 кд,,,
,,,,,,,,,
,,,,,,,,,
,"Брелок-кнопка+подложка+опп пакетик

РФ","Материал: пластик
Размер: 2*3*9см
Упаковка: заводская упаковка

Посчитан общий тираж 30000 шт, 3 дизайна в тираже (по 10000 шт каждого дизайна). 

Выкрас, фурнитура, основания и подсветка как на образцах.",30000,"1,30","143,0",55-60 кд,,,
