,"Менеджер: Котелевская Анна
Email: annakot@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Брелок-антистресс,"Материал: PU
Размер: 5 х 8 см
Упаковка: сток пакетик
Примечание от фабрики: необходимо уточнить стоимость после получения макета и проработки образца", Дизайн: сток,1850,"2,7","241,1",35-40,"3,0","263,0",25-30,3 900,5,15-17,
,,," Дизайн: индивидуальная форма (посчитана 1 форма), пантон",5000,"2,4","213,2",45-50,"2,7","235,1",35-40,"88 000
(плата за открытие формы)",10,20-22,
,"Брелок-антистресс
","Материал: PU
Размер: 5 х 8 см
Упаковка: сток пакетик
Примечание от фабрики: необходимо уточнить стоимость после получения макета и проработки образца
"," Дизайн: индивидуальная форма (посчитана 1 форма), пантон",3000,"3,4","297,7",60-65,"3,5","307,5",50-55,45 500,15,25-27,
 ,Ремувка с джиббитсами ,"Материал: ПВХ
Размер: 13 х 3 см (ремувка), 1.5 х 3 см (джиббитсы)
Упаковка: подложка + индивидуальный пакет
Примечание от фабрики: необходимо уточнить стоимость после получения макета и проработки образца"," Дизайн: индивидуальная форма джиббитсов, в наборе 3 шт, брендирование подложки",1850,"1,9","165,1",35-40,"2,0","176,0",25-30,46 050,7,17-19,
,Сумка кросс-боди горизонтальная (пошив с нуля),"Материал: нейлон
Размер: 20 х 12 см
Отделения: основное, нашивной карман 9 х 8 см
Фурнитура: стропа с фастексом
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо уточнить стоимость после получения макета и проработки образца", Дизайн: жаккардовая бирка 5 х 1.5 см,1850,"10,3","903,2",55-60,"11,2","982,7",45-50,12 500,7,17-19,
,Сумка кросс-боди горизонтальная (брендирование стоковой модели),"Материал: нейлон
Размер: 20 х 12 см
Отделения: основное, нашивной карман 9 х 8 см
Фурнитура: стропа с фастексом
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо уточнить стоимость после получения макета и проработки образца", Дизайн: жаккардовая бирка 5 х 1.5 см,1850,"6,9","605,2",45-50,"7,4","654,6",35-40,12 500,7,17-19,
,Сумка кросс-боди вертикальная,"Материал: нейлон
Размер: 18 х 10 см
Ручка: паракорд 8 мм
Фурнитура: два карабина
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо уточнить стоимость после получения макета и проработки образца"," Дизайн: жаккардовая бирка 4 х 2.5 см, ПВХ-пуллер индивидуальной формы",1850,"10,3","903,2",55-60,"11,2","982,7",45-50,14 250,7,17-19,
,Сумка со стропами,"Материал: хлопок
Размер: 40 х 53 см
Ручка: стропы
Цвет: черный
Подклад: полиэстер
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо уточнить стоимость после получения макета и проработки образца"," Дизайн: брендирование строп, сублимация подклада",1850,"16,2","1421,5",45-50,"19,0","1675,8",35-40,21 990,7,17-19,
 ,Бутылка ,"Материал: РС-пластик, крышка РР пластик
Размер: 4 х 10.5 х 22 см
Объем: 750 мл
Цвет: черный, белый, зеленый, серый, голубой
Упаковка: пакет (доп фото)
Примечание от фабрики: необходимо уточнить стоимость после получения макета и проработки образца"," Дизайн: лого уф печать, выкрас ремешка, лого на ремешке, цвет бутылки один из стоковых",1850,"13,2","1165,4",45-50,"15,1","1332,4",35-40,13 800,7,17-19,
 ,Паспорт 1,"Материал: мягкий ПВХ, внутри ПВХ термопайка
Размер: 13 х 20 см
Упаковка: ОПП пакет
Примечание от фабрики: можно выбрать сток цвет шнурка, но нельзя сделать его из силикона", Дизайн: лого тиснение,1850,"5,9","523,2",45-50,"6,3","557,9",35-40,16 750,7,17-19,
 ,Паспорт 2,"Материал: натуральная кожа
Размер: 152 х 108 х 15 мм
Упаковка: картонная коробка
", Дизайн: лого тиснение,1850,"11,2","994,2",45-50,"11,7","1044,8",35-40,9 800,10,20-22,
 ,Паспорт 3,"Материал: pu, полиэстер
Размер: 15.2 х 11.1 х2 см, шнурок 47 см
Упаковка: ОПП пакет
", Дизайн: лого шелкография,1850,"6,9","620,1",55-60,"7,5","674,4",45-50,11 950,12,22-24,
