,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Подставка для очков,"Материал: кожзам
Размер: 13,5*11см
Упаковка: заводская
", Дизайн: тиснение лого,100,"10,9","926,0",40-45,,,,10 600,7,17-19,
,,,,300,"10,3","878,0",40-45,,,,,,,
,,,,500,"10,2","863,0",45-50,,,,,,,
,,,,1000,"9,9","844,0",50-55,,,,,,,
 ,Варежки,"Материал: полиэстер, хлопок, искусственная шерсть
Упаковка: OPP пакет
Примечание от фабрики: MOQ 300шт
ДС и ЧЗ включены в цену за шт"," Дизайн: термотрансфер лого 1 цвет, прорезинненый паттерн",300,"6,5","551,0",45-50,,,,5 100,8,18-20,
,,,,500,"5,8","491,0",45-50,,,,,,,
,,,,800,"5,4","458,0",45-50,,,,,,,
,,,,1000,"5,3","447,0",50-55,,,,,,,
 ,Варежки,"Материал: водонепроницаемый материал, хлопок, полиэстер, флисовый подклад
Упаковка: заводская
Примечание от фабрики: MOQ 300шт
ДС и ЧЗ включены в цену за шт"," Дизайн: шелкография лого 1 цвет
",300,"13,5","1148,0",45-50,,,,17 700,12,22-24,
,,,,500,"12,5","1065,0",50-55,,,,,,,
,,,,1000,"11,7","996,0",55-60,,,,,,,
 ,Скакалка Xiaomi,"Материал: пластик PC
Цвет: темно-синий
Упаковка: кастомная оробка                          Размер: 162*25*25мм
Примечание от фабрики: нет возможности убрать заводской логотип, в комплекте: скакалка, провод для зарядки, мешочек, инструкция
MOQ 500шт"," Дизайн: шелкография лого 1 цвет, полноцветная запечатка индивидуальной упаковки",500,"33,1","2816,0",45-50,,,,11 300,9,19-21,
,,,,1000,"32,83","2 790,00 ₽",50-55,,,,,,,
 ,Домино,"Материал: Дерево
Цвет: Индивидуально
Упаковка: кастомная коробка                          Размер: Индивидуально
Примечание от фабрики: Минимальный тираж 1000 штук"," Дизайн: Индивидуальный дизайн, лазерная гравировка",1000,"32,8","2816,0",55-60,,,,45 000,15,25-27,
,,,,,,,,,,,,,,
 ,Лото,"Материал: Дерево
Цвет: Индивидуально
Упаковка: кастомная коробка                          Размер: Индивидуально
Примечание от фабрики: Минимальный тираж 1000 штук", Дизайн: Индивидуальный дизайн карточек,1000,"43,9","3445,1",60-65,,,,52 000,15,25-27,
,,,,,,,,,,,,,,
 ,Утяжелители для ног,"Материал: Силикон
Упаковка: OPP пакет
Примечание от фабрики: MOQ 300шт, выкрас в цвет клиента от 1000 штук
"," Дизайн: УФ печать, кастомная коробка по ТЗ клиента",300,"15,9","1251,0",45-50,,,,21 300,9,18-20,
,,,,500,"15,6","1223,0",45-50,,,,,,,
,,,,800,"15,4","1209,0",45-50,,,,,,,
,,,,1000,"15,0","1178,0",50-55,,,,,,,
 ,Аромадиффузор для автомобиля,"Материал: дерево, металлический сплав
Упаковка: стандартная заводская картонная коробка
Примечание от фабрики: MOQ 500 шт", Дизайн: шелкография логотипа клиента в один цвет,500,"19,6",М,45-50,,,,19 800,7,18-20,
,,,,800,"19,1","1502,0",45-50,,,,,,,
,,,,1000,"18,8","1476,0",45-50,,,,,,,
 ,Аромадиффузор для автомобиля,"Материал: дерево, металлический сплав
Упаковка: стандартная заводская картонная коробка
Примечание от фабрики: MOQ 500 шт", Дизайн: шелкография логотипа клиента в один цвет,500,"17,7","1398,0",45-50,,,,19 800,7,18-20,
,,,,800,"17,1","1345,0",45-50,,,,,,,
,,,,1000,"16,7","1312,0",45-50,,,,,,,
 ,Мини-футбол,"Материал: дерево,пластик
Упаковка: кастомная коробка по макету клиента
Примечание от фабрики: MOQ 500 шт"," Дизайн: шелкография логотипа клиента в один цвет, нет возможности кастома фигурок и поля",500,"28,2","2214,4",45-50,,,,19 800,7,18-20,
,,,,800,"27,6","2167,6",45-50,,,,,,,
,,,,1000,"27,1","2132,5",45-50,,,,,,,
,Палки для скандинавской ходьбы,"Материал: алюминий, пробка, вольфрам
Размер: 63-135см
Упаковка: нейлоновый мешок
Примечание от фабрики: MOQ 600 шт
На рукоятке и лентах нанесение не поддерживается",Дизайн: шелкография логотипа клиента на палке 1 цвет,600,"15,2","1340,0",45-50,,,,19 500,9,19-21,
,,,,1000,"14,3","1264,0",45-50,,,,,,,
,Панама,"Материал: полиэстер, нейлон
Размер: универсальный
Упаковка: OPP пакет
Примечание от фабрики: MOQ 500шт
Необходимо оформление ЧЗ (ориентировочно 7-10тыс.руб)","Дизайн: термотрансфер лого 1 цвет
",500,"9,9","840,0",60-65,,,,12 600,12,22-24,
,,,"Дизайн: вышивка лого 1 цвет
",1000,"9,7","821,0",60-65,,,,,,,
,Панама,"Материал: полиэстер, нейлон
Размер: универсальный
Упаковка: OPP пакет
Примечание от фабрики: MOQ 300шт
Необходимо оформление ЧЗ (ориентировочно 7-10тыс.руб)",Дизайн: термотрансфер лого 1 цвет,300,"9,8","834,0",45-50,,,,12 400,9,19-21,
,,,,500,"9,5","807,0",45-50,,,,,,,
,,,,1000,"9,2","780,0",50-55,,,,,,,
 ,Термостакан,"Материал: нержавеющая сталь
Объем: 550мл
Размер: 17*7.5cm
Упаковка: заводская
Примечание от фабрики: MOQ 300шт"," Дизайн: шелкография \ гравировка \ УФ печать лого 1 цвет
",300,"9,6","813,0",40-45,,,,8 100,10,22-24,
,,,,500,"9,2","785,0",40-45,,,,,,,
,,,,1000,"8,9","759,0",45-50,,,,,,,
 ,Водонепроницаемый чехол ,"Материал:  PVC 500D
Размер: 18,5х12 см
Упаковка: пакет 
Примечание от фабрики:  цвет - черный или голубой ", Дизайн: УФ печать лого 1 цвет ,1000,"5,8","496,0",50-55,,,,5 900,9,15-17,
