,"Менеджер: Котелевская Анна
Email: annakot@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Шоппер,"Материал: Хлопок
Размер: 30x40x10 см
Плотность: 140 г/кв. м (низкая плотность)","Дизайн: красный; 
печать односторонняя, одноцветная, размер до A4;
Конструкция без подкладки, без застежки, без добавления аксессуаров",30000,"2,5","210,9",65-70,"3,0","253,8",55-60,4 800,5,15-17,
,,"Материал: Хлопок
Размер: 30x40x10 см
Плотность: 220 г/кв. м (средняя плотность)",,,"2,6","225,1",,"3,2","268,0",,,,,
,,"Материал: Хлопок
Размер: 30x40x10 см
Плотность: 140 г/кв. м (низкая плотность)","Дизайн: неокрашенная, естественный цвет;
Печать односторонняя, одноцветная, размер до A4;
Конструкция без подкладки, без застежки, без добавления аксессуаров",,"2,4","203,5",60-65,"2,9","246,4",50-55,,,,
,,"Материал: Хлопок
Размер: 30x40x10 см
Плотность: 220 г/кв. м (средняя плотность)",,,"2,6","217,6",,"3,1","260,6",,,,,
 ,2. Сумка спанбонд,"Материал: 100% полипропилен
Плотность ткани: 120 г/м²
Размер: 40 х 30 х 10
Упаковка: инд пакет
"," Дизайн: односторонняя печать лого, 3 цвета, выкрас в близкий к пантону 206С цвет, индивидуальный размер",30000,"0,9","84,5",55-60,"1,1","102,3",45-50,12 800,5,15-17,
 ,Рюкзак-мешок,"Материал: оксфорд
Размер: 30 х 40 см
Цвет: стоковый, близкий к пантон 206С
Упаковка: инд пакет
Примечание от фабрики: необходима проработка образца для подтверждения стоимости "," Дизайн: односторонняя печать лого, 3 цвета",30000,"1,4","122,5",45-50,"1,7","141,8",35-40,11 830,7,17-19,
 ,Рюкзак-мешок,"Материал: PE
Размер: 30 х 40 см
Цвет: прозрачный
Ручки: в пантон
Примечание от фабрики: необходима проработка образца для подтверждения стоимости "," Дизайн: односторонняя печать лого, 3 цвета",30000,"0,6","46,4",55-60,"0,6","53,5",45-50,7 650,7,17-19,
 ,Рюкзак-мешок,"Материал: нетканый материал
Размер: 30 х 40 см
Цвет: близкий к пантон 209С
Ручки: близкий к пантон 209С
Примечание от фабрики: необходима проработка образца для подтверждения стоимости "," Дизайн: односторонняя печать лого, 3 цвета",30000,"0,9","72,7",45-50,"1,0","85,9",35-40,5 650,5,15-17,
,Светоотражающий брелок в виде лошади ,"Материал: PVC
Размер: 8х5 см
Упаковка: инд пакет
Примечание от фабрики: открытие формы"," Дизайн: печать лого, цвет на выбор из раскладки фабрики",30000,"0,3","26,7",50-55,"0,3","28,2",40-45,17 820,5,15-17,
,Cмоляные стикеры,"Материал: бумага, смола
Размер: 5 х 5 см
Упаковка: инд пакет
Примечание от фабрики: один стикер", Дизайн: индивидуальный дизайн,30000,"0,3","29,0",40-45,"0,4","34,8",30-35,4 550,5,15-17,
,Переводные тату,"Материал: бумага, пленка 
Размер: 75 х 120мм
Упаковка: сток пакетик 
Примечание от фабрики: требуется подтверждение по макету ",Дизайн: индивидуальный ,30000,"0,3","28,6",55-60,"0,4","30,9",45-50,15 000,10,20-22,
,Сквиш,"Материал: пу 
Размер: 10.3×4.3×12.1 см
Упаковка: OPP-пакет",Дизайн: сток,30000,"0,9","75,9",65-70,"1,1","91,3",55-60,7 100,10,20-22,
,Брелок-лошадь,"Материал: кожзам
Размер: 12 х 8 см (20 см с веревочкой) 
Упаковка: пакетик сток 
Примечание: требуется подтверждение по образцу ",Дизайн: лого ,30000,"0,9","76,3",45-50,"1,0","82,0",35-40,5 800,3,13-15,
