,"Менеджер: Садова Алина Дмитриевна
Email: alinas@megamind.ru
Телефон: +7 (920) 663-50-75
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,гейзерная-кофеварка 1,"Материал: алюминиевый сплав, пластик
Размер: 18,8*8,8 см
Упаковка: заводская картонная коробка
Примечание от фабрики: есть только 300 мл
Необходимы ДС и СС = 90.000 рублей, не включено в стоимость", Дизайн: нанесение лого гравировкой,2502,"11,0","1037,6",65-70,"13,0","1236,3",55-60,17 000,7,17-19,
 ,гейзерная-кофеварка 2,"Материал: алюминиевый сплав, пластик
Размер: 18,8*8,8 см
Упаковка: заводская картонная коробка
Примечание от фабрики: есть только 300 мл
Необходимы ДС и СС = 90.000 рублей, не включено в стоимость", Дизайн: нанесение лого гравировкой,2502,"11,4","1074,4",50-55,"13,6","1296,5",40-45,14 000,7,17-19,
 ,гейзерная-кофеварка 3,"Материал: алюминиевый сплав, пластик
Размер: 18*8,7 см
Упаковка: заводская картонная коробка
Примечание от фабрики: есть только 300 мл
Необходимы ДС и СС = 90.000 рублей, не включено в стоимость", Дизайн: нанесение лого шелкографией или гравировкой несколькими цветами - цена одна,2502,"11,9","1127,0",65-70,"14,2","1349,1",55-60,15 500,9,19-21,
 ,Костеры,"Материал: черный орех
Размер: 10 см
Упаковка: фабричная упаковка
Примечание от фабрики: в набор входит 4 костера
Натуральное дерево - рисунок на каждом костере может отличаться

Дана цена за набор из 4 костеров. Цена на образец включает цену за набор из 4 костеров.", Дизайн: лазерная гравировка на каждом костере,405,"20,8","1940,4",55-60,"23,7","2226,5",45-50,10 000,8,18-20,
 ,Костеры,"Материал: самшит
Размер: 10*7,8 см
Упаковка: фабричная упаковка
Примечание от фабрики: в набор входит 4 костера
Натуральное дерево - рисунок на каждом костере может отличаться

Дана цена за набор из 4 костеров. Цена на образец включает цену за набор из 4 костеров.", Дизайн: лазерная гравировка на каждом костере,405,"9,1","868,4",45-50,"11,3","1087,2",35-40,9 500,8,18-20,
 ,Костеры,"Материал: черный орех
Размер: 10*10*1 см
Упаковка: фабричная упаковка
Примечание от фабрики: в набор входит 4 костера
Натуральное дерево - рисунок на каждом костере может отличаться

Дана цена за набор из 4 костеров. Цена на образец включает цену за набор из 4 костеров.", Дизайн: лазерная гравировка на каждом костере,405,"13,7","1266,1",55-60,"15,1","1400,8",45-50,6 000,8,18-20,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Гейзер и кофейник цены,,,,,,,,,,,,,,
 ,Гейзерная-кофеварка,"Материал: алюминиевый сплав, пластик
Размер кофеварки: 18,8*8,8 см
Размер упаковки: 14*10,5*20,5 см
Объём: 300 мл
Упаковка: заводская картонная коробка
Примечание от фабрики:

Необходимы ДС и СС,примерная стоимость 100 тысяч рублей, не включено в стоимость", Дизайн: нанесение лого гравировкой,2002,"10,7","950,6",55-60,"12,7","1137,6",45-50,6 000,8,18-20,
 ,Кемекс,"Материал: высокоборосиликатное термостойкое стекло
Размер: 16*12*9,5 см
Объём: 500 мл
Упаковка: заводская картонная коробка
Примечание от фабрики:", Дизайн: сток,402,"11,3","993,6",40-45,"13,8","1232,0",30-35,4 500,5,15-17,
 ,Кемекс,"Материал: высокоборосиликатное термостойкое стекло
Размер: 17*7,5*9,5 см
Объём: 600 мл
Упаковка: заводская картонная коробка
Примечание от фабрики:", Дизайн: сток,402,"10,6","934,3",40-45,"13,2","1179,4",30-35,4 000,5,15-17,
 ,"Гейзерная-кофеварка

ЗА НАЛ","Материал: алюминиевый сплав, пластик
Размер кофеварки: 18,8*8,8 см
Размер упаковки: 14*10,5*20,5 см
Объём: 300 мл
Упаковка: заводская картонная коробка
Примечание от фабрики:

Необходимы ДС и СС,примерная стоимость 100 тысяч рублей, не включено в стоимость", Дизайн: нанесение лого гравировкой,2002,"9,6","853,3",55-60,,,,6 000,8,18-20,
 ,Кемекс,"Материал: высокоборосиликатное термостойкое стекло
Размер: 16*12*9,5 см
Объём: 500 мл
Упаковка: заводская картонная коробка
Примечание от фабрики:"," Дизайн: нанесение лого клиента по макету 
Размер лого- 30*18,5 мм
Способ нанесения - выжигание (пример нанесения см. доп. фото)

Для количества 400 шт. цена остается такой же ",402,"13,0",1134.25,40-45,"16,2","1428,0",30-35,13 000,7,17-19,
 ,Кемекс,"Материал: высокоборосиликатное термостойкое стекло
Размер: 17*7,5*9,5 см
Объём: 600 мл
Упаковка: заводская картонная коробка
Примечание от фабрики:"," Дизайн: нанесение лого клиента по макету 
Размер лого- 30*18,5 мм
Способ нанесения - выжигание (пример нанесения см. доп. фото)

Для количества 400 шт. цена остается такой же ",402,"13,0",1134.26,40-45,"16,2","1428,0",30-35,13 000,7,17-19,
