,"Менеджер: Вязовский Иван
Email: ivan@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,плед,"Материал: кашемир 100%
Размер: 110*160
Упаковка: инд пакет

ОБЪЕМНЫЙ ПАТТЕРН СДЕЛАТЬ НЕ ПОЛУЧИТСЯ", Дизайн: кожаная бирка с тиснением ,30,"1009,15","85777,92",70-75,"1021,39","86818,32",60-65,35 000,10,20-22,
,,,,100,"320,28","27223,80",,"332,48","18261,14",,,,,
 ,жилетка,"Материал: кашемир, наполнитель гусиный пух, подклад полиэстер
Размер: по лекалам клиента
Упаковка: инд пакет
Примечание от фабрики: вес изделия 600 грамм"," Дизайн: кожаная бирка с тиснением , вышивка",30,"1035,11","87984,35",55-60,"1039,59","88365,15",45-50,28 000,17,27-29,
,,,,100,"338,99","28814,15",,"343,61","29206,85",,,,,
 ,пуловер,"Материал: кашемир 
Размер: по лекалам клиента
Упаковка: инд пакет
Примечание от фабрики: вес изделия 300 грамм"," Дизайн: кожаная бирка с тиснением, гравировка на пуллере ",30,"921,86","78358,10",55-60,"926,09","78717,65",45-50,25 000,12,22-24,
,,,,100,"291,64","24789,40",,"295,85","25147,25",,,,,
 ,жилетка,"Материал: кашемир, наполнитель гусиный пух, подклад полиэстер
Размер: по лекалам клиента
Упаковка: инд пакет
Примечание от фабрики: вес изделия 800 грамм", Дизайн: кожаная бирка с тиснением ,100,"195,19","18890,86",60-65,"200,80","19367,71",50-55,20 208,10,22-25,
,,,,30,"593,55","50451,69",60-65,"598,65","50885,19",50-55,,,,
 ,пуловер,"Материал: кашемир 
Размер: по лекалам клиента
Упаковка: инд пакет
Примечание от фабрики: вес изделия 300 грамм"," Дизайн: кожаная бирка с тиснением, гравировка на пуллере ",100,"123,16","12168,83",55-60,"124,90","13716,22",45-50,15 970,10,22-25,
,,,,30,"389,84","33136,60",55-60,"391,58","33283,99",45-50,,,,
 ,плед,"Материал: кашемир 100%
Размер: 110*160
Упаковка: инд пакет
Примечание от фабрики: фабрика может сделать  подобный объемный паттерн (прикрепляю видео)", Дизайн: кожаная бирка с тиснением,100,"272,92","23198,52",70-75,"275,98","23458,62",60-65,22 486,10,22-25,
,,,,30,"859,00","73014,78",70-75,"862,82","73339,90",60-65,,,,
