,"Менеджер: Казакова Екатерина
Email: kate.k@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,вечный карандаш,"Материал: алюминиевый сплав
Размер: 14,5 см
Упаковка: OPP-пакетик
", Дизайн: нанесение гравировкой лого Helicopters of Russia,5000,"1,4","136,9",49-59 кд,,,,"4 500,00",6-8 кд (фото и видео); 12-14 кд (доставка в Москву),
,,,,,,,,,,,,,
 ,ручка,"Материал: алюминиевый сплав
Размер: примерно 14,5 см
Упаковка: OPP-пакетик
Примечание от фабрики: могут сделать синие или черные чернила", Дизайн: нанесение гравировкой лого Helicopters of Russia+возможно нанесение небольшой картинки гравировкой,5000,"1,8","185,8",49-59 кд,,,,"4 500,00",6-8 кд (фото и видео); 12-14 кд (доставка в Москву),
 ,ручка,"Материал: бумага
Размер: 14,4*0,7 см
Упаковка: фабричная упаковка
Примечание от фабрики: цвет в пантон сделать нельзя, только цвет из наличия.
", Дизайн: шелкография,5000,"0,3","29,3",50-55 кд,,,,"8 000,00",8-10 кд (фото и видео); 12-14 кд (доставка в Москву),
,Кардхолдер MagSafe,"Материал: ПУ+магниты
Размер: 9,5*6,5*0,6 см 
Упаковка: фабричная упаковка
Примечание от фабрики: 13 магнитов. Универсальный для iPhone13/14, iPhone16 15 Pro
", Дизайн: шелкография,5000,"2,6","266,4",50-55 кд,,,,"8 000,00",10-12 кд (фото и видео); 12-14 кд (доставка в Москву),
 ,"брелок (цена примерная, точная после предоставления макетов)","Материал: пвх, металл.
Размер: примерно 5-6 см
Упаковка: OPP-упаковка для каждого брелока (учтена в стоимости).
Примечание от фабрики: брелоки из пвх с металическим креплением, фабрика сможет сделать абсолютно любой дизайн по макетам. В брелок входит: кольцо, цепь, плоская пвх-фигурка по макету клиента. В цену образца включено открытие форм на все 3 подвесы + цена самого брелока. В стоимость образца включено: открытие формы по макету клиента, выкрас в нужные цвета, изготовление кольца и цепочки.", Дизайн: логотип компании по макету (учтен в стоимости),5000,"2,1","205,0",55-65 кд,,,,"51 100,00",10-12 кд - фото и видео; 12-14 кд - доставка в Мск,
,магниты,"Материал: магнит
Размер: примерно 8*4 см
Упаковка: OPP-упаковка для каждого магнита (учтена в стоимости).
Примечание от фабрики: ", Дизайн: нанесение печати с вертолетом и надписью,5000,"0,3","33,6",49-59 кд,,,,"10 700,00",5-7 кд - фото и видео; 12-14 кд - доставка в Мск,
,зонт ,"Материал: нейлон, аллюминий 
Размер: 15 см
Упаковка: белая коробка
Примечание от фабрики: выкрас в пантон 871U, 872U, 873U на выбор, полный автомат. Стержень и спицы зонтика сделан из железа. Толщина купола зонтика составляет 210T (""T"" обычно относится к денситету ткани). Стержень зонтика складывается в 5 раз. Купол зонтика выполнен из черной композитной ткани с покрытием (материал, который обеспечивает защиту от солнца и дождя).","Дизайн: нанесение лого на клинья, хлястик, чехол (учтено в стоимости)",5000,"7,2","737,3",72-82 кд,,,,"9 000,00",10-12 кд (фото и видео); 12-14 (доставка в Москву),
,брелок-вертолет ,"Материал: металл
Размер: 4,5 см
Упаковка: OPP-пакетик
Примечание от фабрики: нанести на свои изделия фабрика не может, так как нет станков для этого",Дизайн: без лого,5000,"0,8","89,0",47-57 кд,,,,"4 200,00",5-7 кд - фото и видео; 12-14 кд - доставка в Мск,
 ,держатель для монет,"Материал: металл, акрил
Размер: 4,5*0,5 см
Упаковка: каждый держатель имеет OPP-пакет для каждого изделия (учтен в стоимости).
Примечание от фабрики: акриловый держатель для монет с металлическим кольцом, удобен в открытии и закрытии, крепко держит монету внутри.", Дизайн: без нанесения,5000,"1,0","102,4",39-49 календарных дней,,,,"3 000,00",5-7 кд - фото и видео; 12-14 кд - доставка в Мск,
 ,карандаш ,"Материал: дерево
Размер: 10 см
Упаковка: заводская упаковка
Примечание от фабрики: карандаш из дерева с нанесением лого", Дизайн: лого в один цвет,5000,"0,1","9,0",72-82 кд,,,,"7 200,00",12-14 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,фонарик ,"Материал: аллюминиевый сплав, пластик, 2 батарейки АА
Размер: 124 * 16 * 15 мм, 133 мм 
Упаковка: заводская упаковка
Примечание от фабрики: мощность: 5 Вт, функции: яркий свет + слабое освещение + вспышка", Дизайн: гравировка лого,5000,"6,1","615,6",47-57 кд,,,,"8 000,00",7-9 кд (фото и видео); 12-14 кд (отправка в Москву),
