,"Менеджер: Волкова Екатерина
Email: ekaterinav@megamind.ru
Телефон: 
",,,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Коммент по ТЗ,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Навес,"Прошу просчитать по рефу справа, с кошелечком. Вместо шарика для бильярда просчитать акриловый брелок в виде логотипа клиента. Корд сделать тканевый, на него ничего не нужно вешать дополнительно. К этому навесу также добавить карабин, чтобы владелец мог к нему еще что-то прикрепить при желании","Состав брелока: тканевый кошелек, акриловый подвес, шнур паракорд, карабин
Размер: кошелек - 9*12*2 см, шнур 21 см
Упаковка: индивидуальный пакет"," Дизайн: 
- выбор цвета кошелька из наличия
- плоский акриловый подвес индивидуальной формы
- выбор цвета шнура
- выбор цвета карабина и колец",100,"4,2","357,5",35-40,"4,5","384,0",25-30,3 800,5,15-17,
,,,,,300,"4,1","346,2",,"4,4","372,7",,,,,
,,,,,500,"4,1","343,9",,"4,4","370,4",,,,,
 ,Навес,"Прошу просчитать по рефу справа, с кошелечком. Вместо шарика для бильярда просчитать акриловый брелок в виде логотипа клиента. Корд сделать тканевый, на него ничего не нужно вешать дополнительно. К этому навесу также добавить карабин, чтобы владелец мог к нему еще что-то прикрепить при желании","Состав брелока: кошелек из кожзама, акриловый подвес, шнур паракорд, карабин
Размер: кошелек - 12,5*3*8 см, шнур 21 см
Упаковка: индивидуальный пакет"," Дизайн: 
- выбор цвета кошелька из наличия
- плоский акриловый подвес индивидуальной формы
- выбор цвета шнура
- выбор цвета карабина и колец",100,"6,4","540,4",35-40,"6,8","580,2",25-30,3 900,5,15-17,
,,,,,300,"6,2","529,1",,"6,7","568,8",,,,,
,,,,,500,"6,2","526,8",,"6,7","566,6",,,,,
 ,кофер с клапаном,"Кофер из ММ, прошу дать свежии данные по минимальному тиражу для выкраса в пантон. Если понимаем, что по тиражам не проходим, то предложить альтернативы.
Нанесение на кофере как на референсе, размер примерно 5*3 см","Материал: боросиликатное стекло
Размер: 360 мл
Упаковка: OPP пакет
Примечание от фабрики: есть также размер 500 мл
*модель немного другая, но зато они могут от 100 шт настраивать цвет (технология 5д печати)
**точная стоимость после макета "," Дизайн: цвет по макету, нанесение лого 1 цвет шелкография (примерно 5*3 см)",100,"6,1","521,9",40-45,"7,3","617,3",30-35,11 500,5,15-17,
,,,,,300,"6,0","510,6",,"7,1","606,0",,,,,
,,,,,500,"6,0","508,3",,"7,1","603,7",,,,,
 ,ремешок для телефона,"Просчитать ремешок с функцией зарядки, какой нам показывал ММ на встрече. Нанесения нет, придерживаемся цветовой палитры клиента","Материал: нейлон
Размер: длина 120 см (есть и короткие ремешки  30 см)
Упаковка: OPP пакет
Примечание от фабрики: 
*точная стоимость после макета
*посчитан шнурок-зарядка с разъемами Type-C - Type-C, есть также шнурки с разъемами Type-C - Lighting ", Дизайн: выбор цвета шнурка из раскладки фабрики (можно выбрать цвет нитей и плетение),100,"3,8","321,0",45-50,"4,2","355,2",35-40,9 000,10,20-22,
,,,,,300,"3,6","309,7",,"4,1","343,8",,,,,
,,,,,500,"3,6","307,4",,"4,0","341,6",,,,,
 ,держатель для смартфона,"Предложить альтернативные варианты необычных держателей на телефон, которые выглядят стильно. Нанесение логотипа на самом держателе, примерно 5*3 см","Материал: сплав металла
Размер: 2,5*2,5 см
Упаковка: OPP пакет
*есть квадратная и круглая формы"," Дизайн: цвет из наличия, лазерная гравировка лого (примерно 1*2 см)",100,"1,2","103,2",40-45,"1,3","111,1",30-35,2 500,5,15-17,
,,,,,300,"1,1","91,8",,"1,2","99,8",,,,,
,,,,,500,"1,1","89,6",,"1,2","97,5",,,,,
 ,держатель для смартфона,"Предложить альтернативные варианты необычных держателей на телефон, которые выглядят стильно. Нанесение логотипа на самом держателе, примерно 5*3 см","Материал: сплав металла
Размер: 4*4 см
Упаковка: OPP пакет
Примечание от фабрики: 
*обладет магнитной функцией
*есть в 4 цветах: черный, белый, синий, фиолетовый
*мин тираж - 500 шт"," Дизайн: цвет из наличия, лазерная гравировка лого",500,"5,9","497,3",40-45,"6,1","519,6",30-35,2 500,5,15-17,
 ,держатель для смартфона,"Предложить альтернативные варианты необычных держателей на телефон, которые выглядят стильно. Нанесение логотипа на самом держателе, примерно 5*3 см","Материал: пластик
Размер: 2*4 см
Упаковка: OPP пакет
Примечание от фабрики: 
*доступные цвета на фото, но нужно уточнять по кол-ву в наличии перед заказом
*мин тираж - 300 шт"," Дизайн: цвет из наличия, лого 1 цвет шелкография (примерно 1*3 см)",300,"2,7","232,9",40-45,"2,8","240,5",30-35,6 500,5,15-17,
,,,,,500,"2,6","218,2",,"2,7","225,8",,,,,
 ,набор для чистки,Здесь прошу прям найти похожий. Нанесение на устройстве 5*3 см,"Набор 8 в 1 (без жидкости)
Материал: пластик
Размер: 9*3*5 см
Упаковка: индивидуальный пакет"," Дизайн: нанесение 1 цвет тампопечать, ок. 2*3 см",100,"5,0","425,2",40-45,"5,2","441,1",30-35,3 000,5,15-17,
,,,,,300,"4,3","364,2",,"4,5","380,1",,,,,
,,,,,500,"4,1","352,0",,"4,3","367,9",,,,,
 ,набор переходников,Минимальный тираж для выкраса. И что мы можем сделать с нашими тиражами. Нанесение на крышке 5*3 см,"Материал: пластик
Размер: 8*8*1 см
Упаковка: фабричная коробка
Примечание от фабрики: 
- в пантон не выкрашивают
- минимальный тираж для кастома коробки 1000 шт
- минимальный тираж для нанесения 300 шт"," Дизайн: 
- выбор цвета из наличия (см доп фото)
-нанесение логотипа шелкография",300,"2,0","172,5",30-35,"2,2","185,9",20-25,2 800,3,13-15,
,,,,,500,"1,9","165,3",,"2,1","178,2",,,,,
,,,,,,,,,,,,,,,
Ориентируемся на оттенки бренда,,,,,,,,,,,,,,,
