,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Солнечная батарея,"Материал: ETFE, оксфорд
Размер (в разложенном виде): 1080*627мм
Размер (в сложенном виде): 520*627*40мм
Вес: 4кг
Упаковка: фабричная
Мощность: 100W
Рабочее напряжение: 17,6V
Рабочий ток: 5,68А
Примечание от фабрики: каникулы с 20.01 по 7.02 (в срок не включено)", Дизайн: шелкография лого 1 цвет,50,"124,1","13115,0",50-55,,,,33 800,12,22-24,
,,,,100,"110,8","11742,0",50-55,,,,,,,
 ,Анализатор воздуха,"Материал: пластик
Размер: 90*70*35мм
Упаковка: фабричная
Емкость аккумулятора: 1200 mAh
Примечание от фабрики: каникулы с 20.01 по 5.02 (в срок не включено)

5 в 1: определение температуры, влажности, содержания в воздухе ионов метила, TVOC и CO2

Необходимо оформление ДС+СС (около 100тыс.руб.) в стоимость не включено", Дизайн: гравировка лого,50,"23,1","2400,0",35-40,,,,5 000,3,13-15,
,,,,100,"22,9","2383,0",35-40,,,,,,,
 ,Очки с подсветкой,"Материал: пластик, LED лампы
Размер: см. доп. фото
Емкость аккумулятора: 55mAh
Упаковка: футляр
Примечание от фабрики: каникулы с 20.01 по 15.02 (в срок не включено)
Из-за шершавой поверхности футляра печать лого может быть неравномерной

В комплекте: очки, футляр, салфетка, провод для зарядки", Дизайн: печать лого на футляре,50,"10,1","1060,0",45-50,,,,5 300,11,21-23,
,,,,100,"9,1","952,0",45-50,,,,,,,
 ,Головоломка Da Vinci Code,"Материал: сплав металла
Размер: 13,5х5,5х5,5 см 
Упаковка: подарочная коробка
Примечание от фабрики: каникулы с 20.01 по 10.02 (в срок не включено)
"," Дизайн: логотип на подарочной коробке, один цвет",50,"31,7","3345,0",45-50,,,,15 000,5,15-17,
,,,,100,"31,0","3267,8",45-50,,,,,,,
,Генератор постоянного тока с ручным приводом,"Материал: 
Размер: 
Упаковка: 
Примечание от фабрики: каникулы с 20.01 по 8.02 (в срок не включено)

Необходимо оформление ДС+СС (около 100тыс.руб.) в стоимость не включено", Дизайн: шелкография в один цвет на корпусе,50,"137,8","14276,0",55-60,,,,25 600,10,20-22,
,,,,100,"137,6","14259,0",55-60,,,,,,,
 ,Ручное зарядное устройство,"Материал: пластик
Размер: 8х3х5 см
Упаковка: картонная коробка
Примечание от фабрики: каникулы с 20.01 по 10.02 (в срок не включено)

Необходимо оформление ДС+СС (около 100тыс.руб.) в стоимость не включено

Отдельно можно заказать картонную коробку с печатью по макету, ориентировочная стоимость 1100/600 руб (не включено в стоимость)", Дизайн: без кастома,50,"6,2","669,2",50-55,,,,"Образец качества
4600

Образец коробки
25000",10,20-22,
,,,,100,"5,8","622,1",50-55,,,,,,,
