,"Менеджер: Литяк Светлана
Email: svetlana@megamind.ru
Телефон: +7 (918) 964-19-55
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,МФР ролл складной,"Материал: ABS+PS+TPE+POM
Размер: 35 х 13.8 / 13.3 х 13.8 см", Дизайн: сток,60,"30,7","3162,8",30-35,"34,7","3571,6",20-25,7 470,3,13-15,
 ,МФР ролл с вибрацией,"Материал: EVA, пластик
Размер: 29 х 11 см
Упаковка: цветная коробка
Примечание от фабрики: зарядка от USB, 5 скоростей массажа, емкость батареи 2000 мАч", Дизайн: сток,60,"75,9","7826,5",55-60,"83,1","8558,5",45-50,14 290,3,13-15,
,МФР ролл с вибрацией,"Материал: EPP, пластик
Размер: 33.2 х 13.7 см
Упаковка: цветная коробка
Примечание от фабрики: зарядка от USB, 3 скорости массажа, подключение к приложению через Bluetooth", Дизайн: сток,60,"364,4","37529,2",40-50,"373,9","38514,1",30-40,41 280,2,12-14,
 ,Умные гантели,"Материал: чугун, силикон
Размер: 6.5 х 16.8 см
Вес: 1 кг
Цвет: серый 
Упаковка: цветная коробка
Примечание от фабрики: подключение к приложению через Bluetooth, отслеживание и анализ тренировок, голосовой помощник", Дизайн: сток,60,"10,1","10048,3",30-35,"10,5","10494,8",20-25,15 580,3,13-15,
 ,Умные гантели,"Материал: чугун, силикон
Размер: 5.8 х 21 см
Вес: 1 кг
Цвет: серый 
Упаковка: цветная коробка
Примечание от фабрики: подключение к приложению через Bluetooth, отслеживание и анализ тренировок, более 30 танцевальных тренировок", Дизайн: сток,60,"13,1","13099,8",30-35,"13,4","13397,5",20-25,17 720,3,13-15,
,Скакалка,"Материал: PP + PVC
Размер: 6.5 х 21 см
Цвет: красный
Упаковка: индивидуальный пакет", Дизайн: сток,60,"2,3","237,5",30-35,"2,8","283,1",20-25,2 080,2,12-14,
,Умная скакалка ,"Материал: ABS + TRE + PVC
Размер: 18 х 2.5 см
Цвет: черный + красный
Упаковка: индивидуальный пакет
Примечание от фабрики: счетчик количества прыжков, расчет калорий и километража", Дизайн: сток,60,"30,9","3086,7",30-35,"32,2","3201,9",20-25,3 320,2,12-14,
 ,Жестяная коробочка,"Материал: жесть
Размер: 13 х 7 х 1.8 см
Цвет: серебро
Упаковка: индивидуальный пакет", Дизайн: сток,60,"3,8","384,2",30-35,"4,1","408,4",20-25,1 710,2,12-14,
,,"Материал: жесть
Размер: 16.7 х 10.3 х 2 см
Цвет: серебро
Упаковка: индивидуальный пакет",,,"4,5","447,7",,"4,9","490,1",,1 820,,,
 ,"Жестяная коробочка
","Материал: жесть
Размер: 23.5 х 11 х 6.8 см
Цвет: серебро
Упаковка: индивидуальный пакет", Дизайн: сток,60,"8,5","854,2",30-35,"10,5","1052,5",20-25,1 920,3,13-15,
 ,Подставка для благовоний,"Материал: керамика
Размер: 7 х 8 х 10 см
Цвет: красный, пантон
Примечание от фабрики: подставка полая; цена предварительная, для расчета точной стоимости необходимо предоставит 3Д макет", Дизайн: индивидуальная форма,300,"17,7","1821,4",70-75,"20,5","2110,3",60-65,28 330,15,25-27,
 ,Подставка для благовоний,"Материал: стекло
Размер: 3.7 х 4.6 см", Дизайн: индивидуальная форма,300,"8,1","832,6",30-35,"10,0","1025,3",20-25,3 480,3,13-15,
 ,Подставка для благовоний,"Материал: хрусталь
Размер: 3-5 см", Дизайн: индивидуальная форма,300,"7,4","761,1",30-35,"9,1","934,5",20-25,3 480,3,13-15,
 ,Ароматизированные лавовые камни,"Материал: сталь, вулканическая лава
Размер: 11.5 х 8.5 см
Примечание от фабрики: без ароматизатора", Дизайн: сток,60,"37,2","1821,4",30-35,"40,9","2110,3",20-25,7 470,3,13-15,
 ,Шоппер,"Материал: нейлон
Размер: 36 х 31 х 19.5 см
Примечание от фабрики: цвета: красный, белый, черный, желтый", Дизайн: сток,60,"5,6","579,8",30-35,"6,5","668,4",20-25,2 240,3,13-15,
 ,Шоппер,"Материал: нейлон
Размер: 36 х 40 х 13 см
Примечание от фабрики: цвета: черый, черный, хаки, кирпичный", Дизайн: сток,60,"14,0","1445,8",30-35,"15,9","1634,9",20-25,3 340,3,13-15,
