,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Сумка,"Материал: полиэстер
Размер: 34*42*22cm
Упаковка: OPP пакет
Примечание от фабрики: цены указаны примерно, точный расчет после предоставления макета"," Дизайн: пошив с нуля, индивидуальный паттерн жаккард",500,"10,2","974,0",45-50,,,,10 600,7,17-19,
,,,,1000,"9,7","860,0",50-55,,,,,,,
,Сумка,"Материал: полиэстер
Размер: 34*42*22cm
Упаковка: OPP пакет
Примечание от фабрики: ширина ручек 5см, длина ручки 35см"," Дизайн: пошив с нуля, индивидуальный паттерн жаккард по макету, жаккардовая двусторонняя бирка с лого 4*2см",500,"14,3","1120,0",45-50,,,,13 100,12,22-24,
,,,,1000,"11,4","972,0",50-55,,,,,,,
 ,Сумка,"Материал: полиэстер
Размер: 34*42*22cm
Упаковка: OPP пакет
Примечание от фабрики: цены указаны примерно, точный расчет после изготовления образца"," Дизайн: пошив с нуля, индивидуальный паттерн цифровая печать",500,"17,6","1545,0",50-55,,,,16 300,12,22-24,
,,,,1000,"17,3","1519,0",55-60,,,,,,,
 ,Сумка,"Материал: полиэстер
Размер: 34*42*22cm
Упаковка: OPP пакет
Примечание от фабрики: цены указаны примерно, точный расчет после предоставления макета"," Дизайн: пошив с нуля, индивидуальный паттерн жаккард",500,"13,2","1172,0",45-50,,,,,12,22-24,
,,,,1000,"12,9","1146,0",50-55,,,,,,,
 ,Сумка,"Материал: полиэстер
Размер: 35*23см
Упаковка: OPP пакет"," Дизайн: фабричная модель, индивидуальный паттерн",500,"8,9","794,0",45-50,,,,10 600,7,17-19,
,,,,1000,"8,8","785,0",50-55,,,,,,,
 ,Сумка,"Материал: полиэстер
Размер: 40*32*14см
Упаковка: OPP пакет"," Дизайн: фабричная модель, индивидуальный паттерн",500,"17,0","1495,0",45-50,,,,16 300,12,22-24,
,,,,1000,"16,7","1469,0",50-55,,,,,,,
