,"Менеджер: Магасумов Арсений
Email: arseny@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,,Доставка АВИА,,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Сумка беговая,"Материал: нейлон
Размер: 48х12 см
Упаковка: опп-пакет
Примечание от фабрики: по макету клиента"," Дизайн: создание по макету клиента, шелкография, выкрас в пантон",52000,"4,4","371,1",19295120,70-75,"4,8","407,4",21182200,60-65,"9 900

Запуск через сигнальник",7,17-19,
 ,Сумка беговая,"Материал: нейлон
Размер: 24х11 см
Упаковка: опп-пакет
Примечание от фабрики: по макету клиента"," Дизайн: создание по макету клиента, шелкография, выкрас в пантон",52000,"4,9","419,3",21804640,,"5,4","455,4",23679760,,"9 900

Запуск через сигнальник",7,17-19,
 ,Сумка беговая,"Материал: нейлон
Размер: 51х11 см
Упаковка: опп-пакет
Примечание от фабрики: по макету клиента"," Дизайн: создание по макету клиента, шелкография, выкрас в пантон",52000,"4,6","389,5",20253480,,"5,0","425,8",22140560,,"9 900

Запуск через сигнальник",7,17-19,
 ,Беговой держатель для телефона,"Материал: 92% полиэстер + 8% эластан
Размер: 20х10х2 см
Упаковка: опп-пакет
Примечание от фабрики: по макету клиента", Дизайн: выкрас в пантон по макету клиента,52000,"2,6","219,8",11430120,105-110,"2,6","224,6",11679720,95-100,7 000,10,20-22,
 ,Напульсник,"Материал: полиэстер
Размер: 8х8 см
Упаковка: опп-пакет
Примечание от фабрики: по макету клиента", Дизайн: выкрас в пантон по макету клиента,52000,"0,4","33,5",1742520,70-75,"0,5","40,7",2118480,60-65,7 500,7,17-19,
 ,Сумка беговая,"Материал: нейлон
Размер: 50х10 см
Упаковка: опп-пакет
Примечание от фабрики: нанесение по треблваниям клиента", Дизайн: шелкография,52000,"3,8","322,1",16748160,55-60,"4,1","349,9",18196360,45-50,7 800,7,17-19,
 ,Напульсник,"Материал: 65% полиэстера, 35% хлопка
Размер: 8х8 см
Упаковка: опп-пакет
Примечание от фабрики: нанесение по требованиям клиента


Другая фабрика", Дизайн: вышивка,52000,"0,7","58,3",3031600,55-60,"0,8","64,0",3325400,45-50,4 300,2,12-14,
