,"Менеджер: Казакова Екатерина
Email: kate.k@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,статуэтка на вручение,"Материал: алюминиевый сплав
Размер: 210*116*25mm
Упаковка: заводская упаковка
Примечание от фабрики: проверенная фабрика, делает идеально по макету, вес данной статуэтки будет 1,6 кг, размер уменьшен по рекомендации фабрики, если размер оставить прежним по макету, то вес будет 3,3-4,5 кг. ", Дизайн: по макету и тз клиента,5000,"67,6","5571,7",82-92 кд,,,,"54 000,00","14-16 кд (фото и видео), 12-14 кд (отправка в Москву)",
,,,,,,,,,,,,,
 ,статуэтка на вручение,"Материал: металл, акрил
Размер: 297*165mm 
Упаковка: заводская упаковка
Примечание от фабрики: фабрика предложила изменить материал задней части для того, чтобы добиться веса 1-1,5 кг, материал обсуждаем, можно подобрать, прикрепляю макет, который отрисовала фабрика, буквы добавят обязательно, подставку можно убрать, просто фабрика так отрисовала пока что", Дизайн: по макету и тз клиента,5000,"47,5","4772,3",82-92 кд,,,,"67 500,00","12-14 кд (фото и видео), 12-14 кд (отправка в Москву)",
,статуэтка на вручение,"Материал: металл, акрил
Размер: 297*210mm   
Упаковка: заводская упаковка
Примечание от фабрики: фабрика предложила изменить материал задней части для того, чтобы добиться веса 1-1,5 кг, материал обсуждаем, можно подобрать, прикрепляю макет, который отрисовала фабрика, буквы добавят обязательно, подставку можно убрать, просто фабрика так отрисовала пока что", Дизайн: по макету и тз клиента,5000,"50,8","5101,5",82-92 кд,,,,"67 500,00","12-14 кд (фото и видео), 12-14 кд (отправка в Москву)",
,статуэтка на вручение (контейнер),"Материал: алюминиевый сплав
Размер: 210*116*25mm
Упаковка: заводская упаковка
Примечание от фабрики: проверенная фабрка, делает идеально по макету, вес данной статуетки будет 1,6 кг, размер уменьшен по рекомендации фабрики, если размер оставить прежним по макету, то вес будет 3,3-4,5 кг. ", Дизайн: по макету и тз клиента,5000,"45,0","4394,4",132-142 кд,,,,"54 000,00","14-16 кд (фото и видео), 12-14 кд (отправка в Москву)",
,статуэтка на вручение (контейнер),"Материал: металл, акрил
Размер: 297*165mm 
Упаковка: заводская упаковка
Примечание от фабрики: фабрика предложила изменить материал задней части для того, чтобы добиться веса 1-1,5 кг, материал обсуждаем, можно подобрать, прикрепляю макет, который отрисовала фабрика, буквы добавят обязательно, подставку можно убрать, просто фабрика так отрисовала пока что", Дизайн: по макету и тз клиента,5000,"37,2","3630,6",132-142 кд,,,,"67 500,00","12-14 кд (фото и видео), 12-14 кд (отправка в Москву)",
,статуэтка на вручение (контейнер),"Материал: алюминиевый сплав
Размер: 210*116*25mm
Упаковка: заводская упаковка
Примечание от фабрики: проверенная фабрка, делает идеально по макету, вес данной статуетки будет 1,6 кг, размер уменьшен по рекомендации фабрики, если размер оставить прежним по макету, то вес будет 3,3-4,5 кг. ", Дизайн: по макету и тз клиента,5000,"40,4","3945,1",132-142 кд,,,,"67 500,00","12-14 кд (фото и видео), 12-14 кд (отправка в Москву)",
 ,коробка с ложементом,"Материал: картон, ложемент ЭВА
Размер: 297*210*70 мм
Упаковка: заводская упаковка
Примечание от фабрики: проверенная фабрика, может сделать любую коробку с любым дизайном по макету, посчитан один сложных вариантов с подлноцветной печатью, ложементом, примеры в доп фото", Дизайн: по макету и тз клиента,5000,"8,2","803,6",57-67 кд,,,,"30 500,00","10-12 кд (фото и видео), 12-14 кд (отправка в Москву)",
