,"Менеджер: 
Email: 
Телефон: ",,"Литяк Светлана
svetlana@megamind.ru
+7 (918) 964-19-55",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,,Доставка АВИА,,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Кабель-шнурок,"Материал: плетение
Размер: длина 150 см, диаметр 0.62 см
Цвет: стоковый (красный, голубой, оранжевый, белый, черный)
Тип кабеля: Type C - Type C
Стандартный ток: макс 3 А 60 Вт / 27 Вт
Упаковка: инд пакет
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца

Описание
1. Дизайн «два в одном»: продукт представляет собой уникальный дизайн «два в одном», включающий ремешок для мобильного телефона и кабель для быстрой зарядки. 
2. Быстрая зарядка 60 Вт: высокая выходная мощность 60 Вт может обеспечить достаточную мощность для зарядки устройства за короткое время.
3. Высокая совместимость: интерфейса Type C - Type C может широко применяться к iPhone 15, 14 Pro, Xiaomi, Samsung, а также других марок и моделей мобильных телефонов.
4. Безопасность использования: использование интеллектуальных чипов и нескольких технологий защиты для обеспечения стабильного зарядного тока, предотвращения перегрева, перегрузки по току, короткого замыкания и проблем во время зарядки, а также обеспечения безопасности пользователей и оборудования.
5. Высококачественные материалы: в кабеле используются высокопрочные, устойчивые к растяжению материалы, которые продлевают срок службы продукта. В то же время дизайн ремешка, стильный и практичный, соответствует потребностям современной жизни.", Дизайн: печать лого на металлическом держателе,1000,"3,78","317,22", 317 220,50-55,"4,13","346,65", 346 650,40-45,"5,750",7,17-19,
,,,,2000,"3,72","312,83", 625 660,,"4,07","341,94", 683 880,,,,,
 ,Шнурок для телефона (полный повтор кабеля),"Материал: паракорд
Размер: длина 150 см, диаметр 0.7 см
Цвет: сток (выбор из раскладки)
Фурнитура: карабин, держатель для шнурка, наконечники - металл
Упаковка: инд пакет
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца"," Дизайн: печать лого на металлическом держателе

Раскладка: 7 мм",1000,"3,01","252,89", 252 890,40-45,"3,29","276,18", 276 180,30-35,"5,750",7,17-19,
,,,,2000,"2,91","244,19", 488 380,,"3,18","267,47", 534 940,,,,,
 ,Шнурок для телефона,"Материал: паракорд
Размер: длина 150 см, диаметр 0.7 см
Цвет: сток
Упаковка: инд пакет
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца"," Дизайн: печать лого на вкладыше под чехол или на силиконовом держателе

Раскладка: https://disk.360.yandex.com.am/d/Qd3LGcVSsFe8Ww",1000,"3,57","300,04", 300 040,40-45,"3,86","324,43", 324 430,30-35,"5,750",7,17-19,
,,,,2000,"3,55","297,83", 595 660,,"3,84","322,23", 644 460,,,,,
Расчет от 8.09,,,,,,,,,,,,,,,,
 ,Кабель-шнурок,"Материал: плетение
Размер: длина 150 см, диаметр 0.62 см
Цвет: стоковый (красный, голубой, оранжевый, белый, черный)
Тип кабеля: Type C - Type C
Стандартный ток: макс 3 А 60 Вт / 27 Вт
Упаковка: инд пакет
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца

Описание
1. Дизайн «два в одном»: продукт представляет собой уникальный дизайн «два в одном», включающий ремешок для мобильного телефона и кабель для быстрой зарядки. 
2. Быстрая зарядка 60 Вт: высокая выходная мощность 60 Вт может обеспечить достаточную мощность для зарядки устройства за короткое время.
3. Высокая совместимость: интерфейса Type C - Type C может широко применяться к iPhone 15, 14 Pro, Xiaomi, Samsung, а также других марок и моделей мобильных телефонов.
4. Безопасность использования: использование интеллектуальных чипов и нескольких технологий защиты для обеспечения стабильного зарядного тока, предотвращения перегрева, перегрузки по току, короткого замыкания и проблем во время зарядки, а также обеспечения безопасности пользователей и оборудования.
5. Высококачественные материалы: в кабеле используются высокопрочные, устойчивые к растяжению материалы, которые продлевают срок службы продукта. В то же время дизайн ремешка, стильный и практичный, соответствует потребностям современной жизни."," Дизайн: печать лого на металлическом держателе
Цвет: сток",4000,"3,32","278,56",1 114 240,55-65,"3,66","307,67",1 230 680,45-55,"5,750",8,18-20,
,,," Дизайн: печать лого на металлическом держателе
Цвет: выкрас в пантон",4000,"3,50","294,17",1 176 680,,"3,85","323,28",1 293 120,,"11,810",,,
