,"Менеджер: Казакова Екатерина
Email: kate.k@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,"Шоппер

(стоимость примерная, точная после предоставления макета)","Материал: тпу, полиэстер
Размер: 50*40 см
Упаковка: заводская упаковка
Примечание от фабрики: ", Дизайн: изготовление по макету клиента,500,"10,2","920,4",60-65,,,,15 500,14,24-26,
,,,,1000,"9,6","867,5",65-70,,,,,,,
,,,,3000,"9,1","815,4",70-75,,,,,,,
 ,Прихватки,"Материал: полиэстер
Размер: 18*18 см
Упаковка: заводская упаковка
Примечание от фабрики: нет возможности выкраса, близкий цвет из раскладки"," Дизайн: цвет на выбор из раскладки фабрики, печать лого в 1 цвет",500,"1,4","126,2",50-55,,,,7 000,9,19-21,
,,,,1000,"1,3","117,5",,,,,,,,
,,,,3000,"1,2","113,0",,,,,,,,
 ,Прихватки,"Материал: чистый хлопок
Размер: 18*18 см
Упаковка: заводская упаковка
Примечание от фабрики: нет возможности выкраса, близкий цвет из раскладки"," Дизайн: цвет на выбор из раскладки фабрики, печать лого в 1 цвет",500,"1,8","167,1",50-55,,,,7 000,9,19-21,
,,,,1000,"1,7","156,1",,,,,,,,
,,,,3000,"1,7","150,4",,,,,,,,
 ,Прихватки,"Материал: махровая ткань
Размер: 18*18 см
Упаковка: заводская упаковка
Примечание от фабрики: нет возможности выкраса, близкий цвет из раскладки"," Дизайн: цвет на выбор из раскладки фабрики, тканевая бирка с лого клиента",500,"1,9","175,3",50-55,,,,7 000,9,19-21,
,,,,1000,"1,7","156,1",,,,,,,,
,,,,3000,"1,6","147,9",,,,,,,,
 ,Прихватки,"Материал: чистый хлопок
Размер: 17*17 см, размер рукавицы: 15*30 см
Упаковка: заводская упаковка
Примечание от фабрики: нет возможности выкраса, близкий цвет из раскладки

В набор входят две маленькие прихватки и две рукавицы"," Дизайн: цвет на выбор из раскладки фабрики, печать лого в 1 цвет на каждом предмете",500,"8,7","777,6",55-60,,,,15 500,9,19-21,
,,,,1000,"8,2","732,7",,,,,,,,
,,,,3000,"7,9","710,0",,,,,,,,
 ,Полотенце,"Материал: чистый хлопок
Размер: 30*50 см
Упаковка: заводская упаковка
Примечание от фабрики: раскладки нет, выкрас от 5000 штук, поэтому только стоковые цвета", Дизайн: на заводской тканевой бирке можно нанести свой логотип,500,"1,9","168,1",50-55,,,,9 500,9,19-21,
,,,,1000,"1,7","156,1",,,,,,,,
,,,,3000,"1,7","150,4",,,,,,,,
 ,"Полотенце

(альтернативный способ доставки)","Материал: чистый хлопок 120 г
Размер: 30*50 см
Упаковка: заводская упаковка
Примечание от фабрики: "," Дизайн: выкрас в пантон, вышивка лого 1 цвет размером примерно 5*3 см",500,"4,6","412,6",75-80,,,,7 500,18,28-30,
,,,,1000,"4,3","392,9",,,,,,,,
,,,,3000,"4,1","367,8",,,,,,,,
 ,кепки (альтернативный способ доставки),"Материал: хлопок
Упаковка: заводская упаковка
Примечание от фабрики: выкрас в цвета из раскладки фабрики (в доп фото)"," Дизайн: цвет на выбор из раскладки фабрики, нанесение лого  трафаретной печатью",500,"8,4","750,8",80-85,,,,12 500,15,25-27,
,,,,1000,"8,3","736,3",,,,,,,,
,,,,3000,"7,7","688,5",,,,,,,,
 ,кепки (альтернативный способ доставки),"Материал: хлопок+сетка из нейлона
Упаковка: заводская упаковка
Примечание от фабрики: выкрас в цвета из раскладки фабрики (в доп фото)"," Дизайн: цвет на выбор из раскладки фабрики, нанесение лого  трафаретной печатью",500,"8,1","721,3",80-85,,,,12 500,15,25-27,
,,,,1000,"8,0","707,1",,,,,,,,
,,,,3000,"7,7","681,0",,,,,,,,
