,"Менеджер: Червоненко Светлана
Email: sveta.ch@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Шнур короткий,"Материал: паракорд, акрил, пвх
Размер: ок. 15 см
Упаковка: индивидуальный пакет
Примечание от фабрики: для расчета финальной стоимости необходимо предоставить макет"," Дизайн: 
- выбор цвета шнурков из раскладки
- индивидуальное изготовление пвх шарма 
- индивидуальный дизайн и форма подвеса из акрила
",2000,"2,3","200,2",45-50,"2,6","224,9",35-40,15 000,10,20-22,
,,,,2500,"2,2","197,5",,"2,5","222,1",,,,,
,,,,5000,"2,2","192,0",,"2,5","216,7",,,,,
 ,Шнур для телефона на карабине,"Материал: паракорд
Размер: 80-120 см
Упаковка: индивидуальный пакет
Примечание от фабрики: цена ориентировочная, точная стоимость после изготовления образца"," Дизайн: 
- выбор цвета шнуров, фурнитуры
- нанесение логотипа на карабин - гравировка
- нанесение логотипа на кожаном держателе - тиснение",2000,"5,8","509,9",45-50,"6,1","533,9",35-40,8 100,7,17-19,
,,,,2500,"5,6","494,3",,"5,9","517,5",,,,,
,,,,5000,"5,4","478,6",,"5,7","501,1",,,,,
 ,Короткий шнур с вплетенным платком,"Материал: полиэстер, металл
Размер: 32-34 см
Упаковка: индивидуальный пакет
Примечание от фабрики: цена ориентировочная, точная стоимость после изготовления образца"," Дизайн: 
- индивидуальная запечатка платка
- цепочка серебряная/ золотистая",2000,"2,2","192,0",45-50,"2,4","207,9",35-40,8 100,10,20-22,
,,,,2500,"2,1","183,6",,"2,3","199,1",,,,,
,,,,5000,"2,0","175,2",,"2,2","190,2",,,,,
 ,Шнур из акриловых бусин ,"Материал: акрил
Размер: 120 см
Упаковка: индивидуальный пакет
Примечание от фабрики: цена ориентировочная, точная стоимость после изготовления образца"," Дизайн: 
- подбор бусин из наличия
- 6 акриловых бусин с индивидуальной печатью (буквы / лого)",2000,"2,2","192,6",45-50,"2,5","216,5",35-40,31 500,10,20-22,
,,,,2500,"2,1","184,2",,"2,4","207,4",,,,,
,,,,5000,"2,0","175,8",,"2,3","198,3",,,,,
 ,Шнур с градиентной печатью,"Материал: паракорд 8 мм
Размер: 110 см
Упаковка: индивидуальный пакет
Примечание от фабрики: ", Дизайн: градиентная запечатка шнура,2000,"5,3","462,4",45-50,"5,5","486,4",35-40,14 500,7,17-19,
,,,,2500,"5,0","443,4",,"5,3","466,7",,,,,
,,,,5000,"4,8","422,2",,"5,1","444,7",,,,,
 ,Шнур с биркой ,"Материал: паракорд
Размер: 90 см
Упаковка: индивидуальный пакет
Примечание от фабрики: "," Дизайн: 
- шнуры по индивидуальному плетению
- индивидуальный дизайн жаккардовой бирки",2000,"5,7","499,9",45-50,"6,0","523,9",35-40,8 100,7,17-19,
,,,,2500,"5,5","479,8",,"5,7","503,0",,,,,
,,,,5000,"5,2","457,4",,"5,5","479,9",,,,,
 ,Шнур с несколькими карабинами,"Материал: паракорд
Размер: 90-100 см
Упаковка: индивидуальный пакет
Примечание от фабрики: "," Дизайн: индивидуальное плетение шнура, выбор цвета карабинов",2000,"11,1","974,0",45-50,"11,6","1021,9",35-40,12 500,5,15-17,
,,,,2500,"10,5","920,1",,"11,0","966,6",,,,,
,,,,5000,"9,7","855,9",,"10,2","900,9",,,,,
 ,Шнур 2 в 1: короткий+длинный,"Материал: паракорд 7 мм
Размер: 160/120/40 см
Упаковка: индивидуальный пакет
Примечание от фабрики: ", Дизайн: индивидуальное плетение шнура,2000,"4,4","387,5",45-50,"4,7","411,4",35-40,6 000,7,17-19,
,,,,2500,"4,0","351,4",,"4,3","374,6",,,,,
,,,,5000,"3,6","316,6",,"3,9","339,1",,,,,
