,"Менеджер: Червоненко Светлана
Email: sveta.ch@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Значок «Георгиевская лента»,"Состав: металл - цинковый сплав для художественного литья, не содержащий вредных и вызывающих аллергии компонентов, эмаль 2 цвета. 
Покрытие: Покрытие оттенка «белое золото».
Размер: 30х18мм
Вид упаковки: пакет с клеевым клапаном 
Крепеж: цанга - бабочка.", Дизайн: индивидуальный дизайн,1000,"0,7","64,8",40-45,"0,7","65,3",30-35,12 300,10,20-22,
,,,,2000,"0,7","62,9",40-45,"0,7","63,4",30-35,,,,
,,,,3000,"0,7","59,8",40-45,"0,7","60,3",30-35,,,,
,,,,5000,"0,6","53,4",45-50,"0,6","53,9",35-40,,,,
,,"Состав: металл - цинковый сплав для художественного литья, не содержащий вредных и вызывающих аллергии компонентов, эмаль 2 цвета. 
Покрытие: Покрытие оттенка «белое золото».
Размер: 30х18мм
Вид упаковки: пакет с клеевым клапаном 45х80мм под формат подложки 
Подложка: 40х80мм, печать 4+4, картон 300 гр.
Крепеж: цанга - бабочка.", Дизайн: индивидуальный дизайн,1000,"1,1","99,1",40-45,"1,2","101,1",30-35,"12300-значок, 6000 - подложка",10,20-22,
,,,,2000,"0,9","83,1",40-45,"1,0","85,0",30-35,,,,
,,,,3000,"0,9","74,8",40-45,"0,9","76,7",30-35,,,,
,,,,5000,"0,7","64,4",45-50,"0,8","66,2",35-40,,,,
 ,Значок «Звезда»,"Состав: металл - цинковый сплав (или металлический) для художественного литья, не содержащий вредных и вызывающих аллергии компонентов, эмаль 1 цвет. 
Покрытие: оттенок «белое золото».
Размер: 25мм
Вид упаковки: пакет с клеевым клапаном 
Крепеж: цанга - бабочка.", Дизайн: индивидуальный дизайн,1000,"0,8","67,9",40-45,"0,8","68,4",30-35,12 300,10,20-22,
,,,,2000,"0,8","66,5",40-45,"0,8","67,0",30-35,,,,
,,,,3000,"0,7","60,0",40-45,"0,7","60,6",30-35,,,,
,,,,5000,"0,6","56,5",45-50,"0,7","57,0",35-40,,,,
,,"Состав: металл - цинковый сплав (или металлический) для художественного литья, не содержащий вредных и вызывающих аллергии компонентов, эмаль 1 цвет. 
Покрытие: оттенок «белое золото».
Размер: 25мм
Вид упаковки: пакет с клеевым клапаном 45х80мм под формат подложки 
Подложка: 40х80мм, печать 4+4, картон 300 гр.
Крепеж: цанга - бабочка.
", Дизайн: индивидуальный дизайн,1000,"1,2","102,2",40-45,"1,2","104,2",30-35,"12300-значок, 6000 - подложка",10,20-22,
,,,,2000,"1,0","86,7",40-45,"1,0","88,6",30-35,,,,
,,,,3000,"0,9","75,0",40-45,"0,9","76,9",30-35,,,,
,,,,5000,"0,8","67,5",45-50,"0,8","69,4",35-40,,,,
 ,Значок «Z броня»,"Состав: металл - цинковый сплав для художественного литья, не содержащий вредных и вызывающих аллергии компонентов, эмаль 2 цвета
Вид упаковки: пакет с клеевым клапаном 
Значок: 23мм27х2мм
Крепеж: цанга - бабочка.
", Дизайн: индивидуальный дизайн,1000,"0,8","67,9",40-45,"0,8","68,4",30-35,10 200,10,20-22,
,,,,2000,"0,8","66,5",40-45,"0,8","67,0",30-35,,,,
,,,,3000,"0,7","60,0",40-45,"0,7","60,6",30-35,,,,
,,,,5000,"0,6","56,5",45-50,"0,7","57,0",35-40,,,,
,,"Состав: металл - цинковый сплав для художественного литья, не содержащий вредных и вызывающих аллергии компонентов, эмаль 2 цвета
Вид упаковки: пакет с клеевым клапаном 62х101мм
Подложка: 50х100мм, печать 4+4, картон 250/300 гр 
Значок: 23мм27х2мм
Георгиевская лента: 196х25мм (в развороте), 95х25мм (в сложенном виде)
Крепеж: цанга - бабочка.
", Дизайн: индивидуальный дизайн,1000,"1,7","146,4",40-45,"1,7","149,7",30-35,"10200-значок, 6000 - подложка",10,20-22,
,,,,2000,"1,5","130,8",40-45,"1,5","134,1",30-35,,,,
,,,,3000,"1,3","117,9",40-45,"1,4","121,1",30-35,,,,
,,,,5000,"1,2","109,1",45-50,"1,3","112,2",35-40,,,,
 ,Значок «V броня»,"Состав: металл - цинковый сплав для художественного литья, не содержащий вредных и вызывающих аллергии компонентов, эмаль 2 цвета
Вид упаковки: пакет с клеевым клапаном 
Значок: 23мм27х2мм
Крепеж: цанга - бабочка.
", Дизайн: индивидуальный дизайн,1000,"0,8","67,9",40-45,"0,8","68,4",30-35,10 200,10,20-22,
,,,,2000,"0,8","66,5",40-45,"0,8","67,0",30-35,,,,
,,,,3000,"0,7","60,0",40-45,"0,7","60,6",30-35,,,,
,,,,5000,"0,6","56,5",45-50,"0,7","57,0",35-40,,,,
,,"Состав: металл - цинковый сплав для художественного литья, не содержащий вредных и вызывающих аллергии компонентов, эмаль 2 цвета
Вид упаковки: пакет с клеевым клапаном 62х101мм
Подложка: 50х100мм, печать 4+4, картон 250/300 гр 
Значок: 23мм27х2мм
Георгиевская лента: 196х25мм (в развороте), 95х25мм (в сложенном виде)
Крепеж: цанга - бабочка.
", Дизайн: индивидуальный дизайн,1000,"1,7","146,4",40-45,"1,7","149,7",30-35,"10200-значок, 6000 - подложка",10,20-22,
,,,,2000,"1,5","130,8",40-45,"1,5","134,1",30-35,,,,
,,,,3000,"1,3","117,9",40-45,"1,4","121,1",30-35,,,,
,,,,5000,"1,2","109,1",45-50,"1,3","112,2",35-40,,,,
 ,Значок «Z»,"Состав: металл - цинковый сплав для художественного литья, не содержащий вредных и вызывающих аллергии компонентов.
Крепеж: цанговый зажим
Размер значка 20 х 25 мм.
Вид упаковки: пакет с клеевым клапаном ", Дизайн: индивидуальный дизайн,1000,"0,7","62,7",40-45,"0,7","63,3",30-35,10 200,10,20-22,
,,,,2000,"0,7","61,1",40-45,"0,7","61,6",30-35,,,,
,,,,3000,"0,6","55,0",40-45,"0,6","55,6",30-35,,,,
,,,,5000,"0,6","51,7",45-50,"0,6","52,2",35-40,,,,
,,"Состав: металл - цинковый сплав для художественного литья, не содержащий вредных и вызывающих аллергии компонентов.
Крепеж: цанговый зажим
Размер значка 20 х 25 мм.
Вид упаковки: пакет с клеевым клапаном 62х101мм
Подложка: 50х100мм, печать 4+4, картон 300 гр
", Дизайн: индивидуальный дизайн,1000,"1,1","97,0",40-45,"1,1","99,0",30-35,"10200-значок, 6000 - подложка",10,20-22,
,,,,2000,"0,9","81,3",40-45,"1,0","83,2",30-35,,,,
,,,,3000,"0,8","70,0",40-45,"0,8","71,9",30-35,,,,
,,,,5000,"0,7","62,7",45-50,"0,7","64,5",35-40,,,,
 ,Значок «V»,"Состав: металл - цинковый сплав для художественного литья, не содержащий вредных и вызывающих аллергии компонентов.
Крепеж: цанговый зажим
Размер значка 20 х 25 мм.
Вид упаковки: пакет с клеевым клапаном ", Дизайн: индивидуальный дизайн,1000,"0,7","62,7",40-45,"0,7","63,3",30-35,10 200,10,20-22,
,,,,2000,"0,7","61,1",40-45,"0,7","61,6",30-35,,,,
,,,,3000,"0,6","55,0",40-45,"0,6","55,6",30-35,,,,
,,,,5000,"0,6","51,7",45-50,"0,6","52,2",35-40,,,,
,,"Состав: металл - цинковый сплав для художественного литья, не содержащий вредных и вызывающих аллергии компонентов.
Крепеж: цанговый зажим
Размер значка 20 х 25 мм.
Вид упаковки: пакет с клеевым клапаном 62х101мм
Подложка: 50х100мм, печать 4+4, картон 300 гр
", Дизайн: индивидуальный дизайн,1000,"1,1","97,0",40-45,"1,1","99,0",30-35,"10200-значок, 6000 - подложка",10,20-22,
,,,,2000,"0,9","81,3",40-45,"1,0","83,2",30-35,,,,
,,,,3000,"0,8","70,0",40-45,"0,8","71,9",30-35,,,,
,,,,5000,"0,7","62,7",45-50,"0,7","64,5",35-40,,,,
