,"Менеджер: Андрианова Анастасия
Email: anastasiaandrianova@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Костер-открывашка ,"Материал: дерево, металл
Размер: 10 см
Упаковка: пластиковый пакетик
Примечание от фабрики: ", Дизайн: гравировка логотипа,200,"2,5","241,7",32-37,"2,73","266,29",22-27,"4 100,00",15-18,
,,,,500,"2,42","236,55",32-37,"2,68","261,19",22-27,,,
,,,,800,"2,34","228,36",32-37,"2,58","252,27",22-27,,,
 ,Костер-открывашка ,"Материал: жесть
Размер: 7,5 см
Упаковка: пластиковый пакетик
Примечание от фабрики: ", Дизайн: печать логотипа цветная,200,"1,4","133,1",30-35,"1,57","152,78",20-25,"4 100,00",14-17,
,,,,500,"1,2","116,7",30-35,"1,4","136,42",20-25,,,
,,,,800,"1,1","106,98",30-35,"1,3","126,69",20-25,,,
 ,Открывашка-магнит,"Материал: пластик, металл, магнит
Размер: 10,2*4,2*2,2 см
Упаковка: фабричная коробка
Примечание от фабрики: ",Нельзя сделать брендинг,200,"2,8","269,4",32-37,"3,01","293,86",22-27,"2 000,00",12-15,
,,,,500,"2,65","258,68",32-37,"2,9","283,13",22-27,,,
,,,,800,"2,56","249,84",32-37,"2,8","273,56",22-27,,,
 ,Костер-открывашка ,"Материал: кожзам, нержавеющая сталь
Размер: 10*10 см
Упаковка: пластиковый пакетик
Примечание от фабрики: ", Дизайн: УФ-печать/гравировка/тиснение логотипа,200,"4,0","392,5",35-40,"4,42","431,39",25-30,"5 300,00",17-20,
,,,,500,"3,1","302,87",35-40,"3,5","341,81",25-30,,,
,,,,800,"2,95","287,52",35-40,"3,34","326,45",25-30,,,
