,"Менеджер: 
Email: 
Телефон: ",,"Эмина Арина Ильинична
arinae@megamind.ru
+7 (918) 370-96-97",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Игрушка 1,"Материал: плюш, каучуковый мячик внутри
Размер: 10 см в высоту
Упаковка: OPP пакет
Примечание от фабрики:  используется фабричная форма (фабрика производит аналогичные товары), но можно настроить цвет и нанести лого
Чтобы оценить возможность шитья по макету, фабрике необходимо посмотреть макет ", Дизайн: настройка цвета и логотипа,1000,"16,31","1392,79",65-70,"16,96","1453,94",55-60,13 000,25,35-37,
,,,,3000,"15,15","1294,10",70-75,"15,77","1352,19",60-65,,,,
,,,,5000,"13,65","1166,10",70-75,"14,22","1219,60",60-65,,,,
,,,,10000,"12,59","1075,17",75-80,"13,13","1125,61",65-70,,,,
 ,Игрушка 2,"Материал: плюш, ароматизированные шарики
Размер: 10-16 см
Упаковка: OPP пакет
Примечание от фабрики: используется фабричная форма, фабрика не делает индивидуальный пошив и не может настроить цвет игрушки (можно нанести лого)
Ароматов на выбор нет, используется один стандартный", Дизайн: форма из наличия и нанесение лого,1000,"6,32","552,01",55-60,"7,28","641,77",45-50,13 000,15,25-27,
,,,,3000,"5,83","509,24",60-65,"6,74","594,52",50-55,,,,
,,,,5000,"5,21","456,01",60-65,"6,05","534,55",50-55,,,,
,,,,10000,"4,86","424,96",65-70,"5,65","499,01",55-60,,,,
