,"Менеджер: Киселева Екатерина
Email: katya.e@megamind.ru
Телефон: +7 (921) 970-63-24
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Прозрачная сумка ,"Материал: ПВХ
Размер: 13 х 18 х 5 см
Цвет: желтый, белый, розовый, черный, фиолетовый, бирюзовый
Упаковка: сток",Дизайн: сток,110,"3,9","436,7",27-32,"4,7","533,4",17-22,7700,2,10-12,
,,,"Дизайн: брендирование, выкрас в пантон, печать лого (перед новым годом заказы на брендирование не принимаются)",500,"3,8","424,6",35-40 ,"4,6","521,4",25-30,13500,7,10-12,
,,,"Дизайн: брендирование, выкрас в пантон, печать лого (перед новым годом заказы на брендирование не принимаются)",1000,"3,8","422,9",35-40 ,"4,6","519,7",25-30,,,,
 ,Прозрачная сумка ,"Материал: ПВХ
Размер: 29 х 18 х 13 см
Цвет:  фиолетовый, серый, синий
Упаковка: сток
",Дизайн: сток,110,"6,5","734,0",30-35,"8,0","922,9",20-25,8500,2,10-12,
,,,"Дизайн: брендирование, выкрас в пантон, печать лого",1000,"8,9","983,2",55-60,"9,8","1094,2",45-50,14700,7,10-12,
 ,Прозрачная сумка ,"Материал: ПВХ
Размер: индивидуальный / для стока - А3
Цвет:  фиолетовый, черный
Упаковка: сток
",Дизайн: нанесение лого шелкографией 2+0,300,"27,7",2971,45-50,"29,2","3139,7",35-40,25500,5,10-12,
,,,Дизайн: нанесение лого шелкографией 2+0,1000,"8,9",971,45-50,"10,3","1139,4",35-40,,,,
,,,"Дизайн: нанесение лого шелкографией, брендирование цвета и длины ремня, изменение размера сумки на желаемый",2000,"9,4","1031,3",50-55,"10,9","1199,8",40-45,29500,5,10-12,
 ,Прозрачная сумка ,"Материал: ПВХ
Размер: индивидуальный
Цвет:  фиолетовый, черный
Упаковка: сток
","Дизайн: нанесение лого шелкографией, брендирование цвета и длины ремня, изменение размера и цвета сумки на желаемый",3000,"7,3",794,45-50,"8,4","929,1",35-40,25500,5,10-12,
,,,,,,,,,,,,,,
 ,Прозрачная сумка ,"Материал: ПВХ
Размер: 21 х 15 х 8 см
Цвет:  фиолетовый, черный
Упаковка: сток
","Дизайн: сток, без фабричного лого",300,"7,3",814,32-37,"9,0","1016,4",22-27,7000,2-3,10-12,
,,,,,,,,,,,,,,
 ,Прозрачная сумка ,"Материал: ПВХ
Размер: А3, примерно 42 х 30 х 12 см
Цвет:  фиолетовый, черный, ремень сумки черного цвета
Упаковка: сток
",Дизайн: нанесение лого 2+0,200,"10,1",1115,35-40,"12,1","1350,5",25-30,14500,2-3,10-12,
