,"Менеджер: Литяк Светлана
Email: svetlana@megamind.ru
Телефон: +7 (918) 964-19-55
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Коврик для йоги,"Материал: TPE
Размер: 183 х 61 см
Толщина: 0.4 см
Цвет: синий стоковый (один цвет или два)
Упаковка: пленка
Примечание от фабрики: для подтверждения стоимости необходима проработка образца", Дизайн: сток,300,"14,8","1255,3",32-37,"19,5","1661,2",22-27,3 990,2,12-14,
,,,,500,"14,2","1206,1",,"18,9","1605,2",,,,,
,,,,1000,"13,7","1165,2",,"18,4","1559,7",,,,,
,,,,1500,"13,5","1144,6",,"18,0","1532,4",,,,,
,,," Дизайн: печать лого, шелкография",300,"15,5","1321,1",35-40,"20,3","1727,0",25-30,11 350,4,14-16,
,,,,500,"14,7","1252,7",,"19,4","1651,8",,,,,
,,,,1000,"14,2","1203,6",,"18,8","1598,1",,,,,
,,,,1500,"13,9","1179,8",,"18,4","1567,6",,,,,
 ,Коврик для йоги,"Материал: алюминиевый сплав, пластик
Размер: 65 - 135 см
Цвет: синий / красный / черный
Упаковка: инд пакет
Примечание от фабрики: для подтверждения стоимости необходима проработка образца"," Дизайн: печать лого, шелкография",500,"6,2","528,9",45-50,"7,8","660,9",35-40,6 670,10,20-22,
,,,,700,"6,1","515,1",,"7,6","647,1",,,,,
