,"Менеджер: Литяк Светлана
Email: svetlana@megamind.ru
Телефон: +7 (918) 964-19-55
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Шнурок для телефона,"Материал: паракорд, металлическая фурнитура
Размер: длина 120 см, диаметр шнура 7 мм
Цвет: два цвета из раскладки фабрики (основной шнурок + обмотка)
Упаковка: индивидуальный пакет
Примечание от фабрики: необходима проработка образца для уточнения стоимости"," Дизайн: гравировка на зажиме, печать на вкладыше для чехла",1000,"3,5","299,7",40-45,"3,8","326,6",30-35,7 780,7,17-19,
 ,Липпер,"Материал: силикон
Размер: 100 х 64 х 3.5 мм
Цвет: выкрас в пантон (от 1000 шт)
Упаковка: индивидуальный пакет"," Дизайн: выкрас в пантон, печать лого (прям на присосках для позиций с 40 присосками, или между присосок для изделия с 30 присосками)",1000,"0,6","52,5",35-40,"0,7","58,5",25-30,5 600,5,15-17,
,Ланъярд-кабель,"Материал: силикон, пластик
Цвет: на фото
Упаковка: индивидуальный пакет
Примечание от фабрики: стоимость может быть уточнена после проработки образцов

",Дизайн: гравировка лого,1000,"3,4","291,1",40-45,"3,8","320,6",30-35,6 060,7,17-19,
,"Универсальный ремешок для телефона, одновременно и зарядное устройство","Материал: пластик
Размер: 1,5 м
Технические характеристики: 
Lightning, Type-C
Количество разветвлений:4 в 1
Упаковка: сток
Примечание: необходимо уточнять по наличию и подтвердить стоимость",Дизайн: сток,1000,"7,9","673,6",40-45,"8,6","729,1",30-35,7 000,7,17-19,
,Портативная мини вспышка,"Материал: пластик
Размер: 136 х 58 х 16
Упаковка: сток (от 3000 шт можно закастомить упаковку)
Примечание: может потребоваться подтверждение по макету",Дизайн: сток,1000,"14,1","1201,1",50-55,"14,6","1241,9",40-45,15 000,12,22-24,
,,,Дизайн: нанесение логотипа тампопечатью,2000,"14,1","1200,2",,"14,6","1241,0",,,,,
,Стакан 1,"Материал: нержавейка 304
Размер: 500 мл
Упаковка: фабричная коробка
Примечание: можно покрасить стенки стакана (в цену не входит)",Дизайн: лого шелкографией,1000,"5,8","514,9",40-45,"7,8","701,4",30-35,9 700,7,17-19,
,Стакан 2,"Материал: нержавейка 201 и 304
Размер: 600 мл, 16 х 8.8 см
Упаковка: фабричная коробка
Примечание: можно покрасить стенки стакана (в цену входит)",Дизайн: лого шелкографией,1000,6,"530,8",35-40,"7,8","698,5",25-30,10 850,9,19-21,
,Стакан 3,"Материал: нержавейка 201 и 304
Размер: 710 мл
Упаковка: фабричная коробка
",Дизайн: лого ,1000,"13,4",1166,40-45,"15,6","1367,5",30-35,16 100,10,20-22,
