,"Менеджер: Куницына Ольга
Email: olga.k@megamind.ru
Телефон: +7 (911) 087-57-14
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
,Поилка,"Материал: пластик
Размер: 8х8х26 см, 550мл
Цвет: согласно картинке
Упаковка: прозрачный пакет
", Дизайн: шелкография в один цвет,1000,"6,3","551,1",55-60,,,,22 300,7,17-19,
 ,Поилка складная,"Материал: пластик
Размер: 4х4х20 см, 420 мл
Цвет: фиолетовый, белый, розовый
Упаковка: фабричная коробка
Примечание от фабрики: минимальный тираж 3000 шт", Дизайн: шелкография в один цвет,3000,"9,0","788,1",55-60,,,,7 400,7,17-19,
,Поводок с запечаткой по макету,"Материал: полиэстер, металл
Размер: 2х250 см
Упаковка: прозрачный пакет
", Дизайн: сублимационная печать,500,"4,4","381,5",55-60,,,,15 200,7,17-19,
 ,Рулетка с подсветкой,"Материал: пластик
Размер: 5 м
Цвет: синий, серный, голубой, серый, фиолетовый, розовый
Упаковка: фабричная
Примечание от фабрики: наклейку с цветной печатью можно настроить, расчет после предоставления макта", Дизайн: тампопечать в один цвет,500,"6,1","528,7",55-60,,,,15 600,7,17-19,
 ,"Чехол для мешков ""косточка""","Материал: пластик
Размер: 3х5 см
Цвет: согласно картинке
Упаковка: без индивидуальной упаковки

", Дизайн: шелкография в один цвет,500,"0,8","69,8",55-60,,,,5 800,7,17-19,
 ,Чехол для мешков с фонариком,"Материал: пластик
Размер: 3,5х6 см
Цвет: зеленый, синий, серый, розовый
Упаковка: без индивидуальной упаковки
", Дизайн: шелкография в один цвет,500,"1,6","136,1",55-60,,,,9 600,7,17-19,
 ,Расческа для животных,"Материал: пластик, силикон
Размер: 97х98х30 мм
Цвет: розовый, зеленый, синий
Упаковка: фабричная коробка
", Дизайн: шелкография в один цвет,1080,"4,4","383,5",55-60,,,,9 600,7,17-19,
