,"Менеджер: 
Email: 
Телефон: ",,"Куницына Ольга
olga.k@megamind.ru
+7 (911) 087-57-14",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,,Доставка АВИА,,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Итого, руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Итого, руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Металлический брелок,"Материал: цинковый сплав
Размер: 50х28 мм
Упаковка: прозрачный пакет
",Дизайн: шелкография 6 цветов или УФ-печать,7500,"1,2","101,3","759 675,00",55-60,,,"0,00",,7 000,10,20-22,
,,,Дизайн: запекаемая краска (возможно если макет без градиента и с толстыми линиями),7500,"1,7","150,4","1 128 225,00",60-65,,,,,16 800,,,
,,,Дизайн: цветная эмаль,7500,"1,9","164,3","1 232 250,00",60-65,,,"0,00",,16 800,,,
 ,Ремувка,"Материал: хлопковая лента
Размер: 12х2,5 см, толщина 1,2 мм
Упаковка: 
",Дизайн: шелкография 6 цветов,7500,"1,5","134,0","1 005 225,00",55-60,,,"0,00",,21 800,10,20-22,
 ,Ремувка,"Материал: полиэстер
Размер: 7х2,5 см, в сложенном виде
Упаковка: прозрачный пакет
",Дизайн: тканевая этикетка жаккард,7500,"1,1","97,0","727 650,00",55-60,,,"0,00",,8 200,10,20-22,
,,,Дизайн: шелкография 6 цветов,7500,"1,2","101,7","762 375,00",55-60,,,,,23 000,,,
,,,Дизайн: термотрансфер,7500,"1,0","88,9","666 975,00",55-60,,,"0,00",,4 600,,,
