,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Повербанк,"Материал: пластик
Размер: 
Упаковка: кастом фабричной упаковки 4+0
Емкость аккумулятора: 10000mAh
Примечание от фабрики: функция беспроводной зарядки"," Дизайн: гравировка  / УФ печать / шелкография лого на повербанке 1 цвет, кастом упаковки",100,"18,6","1585,0",20-25,,,,5 300,4,14-16,
 ,Повербанк,"Материал: пластик
Размер: 107*66*20,8мм
Упаковка: наклейка на фабричной упаковке
Емкость аккумулятора: 10000mAh
Примечание от фабрики: функция беспроводной зарядки + зарядка для часов"," Дизайн: шелкография лого 1 цвет, наклейка на фабричной упаковке",100,"41,4","3517,0",35-40,,,,12 900,15,25-27,
 ,Повербанк,"Материал: пластик
Размер: 110*69*17mm
Упаковка: заводская цветная коробка
Емкость аккумулятора: 10000mAh
Примечание от фабрики: функция беспроводной зарядки", Дизайн: гравировка лого на повербанке ,100,"27,3","2316,0",20-25,,,,7 800,5,15-17,
 ,Коробка к повербанку,"Материал: картон
Размер: 20*11*4см
Примечание от фабрики: цены указаны ориентировочно, могут измениться в зависимости от итогового макета", Дизайн: изготовление по индивидуальному макету,100,"6,7","571,0",20-25,,,,14 700,7,17-19,
 ,Повербанк,"Материал: пластик
Размер: 
Упаковка: наклейка на фабричной упаковке
Примечание от фабрики: мощность 10000mah", Дизайн: шелкография лого 1 цвет,100,"25,90","2 230,85 ₽",20-25,,,,11 000,5,15-17,
 ,Бутылка,"Материал: нержавеющая сталь 304, полипропилен
Размер: 500мл
Упаковка: кастомная цветная коробка 
Примечание от фабрики:"," Дизайн:  выкрас бутылки в соответсвии с цветовой палитрой Pantone, шелкография лого 1 цвет, кастом коробки",200,"8,94","760,24 ₽",15-20,,,,19 200,7,17-19,
 ,УФ стерилизатор c беспроводной зарядкой,"Материал: АБС пластик
Размер: 23,5*12,5*5см
Упаковка: Кастомная коробка по макету клиента  232*130*55mm
Примечание от фабрики:", Дизайн: лазерная гравировка логотипа по макету клиента,100,"17,57","1 493,78 ₽",10-15,,,,19 200,7,17-19,
 ,Шоппер,"Материал: Хлопок 550г/м
Размер: 35*40см
Упаковка: ОРР пакет
Примечание от фабрики:", Дизайн: шелкография логотипа клиента с двух сторон,300,"4,55","386,53 ₽",15-20,,,,5 200,7,17-19,
 ,Набор зарядок ,"Материал: АБС пластик
Размер: 35*40см
Упаковка: кастомная картонная коробка
Примечание от фабрики:", Дизайн: шелкография логотипа клиента одинр цвет,100,"4,07","346,28 ₽",17-20,,,,11 200,9,19-21,
 ,Зарядный кабель,"Материал: TPE, ABS 
Длина: 20-120см
Упаковка: заводская
Примечание от фабрики: 120W", Дизайн: гравировка лого ,100,"3,8","324,0",15-20,,,,8 300,4,14-16,
