,"Менеджер: 
Email: 
Телефон: ",,"Червоненко Светлана
sveta.ch@megamind.ru
",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Сабо,"Материал: эва
Размеры: женские - 36-41, мужские - 40-41
Упаковка: индивидуальный пакет

Цена примерная, необходима проработка образца","Дизайн: 
- выкрас в пантон
- нанесение логотипа на хлятике
- подбор фурнитуры близкого цвета
",2000,"12,7","1065,9",60-65,"16,4","1379,5",50-55,51 400,15,25-27,
,,,,5000,"12,0","1004,7",70-75,"15,5","1301,1",60-65,,,,
,,,,7500,"11,3","951,6",75-80,"14,7","1232,2",65-70,,,,
,,,,10000,"10,9","913,6",75-80,"14,1","1186,4",65-70,,,,
,Сабо с комплектом хлястиков 3 цветов,,"Дизайн: 
- выкрас в пантон
- нанесение логотипа на хлятиках
- подбор фурнитуры близкого цвета
",5000,"12,1","1012,5",70-75,"15,6","1310,5",60-65,,,,
,,,,7500,"11,4","959,2",75-80,"14,8","1241,5",65-70,,,,
,,,,10000,"11,0","921,1",75-80,"14,2","1195,5",65-70,,,,
