,"Менеджер: Киселева Екатерина
Email: katya.e@megamind.ru
Телефон: +7 (921) 970-63-24
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Бейдж,"Материал: цинковый сплав
Размер: 8.5 х 12.5 см, толщина 1-1.5 мм
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо подтверждение цены после проработки макета и образца"," Дизайн: покрытие краской , УФ-печать",100,"6,4","563,7",35-40,"6,6","583,4",25-30,18550 (включено открытие формы),7,17-19,
,,"Материал: нержавеющее железо
Размер: 8.5 х 12.5 см, толщина 1-1.5 мм
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо подтверждение цены после проработки макета и образца",,,"5,1","447,8",,"5,3","467,6",,14300 (включено открытие формы),7,17-19,
,,"Материал: акрил
Размер: 8.5 х 12.5 см, толщина 3 мм
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо подтверждение цены после проработки макета и образца",,,"3,3","291,3",30-35,"3,5","304,5",20-24,3 660,7,17-19,
 ,Подставка под бумагу,"Материал: абс пластик
Размер:  60 х 140 х 70 мм
Упаковка: ОПП пакет
", Дизайн: сток (3 цвета на выбор),100,"3,3","295,7",30-35,"3,8","341,1",20-25,3 450,2,12-14,
,,, Дизайн: лого,1000,3,"272,7",40-45,"3,5","318,1",30-35,11 350,5,15-17,
,,, Дизайн: лого и выкрас в пантон,3000,"2,8","253,6",,"3,3","297,5",,,,,
,Держатель для ручки,"Материал: пластик
Размер: 163 х 8 мм
Упаковка: сток пакет
Примечание: необходимо подтверждение цены после проработки макета и образца",Дизайн: нанесение логотипа монохромной трафаретной печатью,300,"1,6","136,4",40-45,"1,8","156,6",30-35,9 000,10,20-22,
,,,,500,2,"133,8",,"1,8","154,1",,,,,
