,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Монетница-портсигар,"Материал: акрил, ложемент EPE
Размер: 19*13*4cm
Примечание от фабрики: цены указаны примерно, более точно можно рассчитать после изготовления образца", Дизайн: по макету,2000,"14,7","1410,0",50-55,,,,"15 500,00","Фото/видео: 10-12 календ.дней
Доставка: 12-14 календ.дней",
,,,,5000,"14,26",1373,50-55,,,,,,
,,,,10000,"13,19",1275,50-55,,,,,,
 ,Монетница-портсигар,"Материал: акрил, железо, ложемент EPE
Размер: 19*13*4cm
Примечание от фабрики: цены указаны примерно, более точно можно рассчитать после изготовления образца, в стоимость включено открытие формы для металлической части", Дизайн: по макету,2000,"26,6","2518,0",70-75,,,,"147 100,00","Фото/видео: 23-35 календ.дней
Доставка: 12-14 календ.дней",
,,,,5000,"25,9","2454,0",75-80,,,,,,
,,,,10000,"25,5","2422,0",80-85,,,,,,
,,,,,,,,,,,,,
 ,Монетница-портсигар,"Материал: акрил, ложемент
Размер: 19*13*4cm
Примечание от фабрики: учтены замечания после изготовления образца с первой фабрики", Дизайн: по макету,2000,"22,8","2320,0",55-60,,,,"27 000,00","Фото/видео: 10-12 календ.дней
Доставка: 12-14 календ.дней",
,,,,5000,"22,2","2252,0",60-65,,,,,,
,,,,10000,"21,6","2194,0",65-70,,,,,,
,,,,,,,,,,,,,
 ,Монетница-портсигар,"Материал: акрил, ложемент
Размер: 23*15*4,7cm
Упаковка: белая заводская коробка", Дизайн: по макету,2000,"37,9","4311,0",50-55,,,,,,
,,,,5000,"35,9","4085,0",55-60,,,,,,
,,,,10000,"34,1","3892,0",70-75,,,,,,
,,,,,,,,,,,,,
 ,"Монетница-портсигар
согласно образцу","Материал: акрил, ложемент ЭВА
Размер: 23*15*4,7cm
Упаковка: белая заводская коробка", Дизайн: по макету,700,"35,6","3850,7",50-55,"39,34","4 286,81",40-45,,,
