,"Менеджер: Андрианова Анастасия
Email: anastasiaandrianova@megamind.ru
Телефон: 
",,,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,Менеджер ,"Тираж, шт",Доставка ЖД,,,Образец,,,Доп. фото
,,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Футболка ,"Материал: хлопок
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец"," Дизайн: производство по макету, нанесение лого, шелкография, 1 цвет",Арина ,3000,"35,7","3321,2",55-60,17 000,12,22-24,
 ,Футболка ,"Материал: хлопок
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец"," Дизайн: производство по макету, нанесение лого, шелкография, 1 цвет",Арина ,3000,"36,4","3385,3",55-60,14 500,12,22-24,
 ,Футболка ,"Материал: хлопок
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец", Дизайн: производство по макету,Арина ,3000,"34,4","3201,3",95-100,29 000,15,25-27,
 ,Футболка ,"Материал: хлопок
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец", Дизайн: производство по макету,Арина ,3000,"37,0","3441,3",95-100,29 000,15,25-27,
 ,Лонг,"Материал: хлопок
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец", Дизайн: производство по макету,Арина ,3000,"39,4","3666,1",95-100,29 000,15,25-27,
 ,Лонг,"Материал: хлопок
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец", Дизайн: производство по макету,Арина ,3000,"40,9","3801,0",50-55,15 000,7,17-19,
 ,Жилет,"Материал: полиэстер
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец", Дизайн:  производство по макету,Арина ,3000,"51,9","4830,2",55-60,17 000,12,22-24,
 ,Жилет,"Материал: полиэстер
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец", Дизайн:  производство по макету,Арина ,3000,"53,7","4990,3",55-60,17 000,12,22-24,
 ,Худи,"Материал: хлопок
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец", Дизайн:  производство по макету,Арина ,3000,"63,0","5860,5",55-60,17 000,12,22-24,
,Пакет ,"Материал: кожкартон 
Размер: 50*20  см
Упаковка: индивидуальный пакет 
Примечание от фабрики: "," Дизайн: цвет из наличия, нанесение лого",Полина ,3000,"11,7","1090,7",55-60,10 000,7,17-19,
 ,Футболка ,"Материал: хлопок
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец", Дизайн: производство по макету,Арина ,3000,"36,3","3377,2",55-60,15 000,12,22-24,
 ,Поло,"Материал: хлопок
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец"," Дизайн: производство по макету, нанесение лого, шелкография, 1 цвет",Арина ,3000,"42,7","4398,5",55-60,14 500,12,22-24,
 ,Джемпер,"Материал: хлопок
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: 
*цена примерная, для расчета точной стоимости необходимо произвести образец"," Дизайн: производство по макету, нанесение лого, шелкография, 1 цвет",Арина ,3000,"46,2","4753,0",55-60,17 000,12,22-24,
 ,Кепка,"Материал: хлопок
Размер: 56-58 см
Упаковка: 
Примечание от фабрики: "," Дизайн: 
- печать паттерна на козырьке
- вышивка слоганов на клиньях
- фурнитура в пантон
- кепка регулируется нейлоновыми шнурами со стоппером в цвет близкий к пантону",Света,3000,"7,7","715,3",50-55,8 500,7,17-19,
,Кепка,"Материал: 
Размер: 
Упаковка: 
Примечание от фабрики: ", Дизайн: ,Света,3000,"8,0","747,3",50-55,8 500,7,17-19,
,Кепка,"Материал: 
Размер: 
Упаковка: 
Примечание от фабрики: ", Дизайн: ,Света,3000,"7,0","651,2",50-55,8 500,7,17-19,
,Докер ,"Материал: хлопок, пластик 
Размер: 56-60
Упаковка: ОРР-пакет 
Примечание от фабрики: "," Дизайн: Нанесене лого- термопечать 
Жакккардовая бирка с нанесение лого",Полина ,3000,"5,4","497,3",55-60,9 000,10,20-22,
 ,Упаковка для брелоков,"Материал: пластик
Размер: 3,8*9,5 см
Упаковка: 
Примечание от фабрики: "," Дизайн: 
- индивидуальный цвет
- настройка размера
- нанесение логотипа",Света,3000,"0,1","10,3",35-40,1 800,3,13-15,
 ,Матовый ПВХ пакет с биркой,"Материал: матовый прозрачный пвх, бирка картон
Размер: ок. 25*30 см
Упаковка: 
Примечание от фабрики: "," Дизайн: 
индивидуальное изготовление
выбор цвета материала
нанесение 1 цвет
бирка с посеребряной печатью",Света,3000,"4,5","420,6",60-65,"8500- сумка, 4000 - бирка",7,17-19,
 ,Сумка для ноутбука,"Материал: полиэстер
Размер: 25*35 см
Упаковка: OPP пакет
Примечание от фабрики: 
*можно добавить бирку, настроить цвет и нанести лого
*можно выбрать дизайн самой сумки "," Дизайн: 
 - нанесение лого, шелкография, 2 цвета
- нанесенике паттерна, 1 цвет, уф-печать
",Арина ,3000,"10,1","1036,6",45-50,11 500,10,20-22,
 ,Футболка,"Материал: хлопок 250 гр
Размер: M, L, XL
Упаковка: OPP пакет
Примечание от фабрики: "," Дизайн: желтый полупрозрачный карман, нанесение лого внутри",Арина ,3000,"32,9","3063,8",45-50,15 500,7,17-19,
 ,,"Материал: футер, плотность 445 грм
Размер: S-XXL
Упаковка: OPP-пакет
Примечание от фабрики: "," Дизайн: нанесение лого- термопечать
жакккардовая бирка  ",Полина ,3000,"35,7","3321,8",50-55,10 000,5,15-17,
 ,Бумажный пакет с шубером,"Материал: пакет - бумага 300 гр, шубер - картон 350 гр
Размер: пакет ок. 25*20*8 см, шубер 35*20 см
Упаковка: 
Примечание от фабрики: "," Дизайн: 
- индивидуальное производство
- выкрас полностью
- печать принта и логотипа
- матовая ламинация",Света,3000,"1,9","173,8",50-55,11 800,7,17-19,
 ,,"Материал: PET
Размер: 60*50+8 см
Примечание от фабрики: "," Дизайн: нанесение лого, уф-печать ",Полина ,3000,"1,9","179,8",35-40,4 000,5,15-17,
 ,Брелок,"Материал: акрил
Размер: брелок 5*2,5 см, упаковка 3*5,5 см
Упаковка: OPP пакет с наклейкой
Примечание от фабрики: "," Дизайн: 
- производство брелка по макету, цвета близкие к пантону 
- нанесение лого с двух сторон, уф-печать, 1 цвет
- производство клеевой бирки на упаковку по макету с лого",Арина ,3000,"1,2","107,5",35-40,4 500,5,15-17,
 ,,"Материал: 45%вискоза, 28%поиамид, 27%полиэстер 
Размер: 
Упаковка: Индивидуальный OPP-пакет
Примечание от фабрики: ", Дизайн: ,Полина ,3000,"37,9","3520,6",55-60,10 500,7,17-19,
 ,,"Материал: металл, акрил
Размер: 
Акриловые шармы: 1,5*1,5 мс
Металлические шармы: 2,5*1 см 
Упаковка: ОРР- пакет 
Примечание от фабрики: "," Дизайн: индивидуальная форма шармов, нанесение логотипа ",Полина ,3000,"4,1","382,6",40-45,16 500,10,20-22,
 ,,"Материал: хлопок 
Размер: 56-60
Упаковка: ОРР-пакет
Примечание от фабрики: "," Дизайн: нанесение лого- термопечать, жаккардовая бирка ",Полина ,3000,"5,4","497,3",55-60,9 000,10,20-22,
 ,,"Материал: целлюлозно-волокнистая паста
Размер: 46,5*23,8*3,1 см 
Упаковка: 
Примечание от фабрики: ", Дизайн: нанесние лого,Полина ,3000,"1,3","116,4",45-50,9 000,5,15-17,
 ,Свитер,"Материал: Трикотаж 
Размер: M, L, XL 
Упаковка: Индивидуальный OPP-пакет
Примечание от фабрики: "," Дизайн: производство по макету, вязка",Арина ,3000,"43,1","4004,1",55-60,17 000,6,16-18,
 ,Свитер,"Материал: Трикотаж 
Размер: M, L, XL 
Упаковка: Индивидуальный OPP-пакет
Примечание от фабрики: "," Дизайн:  производство по макету, вязка",Арина ,3000,"46,5","4324,1",55-60,17 000,6,16-18,
 ,,"Материал: Трикотаж 
Размер: M, L, XL 
Упаковка: Индивидуальный OPP-пакет
Примечание от фабрики: ", Дизайн: ,Полина ,3000,,,,,,10-12,
