,"Менеджер: Казакова Екатерина
Email: kate.k@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,подставка для телефона,"Материал: металл матовый
Размер: 12,8*6,1 см
Упаковка: заводская упаковка
Примечание от фабрики: подставка для телефона, повтор тиража", Дизайн: нанесение гравировки в виде логотипа S7 Airlines на одну сторону,2500,"5,6","521,0",57-67 кд,,,,"16 000,00",8-10 кд (фото и видео); 12-14 кд (отправка в Москву),
,,,,,,,,,,,,,
 ,карандаш ,"Материал: дерево
Размер: 10 см
Упаковка: заводская упаковка
Примечание от фабрики: карандаш из дерева с нанесением лого", Дизайн: лого S7 Airlines в один цвет,125000,"0,1","8,0",72-82 кд,,,,"7 200,00",12-14 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,мешок (альтернативный способ доставки),"Материал: спанбонд
Размер: 29х12 см
Упаковка: OPP-пакет
Примечание от фабрики: мешок из спанбонда с брендированием"," Дизайн: нанесение рисунка и логотипа в 1 цвет, Pantone – 6215 С/447 U",100000,"0,5","46,7",67-77 кд,,,,"4 500,00",7-9 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,тапочки с бумажной лентой,"Материал:  материал союзки и подошвы – ЭВА, плотность 40 шор
Размер: 44-45 с полнотой, рассчитанной на высокий подъем ноги;
Упаковка: OPP-пакетик
Примечание от фабрики: поставят в сложенном виде с бумажной лентой (45 мм*350 мм), выкрасят в Pantone 6215 С/447 U, 382 С/389 U. 200000 = 100000 шт набор 1 + 100000 шт набор 2"," Дизайн: Pantone Cool Gray 9 C или Cool Gray 11 C; подошва из ЭВА в цвет материала тапка, толщина подошвы не менее 55 мм; окантовка косой бейкой Оксфорд, закрытый мыс
",200000,"1,9","176,6",67-77 кд,,,,"12 900,00",8-10 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,маска для глаз,"Материал:  оксфорд 
Размер: 190*80 мм;
Упаковка: заводская упаковка
Примечание от фабрики: поставка в сложенном виде без упаковки в индивидуальный пакет, указано кол-во на 2 набора, цена за 100000 шт одинаковая"," Дизайн:  цвет серый, Pantone Cool Gray 9 C или Cool Gray 11 C",200000,"0,8","81,3",52-62 кд,,,,"18 100,00",7-9 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,маска для глаз аналог ,"Материал:  оксфорд 
Размер: 190*80 мм;
Упаковка: заводская упаковка
Примечание от фабрики: поставка в сложенном виде без упаковки в индивидуальный пакет, указано кол-во на 2 набора, цена за 100000 шт одинаковая"," Дизайн:  цвет серый, Pantone Cool Gray 9 C или Cool Gray 11 C",200000,"0,3","28,8",67-77 кд,,,,"9 900,00",7-9 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,"Рожок для обуви (указана примерная цена, точная после предоставления макета)
","Материал:  ПП
Размер: примерный размер 14*8 см (по макету клиента)
Упаковка: заводская упаковка
Примечание от фабрики: необходимо открытие формы

Стоимость открытия формы включена в стоимость за штуку"," Дизайн:  по макету клиента, нанесение логотипа в два цвета",200000,"0,4","40,3",70-75 кд,,,,"30 000,00",33-35 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,пакет,"Материал:  полиэтилен
Размер: 200*120 мм, глубина не менее 60 мм;
Упаковка: заводская упаковка
Примечание от фабрики: фабрика не делает пакеты из материала PET, делает из PET только коробки, с зиплок замком. В стоимость образца включено открытие формы, открытие формы для зип-замка, дизайн по макету.", Дизайн:  по макету с фото,200000,"1,4","143,3",50-60 кд,,,,"48 900,00",14-16 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,"дорожный набор 1 (цена за набор указана примерная, точная будет известна после предоставления макетов)","
Размер: 29х12 см
Упаковка: мешок из снапборда
Примечание от фабрики: в набор входит тапочки с бумажной лентой, маска для сна, рожок для обуви", Дизайн:  по макету клиента,100000,"4,3","421,1",67-77 кд,,,,"60 900,00",38-40 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,"дорожный набор 2 (цена за набор указана примерная, точная будет известна после предоставления макетов)","
Размер: 200*120 мм, глубина не менее 60 мм;
Упаковка: PE-пакет с зип-лок
Примечание от фабрики: в набор входит тапочки с бумажной лентой, маска для сна, рожок для обуви", Дизайн:  по макету клиента,100000,"4,8","469,5",67-77 кд,,,,"105 300,00",38-40 кд (фото и видео); 12-14 кд (отправка в Москву),
