,"Менеджер: Киселева Екатерина
Email: katya.e@megamind.ru
Телефон: +7 (921) 970-63-24
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Сумка кросс-боди,"Материал: нейлон, рип-стоп
Размер: 16 х 10 см
Цвет: светло-серый (пантон 427С)
Фурнитура: влагостойкая молния (пантон 427С); веревка из паракорда, длина 120 см, диаметр 1 см, пантон 185С; металлические кольца, серебро, 2 см, пластиковые эглеты, пантон 185С
Упаковка: дойпак 80 мкм, 38.5 х 29.5 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 10 х 7 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца"," Дизайн: 
- двусторонняя ПВХ бирка с лого МТС, 1.5 х 1.5 см, пантон 185С
- шелкография 1+0, белый цвет",500,"13,1","1112,4",57-62,"13,6","1153,7",47-52,26 300,10,20-22,
,,Упаковка: стоковый матовый зип-пакет,,500,"14,0","1191,4",55-60,"14,5","1232,7",45-50,11 950,7,17-19,
 ,Панама,"Материал: курточная ткань, 150 гр
Размер: универсальный
Цвет: светло-серый (пантон 427С)
Фурнитура: светло-серый шнур (пантон 427С), длина видимой части с одной стороны 40 см, диаметр 4 мм, фиксатор из качественного пластика, пантон 185С, шарик из качественного пластика, 1 см, пантон 185С
Упаковка: дойпак 80 мкм, 38.5 х 29.5 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 10 х 7 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца"," Дизайн: 
- жаккардовая бирка (плетение люкс), 2 х 2 см, пантон 185С
- шелкография 1+0, белый цвет",500,"9,9","837,4",50-60,"10,5","891,9",40-50,24 220,10,20-22,
,,Упаковка: стоковый матовый зип-пакет,,500,"8,9","758,4",50-55,"9,6","812,9",40-45,9 890,7,17-19,
 ,Ремешок для телефона + зарядное устройство,"Материал: плетение
Размер: длина 150 см, диаметр 0.62 см
Цвет: красный (пантон 185С)
Упаковка: дойпак 80 мкм, 10 х 15 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 10 х 7 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца", Дизайн: гравировка на металлическом шильдике,1000,"4,0","338,5",40-45,"4,3","368,0",30-35,20 190,10,20-22,
,,Упаковка: стоковый пакет,,,"3,6","304,3",37-42,"3,9","333,7",27-32,5 790,7,17-19,
,,Упаковка: стоковый пакет,"Дизайн: выкрас держателей в серебряный и белый цвета, нанесение лого",,"3,8","320,1",40-45,"4,0","349,6",30-35,,,,
,,Упаковка: стоковый пакет,Дизайн: сток,,"3,4","291,1",40-45,"3,8","320,4",30-35,,,,
,,Упаковка: стоковый пакет,Дизайн: гравировка на металлическом шильдике,2000 (1 дизайн),"3,9","332,5",40-45,"4,3","364,4",30-35,,,,
 ,Шнурок для телефона,"Материал: паракорд
Размер: длина 120 см, диаметр 0.7 см
Цвет: серый (пантон 427С)
Фурнитура: металлические кольца и наконечники шнурков, пантон 185С, вкладыш под чехол красного цвета
Упаковка: дойпак 80 мкм, 10 х 15 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 10 х 7 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца", Дизайн: гравировка на металлическом шильдике,10000,"4,1","347,5",45-50,"4,5","381,2",35-40,20 190,10,20-22,
,,Упаковка: стоковый пакет,,,"3,7","313,3",40-45,"4,1","346,9",30-35,5 820,7,17-19,
 ,Шнурок для телефона,"Материал: паракорд
Размер: длина 120 см, диаметр 0.7 см
Цвет: серый (пантон 427С)
Фурнитура: металлические кольца и наконечники шнурков, пантон 185С, вкладыш под чехол красного цвета
Упаковка: дойпак 80 мкм, 10 х 15 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 10 х 7 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца", Дизайн: гравировка на металлическом шильдике,5000,"4,2","357,3",45-50,"4,6","391,9",35-40,20 190,10,20-22,
,,Упаковка: стоковый пакет,,,"3,8","322,2",40-45,"4,2","356,8",30-35,5 820,7,17-19,
 ,Наклейки,"Материал: PET
Размер: 3 размера: 20х5см, 10х3см, 7х2см
Цвет: пантон 425С, с графитовой подложкой пантон 425С, пантон 185С, с плоттерной вырубкой
Упаковка: стоковый пакет
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца, в наборе: 4 наклейки 3-х разных размеров", Дизайн: по макету клиента,10000 наборов,"2,1","173,2",40-45,"2,2","180,6",30-35,47800 (открытие формы и индивидуальные формы),7,17-19,
,,Отдельно по 1 шт (в цену входят все размеры), Дизайн: по макету клиента,10000 поштучно,"0,3","25,7",,"0,4","33,1",,,,,
 ,Бутылка со шнуром,"Материал: нержавеющая сталь, ПВХ, полиэстер 
Размер: бутылка: 500 мл, сетка: 42 х 9 см, бирка: 1.5 х 1.5 см
Цвет: пантон 425С, с графитовой подложкой пантон 425С, пантон 185С, с плоттерной вырубкой
Упаковка: дойпак 80 мкм, 38,5 х 29,5 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 10 х 7 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца", Дизайн: ПВХ-бирка с логотипом МТС,500,"19,1","1685,7",55-60,"20,5","1813,1",45-50,28 200,10,20-22,
,,Упаковка: стоковый пакет,,,"15,9","1399,8",,"17,3","1522,6",,13 850,7,17-19,
 ,Стакан МТС,"Материал: нержавеющая сталь
Размер: 500 мл
Цвет: стальной серый
Упаковка: дойпак 80 мкм, 20 х 30 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 8 х 10 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца
(Примеры видов нанесения в доп фото)", Дизайн: круговая UV печать,4000,"9,6","860,9",35-40,"11,6","948,5",25-30,23 850,10,20-22,
,,Упаковка: стоковый пакет,,,"8,6","762,5",,"10,6","950,9",,9 550,7,17-19,
 ,Стакан МТС РИИЛ,"Материал: нержавеющая сталь
Размер: 500 мл
Цвет: стальной серый
Упаковка: дойпак 80 мкм, 20 х 30 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 8 х 10 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца", Дизайн: круговая UV печать,1000,"10,4","918,8",35-40,"12,5","1107,9",25-30,23 850,10,20-22,
,,Упаковка: стоковый пакет,,,"9,2","816,5",,"11,3","1005,0",,9 550,7,17-19,
 ,Попсокет,"Материал: ABS + TPU + клей 3M
Размер: В сложенном виде: 40×7×40 мм
В разложенном виде: 40×23×40 мм
Цвет: пантон
Упаковка: дойпак 80 мкм, 10 х 15 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 10 х 7 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца", Дизайн: нанесение УФ 2 цвета,5000,"1,1","95,6",45-50,"1,2","98,8",35-40,28 900,10,20-22,
,,Упаковка: стоковый пакет,,,"0,4","33,6",,"0,4","36,8",,14 600,10,20-22,
 ,Носки высокие,"Материал: хлопок 70–75%, остальное - полиэстер и спандекс
Размер: 14 х 15 см 
Упаковка: дойпак 80 мкм, 38,5 х 29,5 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 10 х 7 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца"," Дизайн: жаккардовая бирка логотипа МТС (необходимо согласовать по макету);
нанесение на пятке шелкография (необходимо уточнить вид нанесения по фото образцу)",5000,"4,5","385,3",60-65,"4,8","404,3",50-55,25 600,15,25-27,
,,Упаковка: стоковый пакет,,,"3,6","302,0",,"3,8","320,9",,11 200,10,20-22,
 ,"Дождевик
","Материал: ТПУ
Размер: M, L, XL, XXL (необходимо уточнение по размерной сетке
Упаковка: зиплок-пакет без брендинга и отверстий, с молнией, плотность - 140 мкм, цвет - прозрачный, размер - 30×40 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца"," Дизайн: без затяжки по нижнему краю;
ПВХ бирка по макету",500,"37,3","3168,1",65-70,"40,0","3403,7",55-60,35 100,12,22-24,
,,Упаковка: стоковый пакет,,,"33,6","2858,1",,"36,2","3074,0",,21 000,12,22-24,
 ,Портативная мини вспышка,"Материал: АБС
Размер: 57 мм
Цвет: черный 
Упаковка: дойпак 80 мкм, 10 х 15 см + бирка из мелованной бумаги, 250 гр, с полноцветной печатью с двух сторон, 10 х 7 см
Примечание от фабрики: необходимо подтвердить стоимость после проработки образца", Дизайн: возможно только нанесение шелкографией,700,"14,6","1239,2",55-60,"14,9","1268,0",45-50,"6400
(сток)",7,17-19,
,,Упаковка: стоковый пакет,,,"13,2","1122,1",,"13,5","1150,9",,,,,
