,"Менеджер: Борисова Александра
Email: sashab@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,маска для сна с берушами ,"Материал: внутренний слой: 82% нейлон, 18% спандекс. Внешний слой: 75,5% полиэстер, 7,1% нейлон, 17,4% спандекс.
Размер: 14*25 см
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: логотип ,500,"9,2","811,2",40-45,"9,5","831,6",30-35,2 171,2,12-14,
,,,,,,,,,,,,,,
 ,маска для сна с берушами ,"Материал: внутренний слой: 82% нейлон, 18% спандекс. Внешний слой: 75,5% полиэстер, 7,1% нейлон, 17,4% спандекс.
Размер: 14*25 см
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: черные маски с сиреневыми бирушами держателями без логотипа, пантон",2000,"13,7","1207,7",60-65,"14,0","1228,0",50-55,7 910,10,20-22,
,,,,,,,,,,,,,,
 ,маска для сна с берушами ,"Материал: внутренний слой: 82% нейлон, 18% спандекс. Внешний слой: 75,5% полиэстер, 7,1% нейлон, 17,4% спандекс.
Размер: 14*25 см
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: черные с сиреневыми держателями, лого, выкрас в пантон ",2000,"13,7","1207,7",60-65,"14,0","1228,0",50-55,7 910,10,20-22,
,,,,,,,,,,,,,,
,маска для сна с берушами ,"Материал: внутренний слой: 82% нейлон, 18% спандекс. Внешний слой: 75,5% полиэстер, 7,1% нейлон, 17,4% спандекс.
Размер: 14*25 см
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: черные с логотипом и отдельно беруши под цвет клиента,1000,"9,1","803,5",45-50,"9,4","823,9",35-40,2 175,5,15-17,
,,,,,,,,,,,,,,
 ,шелковая маска для сна,"Материал: искусственный шелк
Размер: 20×10 см
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: Цвет: выкрас в пантон
Лого: вышивка",1000,"1,9","164,3",45-50,"2,0","176,5",35-40,1 584,3,13-15,
,,,,,,,,,,,,,,
 ,шелковая маска для сна,"Материал: искусственный шелк
Размер: 20×10 см
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: Цвет: выкрас в пантон
Лого: шелкография ",1000,"1,7","151,4",45-50,"1,9","163,6",35-40,1 574,3,13-15,
,,,,,,,,,,,,,,
 ,коробка-слайдер,"Материал: бумага/Картон
Размер: 
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: зелено-синяя и черно сиреневая+лого,1000,"5,6","494,9",45-50,"6,6","579,0",35-40,2 017,3,13-15,
,,,,,,,,,,,,,,
 ,бутылка для воды ,"Материал: нержавеющая сталь
Размер: 500 мл, 24,5*7 cм
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: кастом с цветом крышки ,1000,"14,1","1238,2",45-50,"15,7","1380,8",35-40,4 816,3,13-15,
,,,,,,,,,,,,,,
 ,бутылка для воды ,"Материал: нержавеющая сталь
Размер: 500 мл, 24,5*7 cм
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: кастом с цветом крышки + лого,1000,"14,2","1251,1",45-50,"15,8","1393,7",35-40,4 816,3,13-15,
,,,,,,,,,,,,,,
 ,мешочки ,"Материал: полиэстер
Размер: 15*25 cм
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: такой же материал как у маски с берушами, размер под маски",1000,"1,8","156,6",35-40,"2,1","182,6",25-30,4 451,3,13-15,
,,,,,,,,,,,,,,
 ,маска для сна с берушами ,"Материал: внутренний слой: 82% нейлон, 18% спандекс. Внешний слой: 75,5% полиэстер, 7,1% нейлон, 17,4% спандекс.
Размер: 23*9,5cm 
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: черные маски с сиреневыми бирушами держателями с логотипом, пантон",1000,"9,8","831,1",45-50,"10,1","855,6",35-40,"образец фабрика готова сделать бесплатно при оплате 70% от стоимости тиража. В случае если образец не понравится, фабрика вернет всю сумму за исключением 20000 руб",10,20-22,
,,,,,,,,,,,,,,
 ,маска для сна с берушами ,"Материал: внутренний слой: 82% нейлон, 18% спандекс. Внешний слой: 75,5% полиэстер, 7,1% нейлон, 17,4% спандекс.
Размер: 23*9,5cm
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: сток,1000,"9,1","768,9",30-35,"9,3","793,4",25-30,2 166,2,12-14,
,,,,,,,,,,,,,,
 ,мешочки ,"Материал: полиэстер
Размер: 15*25 cм
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: такой же материал как у маски с берушами, логотип + фиолетовая ниточка",1000,"1,9","163,8",40-45,"2,2","188,8",30-35,5 698,5,15-17,
