,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Магнит,"Материал: смола, магнит
Размер: 80*70мм
Упаковка: OPP пакетик
Примечание от фабрики: ", Дизайн: по макету,75000,"0,7","61,0",60-65 календ.дней,,,,"10 000,00","Фото/видео: 8-9 календ.дней
Доставка: 12-14 календ.дней",
,,,,100000,"0,64",60,65-70 календ.дней,,,,,,
,,,,150000,"0,63",59,70-75 календ.дней,,,,,,
 ,Магнит стерео-варио,"Материал: пластик, магнит
Размер: 80*70мм
Упаковка: OPP пакетик
Примечание от фабрики: ", Дизайн: по макету,75000,"0,4","38,0",50-55 календ.дней,,,,"42 200,00","Фото/видео: 8-9 календ.дней
Доставка: 12-14 календ.дней",
,,,,100000,"0,37",35,55-60 календ.дней,,,,,,
,,,,150000,"0,34",33,60-65 календ.дней,,,,,,
 ,Магнит,"Материал: ПВХ, магнит
Размер: 80*70мм
Упаковка: OPP пакетик
Примечание от фабрики: ", Дизайн: по макету,75000,"0,8","77,0",60-65 календ.дней,,,,"28 800,00","Фото/видео: 8-9 календ.дней
Доставка: 12-14 календ.дней",
,,,,100000,"0,77",73,65-70 календ.дней,,,,,,
,,,,150000,"0,7",66,70-75 календ.дней,,,,,,
