,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Полотенце,"Материал: микрофибра
Размер: 70*140cm, есть другие размеры
Цвет: в ассортименте (см.доп.фото)
Упаковка: брендированный чехол
Примечание от фабрики: цены на разные виды нанесения отличаются", Дизайн: на полотенце: цифровая печать / шелкография / гравировка / термотрансфер / лого набирке; на чехле,300,"7,8","707,0",45-50,,,,9 100,9,19-21,
,,,,500,"8,0","690,0",45-50,,,,,,,
 ,Бандана,"Материал: хлопок
Размер: 55х55 см
Упаковка: прозрачный пакет
"," Дизайн: запечатка по макету, цифровая печать",300,"2,7","234,6",45-50,,,,12 400,7,17-19,
,,,,500,"2,4","206,6",45-50,,,,,,,
 ,Поясная сумка,"Материал: смесовая ткань
Размер: 30х14х7 см
Упаковка: прозрачный пакет
"," Дизайн: запечатка паттерна по макету, шелкография, термотрансфер",300,"5,9","515,5",45-50,,,,15 300,7,17-19,
,,,,500,"5,3","461,8",45-50,,,,,,,
 ,Шоппер,"Материал: хлопок
Размер: 30х40 см
Упаковка: прозрачный пакет
"," Дизайн: запечатка паттерна по макету, шелкография, термотрансфер",300,"5,8","512,9",45-50,,,,10 200,7,17-19,
,,,,500,"5,7","497,7",45-50,,,,,,,
 ,Бутылка для воды 1,"Материал: пластик PP
Размер: 500 мл
Упаковка: фабричная
", Дизайн: шелкография в один цвет,300,"7,5","685,0",45-50,,,,15 700,7,17-19,
,,,,500,"7,2","657,0",45-50,,,,,,,
 ,Бутылка для воды 2,"Материал: пластик PP
Размер: 500 мл
Упаковка: фабричная
", Дизайн: шелкография в один цвет,300,"5,7","530,6",45-50,,,,10 600,7,17-19,
,,,,500,"5,4","502,5",45-50,,,,,,,
 ,Картхолдер,"Материал: искусственная кожа
Размер: 7х9 см
Упаковка: прозрачный пакет
", Дизайн: тиснение,300,"5,4","474,7",45-50,,,,7 300,7,17-19,
,,,,500,"5,1","446,7",45-50,,,,,,,
 ,Шнурок для телефона,"Материал: полиэстер
Размер: 120 см
Упаковка: прозрачный пакет
", Дизайн: УФ-печать на ярлыке,300,"4,8","426,2",45-50,,,,7 400,7,17-19,
,,,,500,"4,5","398,2",45-50,,,,,,,
 ,Ежедневник с ручкой,"Материал: искусственная кожа, ручка металлическая
Размер: А5
Упаковка: прозрачный пакет
"," Дизайн: тиснение, лазерная гравировка на ручке",100,"5,7","518,0",45-50,,,,8 400,7,17-19,
,,,,500,"5,2","478,6",45-50,,,,,,,
 ,Магнит на холодильник,"Материал: акрил
Размер: 7х12 см
Упаковка: прозрачный пакет
", Дизайн: цифровая печать,500,"2,6","230,4",40-45,,,,9 900,7,17-19,
 ,Сумка через плечо с отделением для термоса,"Материал: Нейлон, полиэстер
Размер: 23*15*7,5см
Упаковка: ОРР пакет
Примечание от фабрики: Возможны отклонения в размерах на 1-2см от указанных", Дизайн: Шелкография лого,300,"7,19","640,00",40-45,,,,5 370,5,15-17,
,,,,500,"6,58","580,00",40-45,,,,,,,
 ,Складная сумка-брелок,"Материал: ABS, полиэстер
Размер: 9*3,7 в сложенном виде, 33*40*10см в виде сумки
Упаковка: ОРР пакет
"," Дизайн: Черный/синий/оранжевый/розовый цвет, Вышивка логотипа на бирке и печать логотипа на сумке один цвет",300,"6,70","590,00",40-45,,,,14 300,15,25-27,
,,,,500,"6,38","570,00",40-45,,,,,,,
 ,Зарядка 3в1 для телефона,"Маленький многофункциональный помощник: зарядка-рулетка с 3 разъемами + подставка для телефона и зеркальце. 
Материал: ABS+TPE 
Размер: 6*6*2,5 см, длина провода 1м
Упаковка: ОРР пакет
"," Дизайн: Красный, синий, зеленый цвет, шелкография лого один цвет",300,"7,23","620,00",50-55,,,,14 300,15,25-27,
,,,,500,"7,00","600,00",50-55,,,,,,,
 ,Бутылка для воды ,"Материал: нержавеющая сталь 201, покрытие софт тач
Размер: 23 х 7 см
Объем: 500 мл
Цвет: черный, серый, синий
Упаковка: фабричная индивидуальная коробка
",Дизайн: нанесение лого шелкографией,300,"8,28","710,00",45-50,,,,7 500 ,5,15-17,
,,,,500,"7,93","680,00",45-50,,,,,,,
 ,Стакан складной,"Материал: Силикон
Объем: 350 мл
Цвет: черный, белый, серый, темно-синий
Упаковка: ОРР пакет
",Дизайн: печать лого один цвет,300,"5,25","450,00",45-50,,,,8 400 ,5,15-17,
,,,,500,"4,93","420,00",45-50,,,,,,,
 ,Термохромный коврик для мышки с беспроводной зарядкой для смартфона.,"Материал: полиуретан с термохромным покрытием:  меняет цвет от температуры
Размер: 262х188х5 мм
Цвет: голубой, бордовый, красный, зеленый
Упаковка: ОРР пакет
",Дизайн: Нанесение логотипа тиснением или шелкографией,300,"9,91","850,00",55-60,,,,15 700 ,12,22-24,
,,,,500,"9,74","835,00",55-60,,,,,,,
 ,Эспандер,"Материал: Силикон
Размер: 7.5*7.5*2см
Цвет: голубой, телесный, бордовый
Упаковка: ОРР пакет, возможно сделать коробки за дополнительную плату
Примечание от фабрики: Минимальный тираж для нанесения лого (шелкография) - 500 штук",Дизайн: Нанесение логотипа шелкографией,500,"4,08","350,00",45-50,,,,4 500 ,7,17-19,
,,,,,,,,,,,,,,
 ,Подушка,"Материал: полиэстер, поролон
Размер: 29*25*13см
Упаковка: OPP пакет
Примечание от фабрики: фабричные цвета темно-серый, светло-серый, розовый",Дизайн: термотрансфер,300,"10,85","930,00",45-50,,,,4 200 ,7,17-19,
,,,,500,"10,67","915,00",45-50,,,,,,,
