,"Менеджер: Садова Алина Дмитриевна
Email: alinas@megamind.ru
Телефон: +7 (920) 663-50-75
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото,
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",,
 ,Многоразовые бутылки для воды,"Материал: пластик
Объем: 750 мл. 
Упаковка: картонная коробка (учтена в стоимости).
Вес: 300 гр.", Дизайн: по фото-референсу + лого включен в стоимость,200,"4,5","438,2",35-40 кд,,,,"5 120,27",14-17 кд - доставка в Мск,,https://detail.1688.com/offer/843458223428.html?spm=a26352.b28411319.offerlist.91.3c9b1e62hOMnTh
 ,Многоразовые бутылки для воды (матовые),"Материал: пластик
Объем: 500 мл. Вес: 300 гр.
Упаковка: картонная коробка (учтена в стоимости).
Вес: 300 гр.", Дизайн: по фото-референсу + лого включен в стоимость,200,"6,9","673,4",40-42 кд,,,,"9 632,85",17-20 кд - доставка в Мск,,https://detail.1688.com/offer/818739805786.html?spm=a26352.b28411319.offerlist.421.3c9b1e62hOMnTh
 ,подставка для телефона,"Материал: металл матовый
Размер: 12,8*6,1 см
Упаковка: заводская упаковка
Примечание от фабрики: подставка для телефона, повтор тиража", Дизайн: нанесение гравировки в виде логотипа на одну сторону,2000,"5,6","567,5",57-67 кд,,,,"17 500,00",8-10 кд (фото и видео); 12-14 кд (отправка в Москву),,
 ,блокнот ,"Материал: картон, бумага, металл
Размер: А5, 21*14 см, 48 страниц (92 листа) Упаковка: OPP-пакетик (учтено в стоимости)
Комментарии от фабрики: на кольцах, в клетку, могут изготовить блокнот по фото-референсу"," Дизайн: нанесение лого на обложке с двух сторон, могут сделать лого по фото-референсу","2000,0","2,0","210,3",47-57 кд,,,,"17 500,00",5-7 кд (фото и видео); 12-14 кд (доставка в Москву),,
 ,ежедневник ,"Материал: искусственная кожа, бумага, картон
Размер: А5, 21*14 см, 48 страниц (92 листа) Упаковка: OPP-пакетик (учтено в стоимости)
Комментарии от фабрики: могут сделать клетку, линейку, поменять цвет"," Дизайн: нанесение лого на обложке с двух сторон, могут сделать лого по фото-референсу, могут нанести паттерн","2000,0","3,4","350,0",47-57 кд,,,,"11 500,00",5-7 кд (фото и видео); 12-14 кд (доставка в Москву),,
,картхолдер-стикер,"Материал: искусственная кожа
Размер: 8,5*13 см
Упаковка: OPP пакетик (учтен в цене)
Примечание от фабрики: картхолдер с возможностью наклеивания его на заднюю часть телефона/чехла, состоит из искусственной кожи, фабрика нанесет необходимый логотип и qr-код на переднюю часть.", Дизайн: лого и qr-код клиента.,2000,"1,2","115,2",44-45 календарных дней,,,,"4 775,00",12-14 кд (фото и видео); 12-14 кд (доставка в Москву),,
,браслет силиконовый ,"Материал: силикон
Размер: 20,5х1,2 см, толщина 0,2 см.
Упаковка: OPP пакетик (учтен в цене)
Примечание от фабрики: силиконовый браслет с капельным нанесением, примеры изготовления оставлю в доп. фото, в стоимость образца включено открытие формы, нанесение лого, выкрас в нужный цвет","Дизайн: можно добавить надпись, изменить пантон",2000,"4,7","472,3",62-72 календарных дня,,,,"37 000,00",15-14 калнедарных дней (фото и видео); 12-14 календарных дней (отправка в Москву),,
 ,картхолдер с MagSafe,"Материал: кожзам, магниты
Размер: 9.6x6.4x0.69cm
Упаковка: заводская упаковка
Примечание от фабрики: нанесение лого учтено в стоимости", Дизайн: лого тиснением ,2000,"6,9","692,7",57-67 кд,,,,"10 600,00",9-11 кд (фото и видео); 12-14 кд (отправка в Москву),,
 ,подставка-картхолдер,"Материал: кожзам
Размер: 20,4(в раскрытом виде)x6,7x0,8mm
Упаковка: заводская упаковка
Примечание от фабрики: нанесение лого учтено в стоимости ", Дизайн: лого тиснением ,2000,"8,4","837,5",57-67 кд,,,,"10 600,00",9-11 кд (фото и видео); 12-14 кд (отправка в Москву),,
 ,кармашек с лентой,"Материал: пластик, полиэстер
Размер: 115*66 см (др размеры в доп фото)
Упаковка: заводская упаковка
Примечание от фабрики: нанесение лого учтено в стоимости ", Дизайн: лого печатью,2000,"0,7","75,5",57-67 кд,,,,"13 700,00",9-11 кд (фото и видео); 12-14 кд (отправка в Москву),,
 ,кармашек с лентой,"Материал: пластик, полиэстер
Размер: 
Упаковка: заводская упаковка
Примечание от фабрики: нанесение лого учтено в стоимости, могут изменить цвет в пантон, нанести лого или рисунок шелкографией  ", Дизайн: лого шелкографией  ,2000,"3,1","312,1",57-67 кд,,,,"22 600,00",9-11 кд (фото и видео); 12-14 кд (отправка в Москву),,
