,"Менеджер: Котелевская Анна
Email: annakot@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
,Таблетница 1,"Материал: пластик
Размер: 3,5 х 7,8 х 7,2 см
Упаковка: сток пакет",Дизайн: белая таблетница (цвет сток) - лого в 2 цвета,1000,"3,3","289,6",45-50,4,"310,2",35-40,11 100,7,17-19,
,,,,1500,"3,3","289,0",,4,"309,6",,,,,
,,,Дизайн: фиолетовая (цвет сток) – лого в 1 цвет,1000,"3,2","281,6",,3,"301,5",,,,,
,,,,1500,"3,2","281,0",,3,"301,0",,,,,
 ,Таблетница 2,"Материал: пластик 
Размер: 7.7 х 7.7 х 2.9 см
Упаковка: сток пакет
"," Дизайн: белый (лого 2 цвета, шелкография)",1000,"2,8","245,2",40-45,3,"263,3",30-35,17 400,10,20-22,
,,,,1500,"2,5","218,8",,"2,7","236,9",,,,,
,,," Дизайн: оранжевый (лого 1 цвет, шелкография)",1000,"2,7","237,4",,"2,9","255,5",,,,,
,,,,1500,"2,3","206,1",,"2,5","224,1",,,,,
 ,Таблетница 3,"Материал: РР
Размер: 7.8 х 10.8 х 3.5 см
Упаковка: сток пакет
Примечания: лого по центру на небольшом отсеке"," Дизайн: белый (лого 2 цвета, шелкография)",1000,"1,7","145,7",35-40,"1,9","169,2",25-30,8 950,7,17-19,
,,,,1500,"1,6","142,6",,"1,9","166,1",,,,,
,,," Дизайн: желтый (лого 1 цвет, шелкография)",1000,"1,6","140,5",,"1,8","164,1",,,,,
,,,,1500,"1,6","137,4",,"1,8","160,9",,,,,
 ,Шнурок длинный 1,"Материал: паракорд
Длина: 120 см
Упаковка: сток пакет
Примечания: стоимость должна быть уточнена после получения макета и проработки образца"," Дизайн: цвет на выбор из раскладки, подвес из ПВХ",100,"3,9","346,5",40-45,"4,3","373,9",30-35,8 050,10,20-22,
,,,,1000,"3,6","318,3",,"3,9","345,7",,,,,
,,,,4100,"3,5","304,1",,"3,8","331,6",,,,,
 ,Шнурок длинный 2,"Материал: паракорд
Длина: 60 см
Упаковка: сток пакет
Примечания: стоимость должна быть уточнена после получения макета и проработки образца"," Дизайн: сток, без подвеса, цвета на выбор из готовых моделей (цвета на главном фото)",100,"3,0","266,4",25-30,"3,3","292,7",15-20,8 120,10,20-22,
,,," Дизайн: цвет на выбор из раскладки, подвес из ПВХ",100,"12,2","1077,3",40-45,"12,5","1103,6",30-35,,,,
,,,,500,"3,1","270,8",,"3,4","297,1",,,,,
,,,,1000,"3,1","269,1",,"3,4","295,4",,,,,
,,,,4100,"2,8","249,8",,"3,1","276,1",,,,,
 ,Шнурок длинный 3,"Материал: паракорд
Длина: 60 см
Упаковка: сток пакет
Примечания: стоимость должна быть уточнена после получения макета и проработки образца"," Дизайн: сток, без подвеса, цвета на выбор из готовых моделей (https://drive.google.com/drive/folders/1PsET_ro-VOajXxZKKKAd-RRH6V5dr1a1?usp=sharing)",100,"3,0","266,4",25-30,"3,3","292,7",15-20,8 040,10,20-22,
,,," Дизайн: цвет на выбор из раскладки, подвес из ПВХ",100,"8,3","729,7",40-45,"8,6","756,1",30-35,,,,
,,,,500,"2,6","227,0",,"2,9","253,3",,,,,
,,,,1000,"2,6","225,3",,"2,9","251,6",,,,,
,,,,4100,"2,4","211,2",,"2,7","237,5",,,,,
 ,Шнурок короткий 1,"Материал: паракорд
Длина: 30 см
Упаковка: сток пакет
Примечания: стоимость должна быть уточнена после получения макета и проработки образца", Дизайн: цвет на выбор из раскладки,100,"3,0","266,2",40-45,"3,2","282,6",30-35,5 790,10,20-22,
,,,,1000,"2,7","238,0",,"2,9","254,5",,,,,
,,,,4100,"2,5","223,8",,"2,7","240,3",,,,,
 ,Шнурок короткий 2,"Материал: паракорд
Длина: 60 см
Упаковка: сток пакет
Примечания: стоимость должна быть уточнена после получения макета и проработки образца"," Дизайн: сток, без подвеса, цвета на выбор из готовых моделей (https://drive.google.com/drive/folders/1sJDZLN55WmYmKHeHBuGdpMiSDOEfntt1?usp=sharing)",100,"1,5","133,1",25-30,"1,7","147,9",15-20,8 040,10,20-22,
,,, Дизайн: цвет на выбор из раскладки,100,"6,5","570,8",40-45,"6,7","585,6",30-35,,,,
,,,,500,"1,7","145,3",,"1,8","160,1",,,,,
,,,,1000,"1,6","143,6",,"1,8","158,4",,,,,
,,,,4100,"1,3","116,5",,"1,5","131,4",,,,,
 ,Шнурок короткий 3,"Материал: паракорд
Длина: 60 см
Упаковка: сток пакет
Примечания: стоимость должна быть уточнена после получения макета и проработки образца"," Дизайн: сток, без подвеса, цвета на выбор из готовых моделей (на главном фото)",100,"2,0","174,6",25-30,"1,9","163,1",15-20,8 040,10,20-22,
,,, Дизайн: цвет на выбор из раскладки,100,"8,0","702,4",40-45,"7,9","690,8",30-35,,,,
,,,,500,"2,0","173,9",,"1,9","162,4",,,,,
,,,,1000,"2,0","172,2",,"1,8","160,7",,,,,
,,,,4100,"1,8","158,0",,"1,7","146,5",,,,,
