,"Менеджер: Литяк Светлана
Email: svetlana@megamind.ru
Телефон: +7 (918) 964-19-55
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Бутылка,"Материал: нержавеющая сталь
Размер: 22х7.5 см
Объем: 500 мл
Упаковка: индивидуальная коробка
Цвет: голубой", Дизайн: сток,150,"8,5","776,2",27-32 дней,"10,1","920,7",17-22 дней,"3 530,00",10-12 дней,
,,,,300,"8,4","770,5",,"9,9","915,1",,,,
,,,,500,"8,2","754,9",35-40 дней,"9,8","899,5",25-30 дней,,,
,,,,1000,"8,1","740,1",,"9,6","884,6",,,,
,,"Материал: нержавеющая сталь
Размер: 22х7.5 см
Объем: 500 мл
Упаковка: индивидуальная коробка
Цвет: голубой, стоковый", Дизайн: УФ-печать,150,"8,8","802,7",28-32 дней ,"10,3","947,3",18-22 дней ,"7 420,00",10-12 дней,
,,,,300,"8,7","797,1",30-35 дней ,"10,2","941,6",20-25 дней,,,
,,,,500,"8,5","781,5",35-40 дней ,"10,1","926,1",25-30 дней ,,,
,,,,1000,"8,4","774,5",,"9,9","919,1",,,,
