,"Менеджер: Казакова Екатерина
Email: kate.k@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
Дети 2-12 лет,,,,,,,,,,,,,,
 ,"Шоппер-раскраска 
Большой размер","Материал: холщовая ткань
Размер: 32*27 см
Упаковка: заводская упаковка
Примечание от фабрики: утолщенный холст, не выцветает, прочный и долговечный.", Дизайн: нанесение рисунка по макету клиента,100000,"1,9","202,6",60-65 кд,,,,"12 000,00",8,18-20,
 ,"Шоппер-раскраска 
Большой размер","Материал: холщовая ткань
Размер: 32*27 см
Упаковка: заводская упаковка
Примечание от фабрики: утолщенный холст, не выцветает, прочный и долговечный.

В комплект входят 8 фломастеров для раскрашивания."," Дизайн: нанесение рисунка по макету клиента, фломастеры сток (можно кастомизировать, но для расчета цены нужен точный макет)",100000,"3,8","413,4",60-65 кд,,,,"12 000,00",8,18-20,
 ,"Шоппер-раскраска 
Маленький размер","Материал: холщовая ткань
Размер: 24*22 см
Упаковка: заводская упаковка
Примечание от фабрики: утолщенный холст, не выцветает, прочный и долговечный.", Дизайн: нанесение рисунка по макету клиента,100000,"1,6","168,7",60-65 кд,,,,"12 000,00",8,18-20,
 ,"Шоппер-раскраска 
Маленький размер","Материал: холщовая ткань
Размер: 24*22 см
Упаковка: заводская упаковка
Примечание от фабрики: утолщенный холст, не выцветает, прочный и долговечный.

В комплект входят 8 фломастеров для раскрашивания."," Дизайн: нанесение рисунка по макету клиента, фломастеры сток (можно кастомизировать, но для расчета цены нужен точный макет)",100000,"3,5","379,5",60-65 кд,,,,"12 000,00",8,18-20,
,Пенал-раскраска ,"Материал: нетканый материал
Размер: 21,5*13,3 см
Упаковка: заводская упаковка


", Дизайн: нанесение рисунка по макету клиента,100000,"1,0","111,6",70-75 кд,,,,"17 000,00",13,23-25,
,Фломастеры для ткани,"Материал: пластик
Размер: упаковка 20х19,5 см, фломастер 13,5х1 см
Цвета:  см. картинку
Упаковка: блистер", Дизайн: без кастома,100000,"1,8","200,9",55-60,,,,"2 500,00",5,15-17,
 ,Мешок-раскраска ,"Материал: холщовая ткань
Размер: 27*35 см
Упаковка: заводская упаковка
Примечание от фабрики: утолщенный холст, не выцветает, прочный и долговечный.

", Дизайн: нанесение рисунка по макету клиента,100000,"1,7","187,7",65-70 кд,,,,,12,22-24,
,Мешок-раскраска ,"Материал: холщовая ткань
Размер: 27*35 см
Упаковка: заводская упаковка
Примечание от фабрики: утолщенный холст, не выцветает, прочный и долговечный.

В комплект входят 6 фломастеров для ракрашивания, цветная карточка.", Дизайн: нанесение рисунка по макету клиента,100000,"2,0","212,5",65-70 кд,,,,,12,22-24,
 ,"Брелок-игрушка
(стоимость примерная, точная после предоставления макета)","Материал: пластик, пвх
Размер: 6*7*2 см
Упаковка: опп пакетик
Комментарии от фабрики: принцип игры- загораются кнопки и надо успевать на них нажимать.
Способ развлечься во время перелета.

Стоимость открытия формы включена в стоимость за единицу.", Дизайн: изготовление пвх накладки по макету клиента,100000,"1,7","187,3",75-80 кд,,,,"5 500,00",19,29-31,
 ,Маска для сна с эффектом памяти,"Материал: меморикс, вискоза
Размер: 19,5*9,5 см
Упаковка: заводская упаковка
Комментарии от фабрики: маска в форме облачка. Очень мягкая и удобная. Не создаёт давления на глаза."," Дизайн: цвет маски в пантон, запечатка лицевой стороны",100000,"1,3","131,6",65-70 кд,,,,"11 000,00",9,19-21,
 ,Головоломка Волшебная линейка,"Материал: АБС
Размер: 10*6,7*2,5 см
Упаковка: заводская упаковка
Комментарии от фабрики: можно собирать различные фигуры, прекрасно подходит в качестве развивающей игры."," Дизайн: лого на игре, лого на коробке",100000,"1,8","198,8",65-70 кд,,,,"11 500,00",9,19-21,
 ,сквиш-зверушка,"Материал: ПУ
Размер: примерно 4*4 см
Упаковка: OPP- пакетик
Комментарии от фабрики: могут сделать других зверушек по запросу, но нужно отливать форму (не учтено в стоимости)", Дизайн: нанесение лого клиента тампопечатью в 2 цвета ,100000,"1,5","162,2",67-72 кд,,,,"21 000,00",12,22-24,
,3-д игра-наклейки ,"Материал: PET
Примерный размер готового изделия: 23 см*25 см (большой размер)
Упаковка:  OPP-пакетик
Примечания от фабрики: в комплект входит: карточка-основа+стикер с визуалом помещения+2 комплекта маленьких стикеров. Закупка стока от 2 шт, кастомизация от 10.000 шт

", Дизайн: сток,100000,"1,1","119,2",47-52 кд,,,,"4 000,00",5,15-17,
,,," Дизайн: по макету клиента с рефом (цена примерная, точная после предоставления макета)",100000,"4,2","436,8",67-72 кд,,,,"22 000,00",9,19-21,
,3-д игра-наклейки ,"Материал: PET
Примерный размер готового изделия: 18 см*14 см (малый размер)
Упаковка:  OPP-пакетик
Примечания от фабрики: в комплект входит: карточка-основа+стикер с визуалом помещения+2 комплекта маленьких стикеров. Закупка стока от 2 шт, кастомизация от 10.000 шт

", Дизайн: сток,100000,"0,4","44,8",47-52 кд,,,,"4 000,00",5,15-17,
,,," Дизайн: по макету клиента с рефом  (цена примерная, точная после предоставления макета)",100000,"4,2","436,8",67-72 кд,,,,"22 000,00",9,19-21,
,фетровый набор на липучках,"Материал: фетр
Размер: 7,3 см*10,3 см
Упаковка: OPP-пакетик
Примечание от фабрики: др дизайны в доп фото", Дизайн: нанесение лого авиакомпании шелгографией ,100000,"8,2","877,7",97-102 кд,,,,"11 000,00",7,17-19,
,"плед с капюшоном (цена примерная, точная после предоставления цвета и желаемого рисунка)","Материал: флис
Размер: 140*70 см
Упаковка: OPP-пакетик
Примечание от фабрики: необходимо ДС, примерная стоимость 15000 р, не включено в стоимость", Дизайн: нанесение лого на тканую этикетку с внутренней стороны,150000,"6,0","666,9",62-67 кд,,,,"14 000,00",5,15-17,
Дети 0-2 года (младенцы),,,,,,,,,,,,,,
 ,Звукоизоляционные детские наушники,"Материал: пластик, поролон
Размер: 15*16*8 см
Упаковка: заводская упаковка
Примечание от фабрики: цвета в наличии в доп фото.

"," Дизайн: нанесение логотипа шелкография, выкрас боковых частей в пантон",150000,"5,1","540,3",80-85 кд,,,,"42 000,00",10,20-22,
