,"Менеджер: Казакова Екатерина
Email: kate.k@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,прозрачный кармашек без лого,"Материал: пластик
Размер: у фабрики есть размеры: 115*66 мм, 130*84 мм и 155*98 мм (цена одинаковая)
Упаковка: заводская упаковка
", Дизайн: без лого,1000,"1,2","127,8",45-50,"1,4","152,0",35-40,4 500,5,15-17,
 ,ланъярд с пластмассовым ретрактором,"Материал: репс, пластик
Размер: 20 мм
Упаковка: заводская упаковка
"," Дизайн: печать на ленте 1+0, шелкография на ретракторе 1+0",2500,"1,3","132,5",50-55,"1,4","143,1",40-45,12 500,10,20-22,
 ,ланъярд с карабином,"Материал: репс, металл
Размер: 20 мм
Упаковка: заводская упаковка
", Дизайн: печать на ленте 1+0,500,"1,6","165,4",45-50,"1,7","176,0",35-40,11 000,10,20-22,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,Ретрактор,"Материал: пластик, сплав
Размер: 34*110 мм
Упаковка: заводская упаковка
", Дизайн: стоковый ретрактор+печать лого в 1 цвет,2500,"1,0","92,6",45-50,"1,1","101,8",35-40,4 500,8,18-20,
 ,Ретрактор,"Материал: пластик, сплав
Размер: 34*110 мм
Упаковка: заводская упаковка
", Дизайн: цвет пластика в пантон 2387С +печать лого в 1 цвет,2500,"1,1","96,6",50-55,"1,2","105,7",40-45,7 000,10,20-22,
 ,Ретрактор,"Материал: пластик, сплав
Размер: 34*110 мм
Упаковка: заводская упаковка

Разбивка тиража на 1000 шт белых и 1000 шт синих.

В стоимость образца входит стоимость изготовления одного образца одного цвета.", Дизайн: цвет пластика в пантон+печать лого в 1 цвет,2000,"1,1","99,7",50-55,"1,2","109,1",40-45,7 000,10,20-22,
